run,algorithm,setting,reserve,enabled,env_seed,pnl,objective,opening_inventory,final_inventory,auction_quantity,cancellation_fees,cancels
sac_verified_history,sac,historical_sp500_midquotes,0,True,1455278866,-1.9994178583201576,-2.066156434699585,0.4281286432416209,2.583381047763328,-2.155252404521685,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,1760722551,1.824441165310418,1.7038152482647453,0.8224082120854064,-3.4731241994157473,4.295532411501143,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,328726188,-1.7455223611177644,-1.8919333628928423,0.6613690592408403,3.826369059239816,-3.164999999998986,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,232867167,-1.2121242457942571,-1.250363545257848,0.3423733860725946,1.95548713786593,-1.6131137517933354,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,628415013,-24.43450432628015,-24.545904083317957,0.1926602139496367,3.3376602139494,-3.1449999999997544,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,55294341,-0.4085063669638621,-0.4449449847466392,0.2826205663866687,1.9088901954480548,-1.6262696290613954,0.021,1
sac_verified_history,sac,historical_sp500_midquotes,0,True,587962707,3.296685364383753,3.2599655475677523,0.2619725316787509,1.9162415509533477,-1.6542690192745677,0.004,2
sac_verified_history,sac,historical_sp500_midquotes,0,True,829705679,-4.159255357146118,-4.291566332543205,0.7126566402028516,3.637457565348184,-2.92480092514532,0.001,1
sac_verified_history,sac,historical_sp500_midquotes,0,True,379368625,-3.2041995731451607,-3.5938883716921977,0.0100058954475485,6.242505895448052,-6.2325000000004955,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,205709869,4.641077568407781,4.641062025753335,0.3680120653439047,-0.0394241733531621,0.4074362386970588,0.4050000000000001,23
sac_verified_history,sac,historical_sp500_midquotes,0,True,865592973,-22.894180268444543,-23.183378195691404,0.8205027292809461,5.377712592235287,-4.557209862954341,0.015,5
sac_verified_history,sac,historical_sp500_midquotes,0,True,675392413,-1.7796988211557618,-1.9101205489632815,0.8978937690780668,3.6113948525122535,-2.7135010834341724,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,1422536529,-0.965662393890525,-1.1043921335658624,0.6721441397180854,3.724644139717745,-3.052499999999658,0.015,5
sac_verified_history,sac,historical_sp500_midquotes,0,True,1001327361,-2.616210252298202,-3.181604281296295,0.3550369682321701,7.519268774276478,-7.164231806044315,0.006,3
sac_verified_history,sac,historical_sp500_midquotes,0,True,1177952687,5.232030981748525,5.158684804824587,0.4982499316705286,2.7082499316706077,-2.2100000000000684,0.066,11
sac_verified_history,sac,historical_sp500_midquotes,0,True,1810240606,-3.3024553099009206,-3.30290043693071,0.95598033789706,0.2109803378965438,0.745000000000509,0.006,3
sac_verified_history,sac,historical_sp500_midquotes,0,True,1181369059,1.466759068573083,1.4582046438484064,0.3800986687937779,-0.924901331206553,1.30500000000033,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,1322332359,5.507069730303759,4.953747988032732,0.8310599565442658,7.438559956544193,-6.607499999999927,0.001,1
sac_verified_history,sac,historical_sp500_midquotes,0,True,38137826,4.96387363617256,4.926722660574176,0.6525411652026634,-1.92745883479737,2.580000000000048,0.136,16
sac_verified_history,sac,historical_sp500_midquotes,0,True,440852670,-25.6003804681216,-25.78524876215666,0.8646313101834835,4.299631310182983,-3.434999999999487,0.0209999999999999,6
sac_verified_history,sac,historical_sp500_midquotes,0,True,1945446605,-30.202013261072352,-30.202234951396782,0.5888926876759939,0.1488926876763923,0.4399999999995962,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,1154827508,4.378594802694599,4.359833493805262,0.5688466841851181,1.3697192737688213,-0.800872589583689,0.0279999999999999,7
sac_verified_history,sac,historical_sp500_midquotes,0,True,993215842,1.805039299881173,1.379162283119015,0.2522802005232449,-6.525925350187192,6.778205550710396,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,203881053,4.919713397161104,4.916152881061797,0.8582993967402643,-0.5967006032598707,1.4550000000001295,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,1698224781,-2.1733429588463333,-2.2815626424473665,0.2588010474664912,3.289676026617717,-3.030874979151202,0.015,5
sac_verified_history,sac,historical_sp500_midquotes,0,True,1641320225,2.782189594123338,2.767030740419944,0.6287129670940743,1.231212967093576,-0.602499999999516,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,835891747,-0.2793722976712161,-0.4210897094250069,0.957586896174405,-3.764537312257522,4.722124208431909,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,2098874635,1.867459969211268,1.7128481536205618,0.6320494390383402,3.9320708995477944,-3.3000214605094444,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,0,True,626392803,-28.868632134455765,-29.003960663491167,0.0862026114572813,3.678702611456941,-3.5924999999996956,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,401058792,1.2844478295155568,0.1051286549546979,10.85964628595636,10.859646285956366,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1822668597,2.3257026213686913,1.1917445875474184,10.648746563897888,10.648746563897898,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1465431171,8.06822687071326,6.8986154392488315,10.814857518545622,10.81485751854563,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,157564097,1.2298099454856128,0.1666320374359173,10.311051876747086,10.311051876747085,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,245238582,-23.41675496647258,-24.588628530879,10.82531091658072,10.825310916580726,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1117977144,0.7090922648985725,-0.4778266268853723,10.89458072522271,10.894580725222724,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,523826546,7.94959718678183,6.895912201539913,10.26491590438964,10.264915904389657,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1124484429,-25.60983446546561,-26.712494360936596,10.500761379400004,10.500761379400004,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,171768458,8.675886043301944,7.551108003776634,10.605555334471248,10.60555533447122,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1868865057,3.09315468173736,1.9375596857290984,10.74986044564423,10.74986044564422,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,301461638,2.07582852536325,0.9517435660518634,10.602287297142013,10.602287297142,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1387055752,6.349287760293009,5.284821186128234,10.317298939958931,10.317298939958924,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1027367132,-30.727322542416005,-31.85525056526969,10.620395580455964,10.620395580455964,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1111389845,-0.078750385893727,-1.2003088145262424,10.590365567970323,10.59036556797033,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,180210118,-0.6371519395561336,-1.7546697347537366,10.57127142399439,10.571271423994386,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1769597788,2.224627696628886,1.068173880026248,10.75385426999378,10.753854269993797,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1541083806,0.5652837457273563,-0.4833146162086057,10.240109188558293,10.240109188558304,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,2073530583,0.6093610085026739,-0.5989060475932679,10.992120159896077,10.992120159896096,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,583456263,-24.480168110012528,-25.62017595476795,10.677114988401216,10.67711498840123,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,269688897,1.4499829933374713,0.3842926622053535,10.323227843713,10.32322784371302,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,977455710,1.7911583007917216,0.6763938933295948,10.558240419038214,10.558240419038237,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,2018195485,0.5156154792730376,-0.6666579798342243,10.873239899437806,10.873239899437802,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1266812912,0.2682901307707652,-0.756508922331081,10.123235911020998,10.123235911020974,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1737039599,1.0541115684955005,-0.1366089974096009,10.912014323236122,10.912014323236114,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,476600210,8.235027539069051,7.067755424067183,10.8040368150144,10.804036815014411,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,392787174,1.3235137773936003,0.197426849610607,10.611724307495932,10.6117243074959,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,369185566,7.983628185736961,6.864593739206367,10.578442449295594,10.578442449295617,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1749636134,5.266726843132346,4.099736798796277,10.802731341360255,10.802731341360245,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,510732936,7.5594672877959965,6.39818965023798,10.776259265431648,10.776259265431657,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,569417501,2.91039401364651,1.8401807116071656,10.345111415733273,10.34511141573325,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1908420144,1.4409242207220814,0.3312976173838042,10.533881541664854,10.533881541664863,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,2034989486,8.784710477948465,7.589556546867011,10.932309596244792,10.932309596244767,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,564294971,8.248291508669354,7.208079153892269,10.199080128997366,10.199080128997345,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1129817345,8.45581758771732,7.276713352229548,10.858656618052578,10.858656618052583,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1190000565,1.8783686241295072,0.8004750215411618,10.38216548985973,10.38216548985974,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1455278866,1.6743922361492878,0.5379423300788055,10.66044045089356,10.660440450893583,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1760722551,1.337843248275021,0.1665980531848871,10.822408212085406,10.822408212085396,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,328726188,-0.0692458164667186,-1.182472864540008,10.550957530353784,10.55095753035377,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,232867167,1.0673637279214745,-0.0409872584809023,10.527824971960626,10.527824971960625,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,628415013,-23.924051150763265,-25.09982810135444,10.843324907938424,10.843324907938433,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,55294341,2.6071203223855264,1.4551812442463117,10.732842485284207,10.732842485284198,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,587962707,3.0230040817550616,2.021633408208557,10.00685102090813,10.006851020908147,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,829705679,-1.383728345777854,-2.474474247888047,10.443878121225808,10.443878121225817,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,379368625,-0.4690526022750418,-1.4847663502746309,10.078262489137645,10.078262489137645,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,205709869,7.658783090631914,6.4769947856490475,10.871008715767218,10.871008715767212,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,865592973,-22.990622241035453,-24.161455034179216,10.820502729280946,10.820502729280946,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,675392413,-1.3600630367636768,-2.3835230459501817,10.116620034312362,10.116620034312373,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1422536529,2.4000878013939655,1.21008896035688,10.908706802536614,10.908706802536612,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1001327361,-0.3260937172944977,-1.5044748003330757,10.855326264274964,10.85532626427496,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1177952687,7.399863047847248,6.375141641207032,10.122852397621015,10.12285239762102,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1810240606,-1.121519814396379,-2.2225616633106977,10.493054126012694,10.493054126012686,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1181369059,1.8924696853227945,0.7542238158436121,10.668860620887216,10.668860620887228,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1322332359,6.522035270409106,5.410798384983897,10.541522116967784,10.54152211696778,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,38137826,7.884922868786816,6.6982472353547795,10.89346424895237,10.893464248952384,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,440852670,-24.400730468119946,-25.58113260318214,10.864631310183483,10.864631310183496,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1945446605,-26.91633834004824,-28.121476133894088,10.977876815877693,10.977876815877682,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1154827508,7.0130379293495935,5.943236723058712,10.343119482491147,10.343119482491158,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,993215842,1.607861522703388,0.4961241725686327,10.5438956279677,10.54389562796766,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,203881053,4.637862381798186,3.5110673385545894,10.615060260043734,10.615060260043732,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1698224781,0.7926692618766538,-0.3830471178386072,10.843045604050817,10.843045604050833,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,1641320225,2.570452903828482,1.5077712985190612,10.3086449415499,10.308644941549886,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,835891747,-0.2571422343444283,-1.4578293402165547,10.957586896174403,10.957586896174387,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,2098874635,1.0376706534607365,-0.0782953258604084,10.563929095375189,10.56392909537519,0.0,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,False,626392803,-26.259687306152045,-27.400086405851766,10.67894704406632,10.67894704406628,0.0,0.0,0
