episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,actor_loss_clob,ent_coef_clob,grad_norm_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,actor_loss_auction,ent_coef_auction,grad_norm_auction
24,35.86653532498167,10.828032861393154,10.754801509245194,-13.264094511216516,0.0,-24.018896020461717,-0.0732313521475021,0.0,50.03848765059603,50.03848765059603,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
25,-9.433246371172572,-9.452895966262485,-14.223183421430578,2.110283970176928,3.552713678800501e-15,16.333467391607513,-4.78516339183774,0.01487593666957452,0.9909364467219746,-1.40177013414872,2.3927065808706787,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,10.0,0.0,0.0,5.0,4.0,0.0,1.0,,,,,,,,,,,,,,
26,42.76318719018309,10.292748441329309,10.113757693174968,-7.644006723050808,0.0,-17.75776441622578,-0.15794968300373569,-0.02104106514680429,56.149046399931066,56.98283842426049,-0.8337920243294031,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,12.0,12.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,3.3406101946124545,3.340526581010898,1.099762803630544,-3.438642786899551,0.0,-4.538405590530094,-2.2438906523811966,0.003126875000000711,0.3972391836429807,0.09144047329060051,0.3057987103524033,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
28,-28.090359666402946,-40.56271947812959,-41.17683455894253,-8.10223253629384,0.0,33.07460202264869,-0.6141150808114588,0.0,35.31622829766316,35.31622829766316,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
29,41.034281451917195,38.64359644486312,37.05815595933947,2.98043942059458,0.0,-34.07771653874491,-1.78876831145541,0.20332782593326595,30.275783900015085,15.461840146160077,14.813943753854998,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,
30,-34.583689810886426,-41.552324777493816,-47.1851072021067,-7.2400403529421204,0.0,39.945066849164576,-5.477293919393773,-0.155488505222101,0.3981722219694461,26.398172221969055,-25.99999999999963,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,
31,11.720417609015785,2.9539378705067065,2.9579898955076125,-2.035299324101892,0.0,-4.993289219609504,0.0,0.004052025000000153,30.069565868833493,29.60824165415616,0.46132421467731594,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
32,57.386350672104626,57.315963827989485,57.34002002798979,-4.170342146679736,0.0,-61.510362174669524,0.0,0.024056200000001436,0.49549181456470137,-2.6530519051677404,3.1485437197324133,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,9.474611282348633,38.0,0.00023447058520450828,0.00023447058520450828,0.2969957539125493,0.0009957744133364606,1.90152896862281,1.1722979893287022,30.0,0.00023447058520450825,0.00023447058520450825,0.04385123958345503,0.0009966588656728466,0.7518844813108444
33,9.880213315700763,-10.651244001170083,-11.16285202468003,-14.999826480120028,0.0,-3.8369744554399974,-0.5264358560084421,0.014827832499999487,46.183643813663835,45.3116511692863,0.8719926443775515,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.695723778162247,39.0,0.00023267171427506018,0.00023267171427506018,0.10960727376051438,0.0009943934706732249,2.483086963494619,1.003556569914023,30.0,0.00023267171427506018,0.00023267171427506018,-0.020617593739492197,0.00099160063934202,0.5465872531135877
34,30.89649890531473,7.056227972734714,7.129857205283274,-10.284084679822755,0.0,-17.413941885106038,0.0,0.07362923254903486,58.243999907918926,48.82649990791887,9.417500000000054,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,8.171582520008087,44.0,0.00023088664438004888,0.00023088664438004888,-0.08192215036516162,0.0010076587813356045,2.375090764327483,0.9256997043887775,30.0,0.00023088664438004886,0.00023088664438004886,-0.037523140052023035,0.000992846015530328,0.5644644757111867
35,30.6027870557009,5.285135241905113,5.402694014113304,-10.076994310901863,0.0,-15.479688325015175,0.0,0.11755877220786234,63.94583089733922,50.316649146973,13.629181750366223,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.737121507856581,45.0,0.00022911526963719647,0.00022911526963719647,-0.033133392905195555,0.0010198879443729916,2.3281256781684028,1.0873301071425279,30.0,0.00022911526963719647,0.00022911526963719647,-0.0828336875885725,0.0009969278355129064,0.639927584429582
36,38.22978064016752,34.004587451578836,34.16615924328723,4.44176887812774,0.0,-29.724390365159483,-0.022673125231392532,0.18424491694046666,37.38726260318617,20.555274721075083,16.83198788211109,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.536390376091003,40.0,0.0002273574849765597,0.0002273574849765597,0.194814870133996,0.0010287449054885655,2.598516282439232,1.133101997151971,30.0,0.00022735748497655967,0.00022735748497655967,-0.11999082590142886,0.001004903103845815,0.6783999547362327
37,5.914899804014858,5.634860955796938,-7.699338856597493,-5.665010042844145,0.0,2.0343288137533535,-13.397396062397135,0.06319624999999642,0.7156303094464391,-5.291869690552856,6.007499999999254,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.163817382627918,31.0,0.0002256131861342975,0.0002256131861342975,0.12364372812331684,0.0010339396089435586,2.819406593999555,1.2282368135948976,30.0,0.0002256131861342975,0.0002256131861342975,-0.16357241198420525,0.0010146223707124592,0.7699358016252518
38,3.440007905890554,2.0840072212828886,-2.373316497453583,8.22961739388761,0.0,10.602933891341191,-4.588410941236532,0.13108722249998872,0.7128121481034526,-11.64474424196455,12.357556390068012,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.014536586674777,44.0,0.00022388226964648665,0.00022388226964648665,0.17538109315897932,0.0010405937050977213,2.99436109716242,0.9963923009733359,30.0,0.00022388226964648665,0.00022388226964648665,-0.1967614601055781,0.001024420113147547,0.6957478707035383
39,-15.690975817311905,-15.694622369520982,-17.295786774386176,21.79905514997063,0.0,39.09484192435681,-1.6091420048642249,0.007977600000000681,0.2609273095902154,-0.6038668900575045,0.8647941996477057,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.807829492970517,38.0,0.0002221646328429846,0.0002221646328429846,0.08750703568129163,0.0010480170266849822,3.3954044988280847,1.045785377919674,30.0,0.0002221646328429846,0.0002221646328429846,-0.20267030447721482,0.0010338641509103279,0.8616348579525948
40,41.15584154772136,38.91012638355562,39.06314553355774,-9.529515182239287,0.0,-48.59266071579702,0.0,0.15301914999999763,0.13928959252909578,-14.985710407470648,15.124999999999751,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.944023213888469,38.0,0.0002204601738413398,0.0002204601738413398,0.15512576995809613,0.0010553818091897196,3.7424977045310173,1.1110100174943607,30.0,0.0002204601738413398,0.0002204601738413398,-0.21920535912116368,0.001043063603962461,1.123550572991371
41,10.205241537494658,10.151048147790044,7.994114133098555,-2.242594593931453,0.0,-10.236708727030011,-2.3793800623834045,0.22244604769461007,0.7750429071327432,-2.3279473727860007,3.102990279918741,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,6.86523815859919,46.0,0.00021876879154074825,0.00021876879154074825,0.12398076259895512,0.0010645593410236356,3.220097171223682,0.9677378406127294,30.0,0.00021876879154074825,0.00021876879154074825,-0.23996291557947794,0.001052213409760346,0.9287897855043411
42,3.4830593925180438,3.309309721834275,2.4415011636101176,1.6923694728578673,0.0,-0.7491316907522502,-1.10833785828045,0.2405293000579397,25.848329049918277,4.168329049916391,21.680000000001883,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,7.533404509226481,36.0,0.00021709038561605672,0.00021709038561605672,0.15526102343574166,0.0010730398514877176,3.735814412434896,0.7300448628763357,30.0,0.00021709038561605672,0.00021709038561605672,-0.2923861379424731,0.0010607283872862657,0.7717587103446325
43,-28.005439279673737,-34.02108848253905,-35.70675160671831,2.8642761915898243,0.0,38.57102779830814,-1.9105290068881828,0.22486588270891836,30.259320427575688,24.526820427575423,5.7325000000002575,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,7.3893272625772575,38.0,0.00021542485651181197,0.00021542485651181197,0.2896438648826198,0.0010800531477128204,3.544922860045182,0.9286778053889672,30.0,0.00021542485651181197,0.00021542485651181197,-0.2773062671224276,0.0010691050284852585,0.9875073750813802
44,-24.736926074045186,-28.41835482567405,-34.039641005827946,-0.1916661442186088,0.0,33.84797486160933,-5.859164357076004,0.2378781769205411,36.94454967322843,19.187049673227154,17.757500000001276,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.150960261171514,44.0,0.00021377210543635568,0.00021377210543635568,0.08310249602337452,0.001087179931346327,3.433760767633265,0.9577635330458482,30.0,0.00021377210543635568,0.00021377210543635568,-0.3004199321071307,0.0010775934167516728,1.1197021171450614
45,17.943498203289593,16.746067895229277,16.86481119523171,-0.7976938864791152,0.0,-17.662505081710837,0.0,0.11874329999999325,0.27728412111305545,-10.942715878886352,11.219999999999374,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.027092244174029,37.0,0.00021213203435596428,0.00021213203435596428,0.200893072612785,0.0010944914947440092,3.8378080000748507,0.6991999022662639,30.0,0.00021213203435596425,0.00021213203435596425,-0.3515347103277842,0.001086089542756478,1.1651875644922256
46,-16.064125016576668,-18.039592437204185,-18.043483817667816,9.628910851054695,0.0,27.672394668722518,-0.03315325546300585,0.029261875000000454,16.332632232133278,14.055132232133271,2.2775000000000176,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,5.809041631849189,38.0,0.00021050454598903415,0.00021050454598903415,0.198734699723948,0.001101733733728332,3.1434733365711414,0.8726270407438278,30.0,0.00021050454598903415,0.00021050454598903415,-0.3544500465194384,0.0010946807684376835,1.0806944757699966
47,19.49213006789978,15.067563428795545,15.06083311033781,-1.1720066008281713,0.0,-16.232839711165994,-0.21221274393553813,0.20548242548090978,0.45714480697202475,-21.03465388140303,21.49179868837507,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.132038348760361,39.0,0.0002088895438003116,0.0002088895438003116,0.13911997402707735,0.0011089590127364947,4.085363871011978,0.9193929637471835,30.0,0.0002088895438003116,0.0002088895438003116,-0.3610216826200485,0.0011032467591576278,1.4022192935148874
48,-20.78352954004731,-26.562047991188376,-34.628278220934064,-7.909345419760929,0.0,26.718932801173136,-8.25774432372937,0.19151409398768351,0.27895085255447327,-24.038549147444535,24.31749999999899,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,6.702767503888984,38.0,0.0002072869319951664,0.0002072869319951664,0.1373906023800373,0.0011165182038798537,3.9425402942456698,0.8927322329332431,30.0,0.0002072869319951664,0.0002072869319951664,-0.38617116312185923,0.0011113176316333315,1.2716030647357306
49,-40.15065304834752,-43.200808577037165,-46.37066235841099,-11.365298656306754,0.0,35.00536370210422,-3.362364036372057,0.19251025499625396,0.2703055317619345,-17.46469446823975,17.73500000000168,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680453168021308,45.0,0.00020569661551390992,0.00020569661551390992,0.16484210056563217,0.0011236748244199488,4.104207248157925,0.7655189044773578,30.0,0.0002056966155139099,0.0002056966155139099,-0.3753189588586489,0.0011189804218399027,1.1291652550299962
50,12.146818724142577,11.742322707866546,7.238632483453833,12.52007920983523,0.0,5.281446726381397,-4.738337625637996,0.2346474012237029,18.099999872043753,-6.360000127956223,24.459999999999933,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,5.7239426953451975,35.0,0.0002041185000261565,0.0002041185000261565,0.19495504642171518,0.001130703673698008,4.280335712432861,0.829042728493611,30.0,0.0002041185000261565,0.0002041185000261565,-0.38425505757331846,0.001126457673187057,1.3747532228628794
51,-51.94597116854675,-51.98906971180637,-58.678270522153674,0.7221458080152057,0.0,59.40041633016892,-6.833803816102048,0.14460300575651872,12.578981135450519,-2.076018864548807,14.654999999999333,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,6.31101581843003,46.0,0.0002025524919252285,0.0002025524919252285,0.13818787989894982,0.0011370938256099496,3.6287622011226155,0.8004609733819962,30.0,0.0002025524919252285,0.0002025524919252285,-0.40820290793975195,0.001133648034495612,1.372790946563085
52,6.865662908603554,6.04888731814217,5.420229052252837,7.4222165450990385,0.0,2.0019874928462023,-0.8324640370059058,0.20380577111745998,7.357036396509713,-9.037563778261173,16.394600174770876,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,6.310199332791705,43.0,0.00020099849832260343,0.00020099849832260343,0.23801827699292538,0.0011442209875514341,4.145199185193971,0.8302095895012219,30.0,0.0002009984983226034,0.0002009984983226034,-0.4317463239034017,0.0011404662354228398,1.3607582946618397
