step,phase,q_abs_max,loss,learning_rate,grad_norm,td_abs_mean,td_abs_max
1250,auction,27.104955673217773,0.21269047260284424,5.6403296533574376e-05,4.014741897583008,0.21467652916908264,3.3899574279785156
1500,clob,13.30049991607666,2.027031660079956,5.6403296533574376e-05,50.890323638916016,0.9153817892074585,8.354287147521973
1500,clob,14.85205078125,1.5533027648925781,5.6403296533574376e-05,63.185543060302734,0.8518975377082825,6.649435043334961
1500,clob,13.492986679077148,1.712422490119934,5.6403296533574376e-05,37.596099853515625,0.9086187481880188,6.139917850494385
1500,auction,27.82239532470703,0.3135066032409668,5.6403296533574376e-05,6.092809200286865,0.2320423424243927,3.6306018829345703
1750,clob,13.599370956420898,1.3627303838729858,5.6403296533574376e-05,38.28080749511719,0.7671510577201843,4.958247661590576
1750,clob,18.595422744750977,3.2654051780700684,5.6403296533574376e-05,68.00701904296875,1.0048142671585083,10.651321411132812
1750,clob,12.197772026062012,1.3613107204437256,5.6403296533574376e-05,39.55377960205078,0.816502571105957,6.556119918823242
1750,auction,28.87396240234375,0.1572277992963791,5.6403296533574376e-05,5.158934593200684,0.1773029863834381,3.157581329345703
2000,clob,14.542621612548828,1.5102810859680176,5.6403296533574376e-05,48.81782531738281,0.7749128937721252,5.949224948883057
2000,clob,14.831616401672363,1.3880947828292847,5.6403296533574376e-05,43.61575698852539,0.8314351439476013,3.895216941833496
2000,clob,17.980098724365234,1.5520598888397217,5.6403296533574376e-05,44.30899429321289,0.8665385246276855,5.767960548400879
2000,auction,26.88968276977539,0.21426598727703094,5.6403296533574376e-05,8.246899604797363,0.2027597278356552,4.051530838012695
2250,clob,13.225472450256348,1.5998249053955078,5.6403296533574376e-05,53.89030456542969,0.8993825912475586,5.597540855407715
2250,clob,13.423418998718262,4.202853202819824,5.6403296533574376e-05,139.37527465820312,1.0679690837860107,13.976011276245117
2250,clob,20.101181030273438,2.0464062690734863,5.6403296533574376e-05,70.3167495727539,0.8888058662414551,8.965156555175781
2250,auction,15.41844654083252,0.0543893463909626,5.6403296533574376e-05,4.729665756225586,0.15672364830970764,1.0254031419754028
2500,clob,15.484267234802246,0.824447751045227,5.6403296533574376e-05,31.511369705200195,0.6862435340881348,2.971733570098877
2500,clob,15.555181503295898,1.4527908563613892,5.6403296533574376e-05,43.92402648925781,0.8432540893554688,3.575033187866211
2500,clob,15.68393611907959,1.215781569480896,5.6403296533574376e-05,55.870697021484375,0.8147991895675659,3.7255859375
2500,auction,13.3627290725708,1.1088520288467407,5.6403296533574376e-05,64.88275146484375,0.2670329809188843,10.945077896118164
2750,clob,14.932544708251953,1.315659761428833,5.6403296533574376e-05,63.62621307373047,0.7974249124526978,3.8352108001708984
2750,clob,16.245084762573242,1.2833333015441895,5.6403296533574376e-05,44.40458297729492,0.8329870700836182,5.136269569396973
2750,clob,21.350080490112305,2.094130754470825,5.6403296533574376e-05,121.22258758544922,0.9420852661132812,7.4598164558410645
2750,auction,21.2944393157959,0.042423464357852936,5.6403296533574376e-05,4.428225994110107,0.14391817152500153,0.8248074054718018
3000,clob,18.006717681884766,1.935128092765808,5.6403296533574376e-05,90.98727416992188,0.9024573564529419,7.492652893066406
3000,clob,16.488771438598633,1.6337783336639404,5.6403296533574376e-05,51.93010330200195,0.8757469654083252,4.754013538360596
3000,clob,14.642424583435059,1.0380122661590576,5.6403296533574376e-05,57.449981689453125,0.7425695657730103,3.691128730773926
3000,auction,32.29536056518555,0.13640904426574707,5.6403296533574376e-05,3.920271158218384,0.1891864538192749,3.1601943969726562
3250,clob,15.115203857421875,1.134798526763916,5.6403296533574376e-05,40.75780487060547,0.7793546915054321,4.513493537902832
3250,clob,22.606103897094727,2.2838010787963867,5.6403296533574376e-05,79.0392074584961,1.0150821208953857,7.488554000854492
3250,clob,16.74543571472168,1.1565496921539307,5.6403296533574376e-05,44.61818313598633,0.7808529138565063,3.7297897338867188
3250,auction,33.40962219238281,0.18571649491786957,5.6403296533574376e-05,4.495495796203613,0.1851237416267395,2.930795669555664
3500,clob,24.455034255981445,1.1518253087997437,5.6403296533574376e-05,62.306556701660156,0.8081586360931396,3.757638931274414
3500,clob,21.60549545288086,1.638213872909546,5.6403296533574376e-05,106.34405517578125,0.8966957926750183,5.333723068237305
3500,clob,20.56452178955078,1.9113833904266357,5.6403296533574376e-05,139.08624267578125,0.9366989731788635,5.6270856857299805
3500,auction,34.06883239746094,0.2308947890996933,5.6403296533574376e-05,7.818993091583252,0.23319941759109497,3.013956069946289
3750,clob,14.891627311706543,1.1253743171691895,5.6403296533574376e-05,44.85713577270508,0.7625472545623779,3.891664505004883
3750,clob,16.986425399780273,1.476020336151123,5.6403296533574376e-05,81.56072998046875,0.8958784937858582,4.695313930511475
3750,clob,15.013683319091797,0.8768978118896484,5.6403296533574376e-05,41.50027084350586,0.7075652480125427,3.0386667251586914
3750,auction,33.37568664550781,0.5782482028007507,5.6403296533574376e-05,77.6997299194336,0.2860395014286041,4.643806457519531
4000,clob,21.005393981933594,1.4426349401474,5.6403296533574376e-05,62.06388854980469,0.8260399103164673,6.834070205688477
4000,clob,23.067659378051758,1.7569494247436523,5.6403296533574376e-05,61.55437088012695,0.9007713198661804,4.998636245727539
4000,clob,23.537479400634766,1.0741089582443237,5.6403296533574376e-05,60.89669418334961,0.7296931147575378,4.368989944458008
4000,auction,28.77988624572754,0.062232282012701035,5.6403296533574376e-05,4.397694110870361,0.17228183150291443,0.9045950770378113
4250,clob,20.62986183166504,1.0690966844558716,5.6403296533574376e-05,83.87457275390625,0.7019050121307373,4.952940940856934
4250,clob,19.47044563293457,1.1420828104019165,5.6403296533574376e-05,57.60537338256836,0.7162017822265625,5.623935699462891
4250,clob,22.352628707885742,1.1105217933654785,5.6403296533574376e-05,39.03090286254883,0.7269784212112427,4.190277099609375
4250,auction,18.550941467285156,0.048804935067892075,5.6403296533574376e-05,3.5500097274780273,0.1486111581325531,0.9479160904884338
4500,clob,24.02716064453125,1.1726537942886353,5.6403296533574376e-05,50.593997955322266,0.7854851484298706,4.268909454345703
4500,clob,22.807865142822266,1.226684331893921,5.6403296533574376e-05,47.94530487060547,0.8101066946983337,4.199819087982178
4500,clob,16.293075561523438,1.4049947261810303,5.6403296533574376e-05,75.30859375,0.8295249938964844,4.899567604064941
4500,auction,28.54646110534668,0.052729617804288864,5.6403296533574376e-05,2.940668821334839,0.15122215449810028,1.151731014251709
4750,clob,22.705310821533203,1.5423779487609863,5.6403296533574376e-05,151.6688690185547,0.8662772178649902,5.69108772277832
4750,clob,22.297163009643555,1.1670300960540771,5.6403296533574376e-05,59.341129302978516,0.7903764843940735,3.8251781463623047
4750,clob,17.652332305908203,1.8665446043014526,5.6403296533574376e-05,90.18822479248047,0.9531422853469849,6.649410247802734
4750,auction,36.52493667602539,0.13671889901161194,5.6403296533574376e-05,11.15086555480957,0.18888801336288452,2.3423843383789062
5000,clob,21.647266387939453,1.5076792240142822,5.6403296533574376e-05,64.95923614501953,0.8811545372009277,5.330292701721191
5000,clob,17.229143142700195,1.1627740859985352,5.6403296533574376e-05,53.925079345703125,0.748136043548584,6.368595123291016
5000,clob,17.01746940612793,1.3937773704528809,5.6403296533574376e-05,51.517112731933594,0.8658990263938904,4.43741512298584
5000,auction,34.702796936035156,0.0810994803905487,5.6403296533574376e-05,6.26486873626709,0.170593723654747,1.5167732238769531
5250,clob,24.28801918029785,1.1806628704071045,5.6403296533574376e-05,57.53471374511719,0.8364812731742859,4.176139831542969
5250,clob,24.5736083984375,1.508528709411621,5.6403296533574376e-05,60.193016052246094,0.8553805351257324,4.852119445800781
5250,clob,24.295635223388672,1.2413949966430664,5.6403296533574376e-05,49.119056701660156,0.8007457256317139,3.8137435913085938
5250,auction,21.558277130126953,0.11370193958282471,5.6403296533574376e-05,6.286794662475586,0.1929958015680313,2.3036999702453613
5500,clob,21.51825714111328,1.1744356155395508,5.6403296533574376e-05,70.7125473022461,0.8231303691864014,3.468433380126953
5500,clob,19.81696891784668,0.922989010810852,5.6403296533574376e-05,47.92637252807617,0.7161393165588379,3.3630943298339844
5500,clob,21.92673683166504,1.2995045185089111,5.6403296533574376e-05,58.50184631347656,0.8243394494056702,4.814159393310547
5500,auction,38.20164489746094,0.21251632273197174,5.6403296533574376e-05,7.879936695098877,0.22877126932144165,2.9038124084472656
5750,clob,27.548887252807617,1.5262949466705322,5.6403296533574376e-05,155.2848358154297,0.9549381732940674,3.7198238372802734
5750,clob,30.050676345825195,1.09125554561615,5.6403296533574376e-05,83.20481872558594,0.8127599954605103,4.13242244720459
5750,clob,20.781322479248047,1.4979071617126465,5.6403296533574376e-05,89.69123840332031,0.8548334836959839,4.215054988861084
5750,auction,15.696342468261719,0.0887700617313385,5.6403296533574376e-05,16.567716598510742,0.18367841839790344,1.5146570205688477
6000,clob,26.546615600585938,1.4311473369598389,5.6403296533574376e-05,94.02429962158203,0.847542941570282,6.014491081237793
6000,clob,29.641033172607422,1.2476886510849,5.6403296533574376e-05,74.08753204345703,0.8186115622520447,3.714773178100586
6000,clob,24.34963035583496,1.3012573719024658,5.6403296533574376e-05,62.098716735839844,0.8305898904800415,4.649381637573242
6000,auction,19.644041061401367,0.0835643783211708,5.6403296533574376e-05,20.35724449157715,0.16717320680618286,1.9922728538513184
6250,clob,25.510351181030273,1.0384197235107422,5.6403296533574376e-05,80.83306121826172,0.7947170734405518,3.272062301635742
6250,clob,26.28362464904785,1.281287670135498,5.6403296533574376e-05,82.87516021728516,0.8060528039932251,5.088863372802734
6250,clob,29.850799560546875,1.2426228523254395,5.6403296533574376e-05,101.62300872802734,0.831739068031311,4.098024368286133
6250,auction,21.36148452758789,0.07979056239128113,5.6403296533574376e-05,8.698400497436523,0.19076134264469147,1.746988296508789
6500,clob,31.462860107421875,1.2679299116134644,5.6403296533574376e-05,110.51931762695312,0.7855159044265747,4.645429611206055
6500,clob,21.67978286743164,1.0769891738891602,5.6403296533574376e-05,56.80173873901367,0.7700388431549072,3.887404441833496
6500,clob,23.639389038085938,1.2815566062927246,5.6403296533574376e-05,93.56260681152344,0.799460768699646,4.7311201095581055
6500,auction,38.80393981933594,0.12384127825498581,5.6403296533574376e-05,6.019500732421875,0.18820026516914368,2.7100257873535156
6750,clob,20.43534278869629,1.648887276649475,5.6403296533574376e-05,79.87002563476562,0.8232706785202026,8.34155559539795
6750,clob,24.000015258789062,1.2608643770217896,5.6403296533574376e-05,65.80335235595703,0.8145276308059692,5.534759521484375
6750,clob,26.9223575592041,1.2981791496276855,5.6403296533574376e-05,94.21476745605469,0.8373264670372009,4.170225620269775
6750,auction,13.245453834533691,0.2833653688430786,5.6403296533574376e-05,10.004061698913574,0.2567545771598816,3.4859018325805664
7000,clob,21.66815185546875,1.3524531126022339,5.6403296533574376e-05,81.75341033935547,0.7910801768302917,5.902304649353027
7000,clob,23.93947410583496,1.2720682621002197,5.6403296533574376e-05,66.87934112548828,0.8103248476982117,4.469864845275879
7000,clob,28.26068687438965,1.511465311050415,5.6403296533574376e-05,89.92589569091797,0.8848668932914734,4.274423599243164
7000,auction,11.306127548217773,0.08312860131263733,5.6403296533574376e-05,6.173012733459473,0.1927412450313568,1.3359839916229248
7250,clob,21.678064346313477,1.4509989023208618,5.6403296533574376e-05,85.96212768554688,0.8561186194419861,4.655252456665039
7250,clob,23.42007827758789,0.949724555015564,5.6403296533574376e-05,69.87991333007812,0.7006716132164001,3.492616653442383
7250,clob,27.73951530456543,1.1676602363586426,5.6403296533574376e-05,60.38471603393555,0.7856167554855347,3.5888185501098633
7250,auction,20.46576499938965,0.4486031234264374,5.6403296533574376e-05,77.55687713623047,0.2532487213611603,6.186034679412842
7500,clob,24.368927001953125,1.3538014888763428,5.6403296533574376e-05,111.61615753173828,0.8436275124549866,3.989617347717285
7500,clob,26.996288299560547,1.4544572830200195,5.6403296533574376e-05,93.55200958251953,0.9294084906578064,4.03140926361084
7500,clob,27.23431396484375,0.9888935089111328,5.6403296533574376e-05,60.120216369628906,0.7480305433273315,3.604198455810547
7500,auction,33.15118408203125,1.2992651462554932,5.6403296533574376e-05,139.0353546142578,0.41173604130744934,9.263667106628418
7750,clob,27.09955406188965,1.3759371042251587,5.6403296533574376e-05,104.93533325195312,0.860884428024292,4.167264938354492
7750,clob,26.221670150756836,1.0291608572006226,5.6403296533574376e-05,80.6371078491211,0.7860128879547119,3.846957206726074
7750,clob,29.503782272338867,1.1804418563842773,5.6403296533574376e-05,102.54029083251953,0.7437118291854858,5.506126403808594
7750,auction,35.276527404785156,0.36568793654441833,5.6403296533574376e-05,39.37626647949219,0.21314185857772827,6.039451599121094
8000,clob,21.332212448120117,0.7892129421234131,5.6403296533574376e-05,42.318965911865234,0.6523828506469727,3.853959083557129
8000,clob,29.089656829833984,1.193182110786438,5.6403296533574376e-05,99.21996307373047,0.7937121391296387,4.272559642791748
8000,clob,36.66551971435547,1.058037281036377,5.6403296533574376e-05,94.82190704345703,0.7519882917404175,4.047333717346191
8000,auction,22.69040298461914,0.10868668556213379,5.6403296533574376e-05,11.933074951171875,0.16679538786411285,2.9753432273864746
8250,clob,38.23398208618164,1.6234104633331299,5.6403296533574376e-05,190.0244903564453,0.9215704798698425,5.266471862792969
8250,clob,32.11214828491211,1.3530032634735107,5.6403296533574376e-05,103.27552032470703,0.8578025102615356,3.7271528244018555
8250,clob,25.960010528564453,1.1623883247375488,5.6403296533574376e-05,113.83779907226562,0.8475692272186279,3.1447296142578125
8250,auction,31.1417236328125,0.32763656973838806,5.6403296533574376e-05,22.269750595092773,0.24026568233966827,5.135337829589844
8500,clob,33.53345489501953,1.408811330795288,5.6403296533574376e-05,121.79102325439453,0.7900394797325134,4.885799407958984
8500,clob,30.854406356811523,1.2003862857818604,5.6403296533574376e-05,71.97126007080078,0.8121641874313354,4.744443893432617
8500,clob,22.809608459472656,0.9140611886978149,5.6403296533574376e-05,102.271728515625,0.7255571484565735,3.195037841796875
8500,auction,32.22325897216797,0.5860174894332886,5.6403296533574376e-05,34.58222198486328,0.23047539591789246,8.159505844116211
8750,clob,41.019287109375,1.213268518447876,5.6403296533574376e-05,107.46434020996094,0.814044713973999,3.9148333072662354
8750,clob,29.439016342163086,1.041524887084961,5.6403296533574376e-05,72.32405090332031,0.7731173038482666,3.704953670501709
8750,clob,32.565399169921875,1.358254313468933,5.6403296533574376e-05,85.4267578125,0.84979248046875,3.7797303199768066
8750,auction,14.580289840698242,0.05366916581988335,5.6403296533574376e-05,3.2460663318634033,0.1515611857175827,0.9542236328125
9000,clob,31.29380226135254,1.2407214641571045,5.6403296533574376e-05,132.90135192871094,0.8084033727645874,3.4602177143096924
9000,clob,39.21914291381836,1.3934355974197388,5.6403296533574376e-05,102.41605377197266,0.7762014865875244,6.1327362060546875
9000,clob,30.02448844909668,1.2560728788375854,5.6403296533574376e-05,121.09687805175781,0.8595428466796875,4.335151672363281
9000,auction,24.340131759643555,0.05677732825279236,5.6403296533574376e-05,7.0110249519348145,0.16266348958015442,1.073445439338684
9250,clob,27.864702224731445,1.512402057647705,5.6403296533574376e-05,136.3285675048828,0.9340147376060486,4.817476272583008
9250,clob,29.0216007232666,1.2068536281585693,5.6403296533574376e-05,88.82646942138672,0.7762444615364075,4.738276481628418
9250,clob,31.381139755249023,1.0752671957015991,5.6403296533574376e-05,88.79098510742188,0.7919635772705078,2.948390483856201
9250,auction,41.836917877197266,0.1058814749121666,5.6403296533574376e-05,5.835766792297363,0.2041434794664383,2.4030628204345703
9500,clob,31.64540672302246,1.1720845699310303,5.6403296533574376e-05,78.81889343261719,0.8378809690475464,3.013035774230957
9500,clob,21.565528869628906,1.2907311916351318,5.6403296533574376e-05,99.44017028808594,0.7846478819847107,4.786233901977539
9500,clob,34.1169548034668,1.009403109550476,5.6403296533574376e-05,78.35132598876953,0.7846325039863586,2.8882064819335938
9500,auction,17.947660446166992,0.05102226138114929,5.6403296533574376e-05,3.6826889514923096,0.16947945952415466,0.8369880318641663
9750,clob,27.499778747558594,1.6276530027389526,5.6403296533574376e-05,186.2720489501953,0.9655065536499023,4.147761821746826
9750,clob,29.63861846923828,1.6782265901565552,5.6403296533574376e-05,110.63435363769531,0.8951157927513123,6.446579933166504
9750,clob,27.914264678955078,1.1682698726654053,5.6403296533574376e-05,146.0782012939453,0.7713479995727539,4.583719253540039
9750,auction,25.485435485839844,0.06734663248062134,5.6403296533574376e-05,5.852114200592041,0.16846641898155212,1.140648365020752
10000,clob,26.226377487182617,1.0341904163360596,5.6403296533574376e-05,111.61038970947266,0.7237088084220886,3.4334402084350586
10000,clob,33.09748077392578,1.2992390394210815,5.6403296533574376e-05,180.3447723388672,0.8241946697235107,5.12277889251709
10000,clob,34.010948181152344,1.0927664041519165,5.6403296533574376e-05,112.83197784423828,0.7702155709266663,3.127004623413086
10000,auction,26.66342544555664,0.1309928297996521,5.6403296533574376e-05,7.273963928222656,0.23220917582511902,1.6799373626708984
10250,clob,34.82758712768555,1.3439518213272095,5.6403296533574376e-05,89.33317565917969,0.8572182655334473,5.65479850769043
10250,clob,30.212467193603516,1.0363142490386963,5.6403296533574376e-05,74.43701171875,0.7767089605331421,3.1128902435302734
10250,clob,42.90388488769531,1.4859962463378906,5.6403296533574376e-05,104.77450561523438,0.8149852752685547,5.718076705932617
10250,auction,27.314245223999023,0.10263438522815704,5.6403296533574376e-05,10.25512409210205,0.20385509729385376,1.5753440856933594
10500,clob,49.00064468383789,0.8879020810127258,5.6403296533574376e-05,68.18023681640625,0.6893602013587952,3.3988704681396484
10500,clob,36.76653289794922,1.2473804950714111,5.6403296533574376e-05,129.48031616210938,0.8319076895713806,3.2942237854003906
10500,clob,31.97388458251953,0.9995847344398499,5.6403296533574376e-05,91.90528869628906,0.7716109752655029,3.169820785522461
10500,auction,24.93865203857422,0.06629172712564468,5.6403296533574376e-05,6.677603721618652,0.16984739899635315,1.0008373260498047
10750,clob,22.874935150146484,1.0180668830871582,5.6403296533574376e-05,98.29601287841797,0.7824585437774658,3.2756385803222656
10750,clob,24.86017608642578,1.2540934085845947,5.6403296533574376e-05,145.60208129882812,0.8381032347679138,3.5720653533935547
10750,clob,32.56620788574219,1.2882499694824219,5.6403296533574376e-05,78.59864807128906,0.8674911260604858,2.8546876907348633
10750,auction,45.57943344116211,0.1382654905319214,5.6403296533574376e-05,10.56730842590332,0.20301789045333862,2.7937088012695312
11000,clob,33.97089385986328,1.1353609561920166,5.6403296533574376e-05,79.40978240966797,0.7491397261619568,4.015067100524902
11000,clob,28.347421646118164,1.4494333267211914,5.6403296533574376e-05,138.89720153808594,0.8303378820419312,5.888100624084473
11000,clob,32.518470764160156,1.4797333478927612,5.6403296533574376e-05,88.533935546875,0.8730534911155701,5.035774230957031
11000,auction,25.17237091064453,0.0943724662065506,5.6403296533574376e-05,7.075806617736816,0.1864883303642273,1.8982982635498047
11250,clob,28.166086196899414,1.2238061428070068,5.6403296533574376e-05,105.20543670654297,0.8408188819885254,4.012383460998535
11250,clob,46.937530517578125,0.8270730972290039,5.6403296533574376e-05,52.28047561645508,0.6920454502105713,4.100111961364746
11250,clob,38.53290939331055,1.2831034660339355,5.6403296533574376e-05,177.74172973632812,0.8539762496948242,4.358587265014648
11250,auction,19.18524932861328,0.0585859976708889,5.6403296533574376e-05,4.184549331665039,0.15746554732322693,1.660069465637207
11500,clob,32.000762939453125,0.7800277471542358,5.6403296533574376e-05,79.14481353759766,0.6857593059539795,2.912296772003174
11500,clob,33.53139114379883,1.3462344408035278,5.6403296533574376e-05,90.73433685302734,0.8348097801208496,4.645556449890137
11500,clob,29.99384307861328,1.082515001296997,5.6403296533574376e-05,93.91392517089844,0.8138251304626465,3.90655517578125
11500,auction,27.439924240112305,0.0991174578666687,5.6403296533574376e-05,7.1062703132629395,0.2031376212835312,1.0900349617004395
11750,clob,38.176177978515625,1.1012742519378662,5.6403296533574376e-05,70.33277130126953,0.8060493469238281,2.5800342559814453
11750,clob,27.16921615600586,0.7755547761917114,5.6403296533574376e-05,102.15595245361328,0.6763520240783691,2.922405242919922
11750,clob,22.220844268798828,0.8769651651382446,5.6403296533574376e-05,62.3062858581543,0.7316638231277466,3.7197725772857666
11750,auction,27.502296447753906,0.0532328300178051,5.6403296533574376e-05,4.967199802398682,0.16897782683372498,0.8580770492553711
12000,clob,48.41034698486328,1.075099229812622,5.6403296533574376e-05,77.18119812011719,0.768453061580658,4.619204044342041
12000,clob,40.46587371826172,1.2190704345703125,5.6403296533574376e-05,87.49030303955078,0.7684979438781738,3.9748783111572266
12000,clob,45.471397399902344,1.2929861545562744,5.6403296533574376e-05,167.75833129882812,0.812563419342041,4.699644088745117
12000,auction,17.888439178466797,0.074912890791893,5.6403296533574376e-05,4.6535844802856445,0.18918751180171967,1.063784122467041
12250,clob,36.34073257446289,0.7314062118530273,5.6403296533574376e-05,94.42561340332031,0.6665133237838745,3.1846923828125
12250,clob,31.773937225341797,1.8470407724380493,5.6403296533574376e-05,240.79408264160156,0.9095751047134399,7.035525321960449
12250,clob,31.031526565551758,1.2514084577560425,5.6403296533574376e-05,115.55791473388672,0.8157293796539307,4.190380096435547
12250,auction,51.319053649902344,0.5931867361068726,5.6403296533574376e-05,30.205753326416016,0.3335157632827759,3.9524424076080322
12500,clob,29.9466609954834,1.2122544050216675,5.6403296533574376e-05,110.44071960449219,0.7936855554580688,4.465883255004883
12500,clob,36.137813568115234,1.0841337442398071,5.6403296533574376e-05,97.30656433105469,0.7972663640975952,3.61940860748291
12500,clob,29.822364807128906,1.1279141902923584,5.6403296533574376e-05,93.23248291015625,0.7809839248657227,3.1190898418426514
12500,auction,24.81553077697754,0.058311011642217636,5.6403296533574376e-05,11.421191215515137,0.1826332062482834,0.9045925140380859
12750,clob,31.109315872192383,1.4627935886383057,5.6403296533574376e-05,142.3341064453125,0.8769431710243225,3.9333338737487793
12750,clob,30.479394912719727,1.1036098003387451,5.6403296533574376e-05,124.16214752197266,0.6987583041191101,4.822938442230225
12750,clob,35.944480895996094,1.2337723970413208,5.6403296533574376e-05,94.98177337646484,0.8073173761367798,3.687040328979492
12750,auction,23.114057540893555,0.12773464620113373,5.6403296533574376e-05,12.83663558959961,0.1993992179632187,2.663057565689087
13000,clob,36.1901969909668,1.1004583835601807,5.6403296533574376e-05,80.15227508544922,0.7751568555831909,3.611271858215332
13000,clob,40.719642639160156,1.1282004117965698,5.6403296533574376e-05,86.41934967041016,0.7687458395957947,5.33363151550293
13000,clob,34.12355422973633,1.342883825302124,5.6403296533574376e-05,75.96015930175781,0.8326157927513123,4.978814601898193
13000,auction,44.8043212890625,0.38108164072036743,5.6403296533574376e-05,34.37808609008789,0.3171623945236206,4.430328369140625
13250,clob,37.20487594604492,1.4102014303207397,5.6403296533574376e-05,149.64610290527344,0.8687353134155273,6.1149444580078125
13250,clob,36.568180084228516,0.9842082262039185,5.6403296533574376e-05,104.99451446533203,0.7111388444900513,4.798276901245117
13250,clob,26.13046646118164,1.4676904678344727,5.6403296533574376e-05,116.4249267578125,0.8303871750831604,6.494350433349609
13250,auction,26.360389709472656,0.24303166568279266,5.6403296533574376e-05,12.130470275878906,0.24414166808128357,3.6959402561187744
13500,clob,29.154804229736328,1.1220645904541016,5.6403296533574376e-05,103.45585632324219,0.8052706718444824,3.4924163818359375
13500,clob,30.967805862426758,1.0092322826385498,5.6403296533574376e-05,134.7694854736328,0.7839627265930176,3.3534374237060547
13500,clob,32.49171829223633,0.9689328670501709,5.6403296533574376e-05,106.96070861816406,0.7126427292823792,4.279144287109375
13500,auction,25.09808349609375,0.09466453641653061,5.6403296533574376e-05,11.037115097045898,0.2254941761493683,1.0906562805175781
13750,clob,34.09252166748047,1.4154962301254272,5.6403296533574376e-05,143.3518829345703,0.9271202683448792,3.276264190673828
13750,clob,45.877899169921875,0.9191645979881287,5.6403296533574376e-05,97.9548568725586,0.7371673583984375,2.9699182510375977
13750,clob,39.725738525390625,0.8336217403411865,5.6403296533574376e-05,97.13499450683594,0.6966876983642578,4.272021293640137
13750,auction,41.258888244628906,0.2254258543252945,5.6403296533574376e-05,25.967514038085938,0.25322267413139343,3.2751312255859375
14000,clob,36.2468376159668,0.9273607730865479,5.6403296533574376e-05,85.3301773071289,0.7116575837135315,3.2839670181274414
14000,clob,57.65552520751953,1.924126386642456,5.6403296533574376e-05,245.74937438964844,0.9978756308555603,6.437535285949707
14000,clob,42.841365814208984,0.9414147138595581,5.6403296533574376e-05,89.52418518066406,0.7275955080986023,3.0741443634033203
14000,auction,39.15472412109375,0.2327486276626587,5.6403296533574376e-05,29.118257522583008,0.24728435277938843,4.20916748046875
14250,clob,36.355064392089844,1.5368551015853882,5.6403296533574376e-05,104.47334289550781,0.8047244548797607,7.384692668914795
14250,clob,31.79555320739746,1.356571078300476,5.6403296533574376e-05,102.5499038696289,0.8375793695449829,5.339661598205566
14250,clob,37.71487045288086,1.0696730613708496,5.6403296533574376e-05,199.83453369140625,0.7823924422264099,3.508315086364746
