episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
10,28.275876076229906,27.911755448578557,27.91176986901927,14.537072916964533,0.0,-13.37469695205474,0.0,1.4420441003710555e-05,11.171740860716227,6.034240860716032,5.137500000000177,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
11,36.64574960701924,13.609818490246965,13.484355826455381,4.51836236457751,0.0,-8.965993461877881,-0.13087184379043038,0.005409179999999885,48.53574858565326,47.99576139282747,0.5399871928257992,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
12,27.322041680596158,27.30052593514265,27.292824320077518,-1.0084418500187302,0.0,-28.30126617009624,-0.007701615065570877,0.0,1.4668246471035502,1.466824647103572,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
13,10.738142987645915,10.702910978036813,2.876006784679521,-6.96275553775313,0.0,-9.838762322432652,-7.826811540950871,-9.265240735123088e-05,0.5079808309691884,-1.8770191690310742,2.385000000000261,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
14,44.63584877881658,-8.890295210456344,-9.048733664328807,-54.04848687128668,0.0,-44.999753206957855,0.0,-0.15843845387682604,54.13980609766926,73.16156367196707,-19.021757574297848,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
15,17.450276782559232,-1.6534630851430627,-1.6494574851451524,-13.135867066892342,0.0,-11.48640958174719,0.0,0.004005599999999915,44.05782523496482,43.707825234964844,0.3499999999999659,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
16,-6.665520560081859,-6.667441255830329,-16.115487388594744,5.700455702830823,0.0,21.815943091425563,-9.448046132765427,0.0,0.43825742988217087,0.4382574298821691,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
17,-34.81949729422195,-34.820021731374084,-47.06427137132229,-28.63025158478509,0.0,18.434019786537206,-12.247248001269668,0.002998361320082652,0.231505928337441,0.2290059283374002,0.0025000000000687805,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
18,-3.568486039135678,-3.7260333136018255,-10.678889064508304,23.110753839006527,4.440892098500626e-16,33.789642903514824,-6.942097432280576,-0.010758318624661197,0.2500569086454192,-3.969222524199765,4.2192794328451875,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
19,41.30142884668879,41.30087771909425,40.966328404402894,9.680562400250766,0.0,-31.28576600415212,-0.3358502246916828,0.0013009100000002036,0.2997610688636314,0.23476106886362924,0.06499999999998707,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
20,-140.0,-240.0,-240.0,-177.16697874944893,0.0,62.83302125055106,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
21,16.411359625206387,-64.92978757845955,-64.86668736050353,-75.50962276864865,0.0,-10.642935408145132,0.0,0.06310021795605403,100.0,90.18932708678224,9.81067291321776,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
22,12.34650000000147,-92.32686099999955,-92.34470722929544,-91.0694156419659,0.0,1.275291587329526,0.0,-0.017846229295879864,100.0,102.3100000000005,-2.3100000000004997,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
23,22.565,-77.435,-77.4347254675,-52.76041203125543,0.0,24.674313436244596,0.0,0.0002745324999997503,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
24,12.278148926898211,12.275297531262805,10.751382424523541,-1.981495074810138,0.0,-12.732877499333677,-1.523915106739878,0.0,0.5339846098351302,0.5339846098350947,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
25,7.681072885965477,7.061276048018848,6.656104537387958,7.692564922490653,0.0,1.0364603851026941,-0.4892439072630168,0.08407239663286432,0.13354880889184528,-7.87271768798189,8.006266496873723,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
26,52.19576376250552,18.88490492694384,18.711581181202035,-14.971107794777582,0.0,-33.6826889759796,0.0,-0.17332374574351445,49.55056015110818,57.71556015110802,-8.164999999999846,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
27,-1.5500083473639825,-3.773358077382364,-3.9282947495485097,8.676803303301236,0.0,12.605098052849739,-0.15773247216814568,0.0027958000000002955,15.190901146538366,14.910901146538333,0.28000000000002956,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
28,0.41619267458190734,0.40861324312320896,-4.791993990189578,-0.36757287859081794,0.0,4.424421111598761,-5.200607233312008,0.0,0.8705993027046333,0.8705993027046599,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
29,25.621748532839774,25.339948505592833,25.5024181119384,9.466704991389957,0.0,-16.03571312054845,0.0,0.16246960634650148,8.131515967371584,-5.308484032630616,13.440000000002186,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
30,27.61805045413348,27.246161063332565,25.972708541593917,3.1009680712326975,2.220446049250313e-16,-22.871740470361203,-1.2606348119768,-0.012817709761686589,0.7550999471933437,-6.098273450747486,6.853373397940819,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
31,27.41034594316625,27.40315767332255,27.18441868611306,8.895926897838617,0.0,-18.28849178827445,-0.21873898720751583,0.0,0.8478366495793637,0.8478366495793532,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,1.2083902884973505,1.2030684101977358,-0.8963000003098891,2.244473179918325,-8.881784197001252e-16,3.1407731802282135,-2.102743520505941,0.0033751099999999507,0.9787438082592672,0.7295120492229523,0.2492317590363291,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,21.379919330279034,48.0,0.00023447058520450828,0.00023447058520450828,4.760996018846829,0.39299049725135166,0.5643536552786828,30.0,0.00023447058520450825,0.00023447058520450825,0.7061463356018066,0.1615171104669571
33,12.597008939439547,12.585060885129302,11.371159733753904,15.956434614733062,0.0,4.5852748809791715,-1.2399249374593921,0.026023786082977306,0.5369284419465288,-1.093071558053031,1.6299999999995372,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19.363869062284145,41.0,0.00023267171427506018,0.00023267171427506018,4.766967596077338,0.2541271533817053,0.5749124904473623,30.0,0.00023267171427506018,0.00023267171427506018,0.7584526677926381,0.12582287788391114
34,-21.438487847699434,-46.53823073090891,-46.80607554924181,-24.782081356254885,0.0,22.02399419298693,-0.27932284833215704,0.0114780300000002,50.89714359474974,50.09964359474972,0.7975000000000243,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.23152961730957,45.0,0.00023088664438004888,0.00023088664438004888,5.181408702002631,-0.05254488171118757,0.4874934650957584,30.0,0.00023088664438004886,0.00023088664438004886,0.6102242449919383,0.08339596800506115
35,33.761286706108876,22.09816455118247,22.108785051183396,-6.525112134017164,0.0,-28.633897185200553,0.0,0.010620499999999417,35.60854891957595,34.15131352514337,1.4572353944325809,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,16.286902472030285,43.0,0.00022911526963719647,0.00022911526963719647,5.103960563970166,-0.11220900634569782,0.3597636379301548,30.0,0.00022911526963719647,0.00022911526963719647,0.5918818230430285,0.06012546842296918
36,18.458714571904682,18.15395648266871,18.05786514036046,3.9135942668460615,-2.220446049250313e-16,-14.144270873514397,-0.09609134230674954,0.0,5.520489916990783,5.520489916990798,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,17.782602932718063,36.0,0.00022735748497655967,0.00022735748497655967,5.208882176213795,-0.052422095736902624,0.4662316933274269,30.0,0.00022735748497655967,0.00022735748497655967,0.6722446769475937,0.04962529704595606
37,17.938796903592447,17.93878380634244,17.592356894932518,10.345672045065307,0.0,-7.246684849867204,-0.35190440890983155,0.00547749749999971,0.4361901229711549,0.03619012297120605,0.3999999999999453,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.048748341473665,44.0,0.0002256131861342975,0.0002256131861342975,5.321177561174739,-0.014311408454721624,0.37841201201081276,30.0,0.0002256131861342975,0.0002256131861342975,0.6058217952648799,0.04969400521367788
38,-16.942152855421504,-20.405752880242044,-25.3383838160508,10.509090232126601,0.0,35.847474048177396,-4.9326309358103515,-5.421010862427522e-20,18.610749648578235,18.610749648578214,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,17.049024826771504,37.0,0.00022388226964648668,0.00022388226964648668,5.062112779230685,-0.02568031523964907,0.34734407216310503,30.0,0.00022388226964648665,0.00022388226964648665,0.7026486386855443,0.05313624131182829
39,24.51483675514646,24.46456779335802,24.470286219640393,8.928333982838502,0.0,-15.541952236801894,0.0,0.005718426279941527,2.7945740796958347,2.2420740796958176,0.5525000000000126,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,15.805186969477957,41.0,0.00022216463284298457,0.00022216463284298457,5.946403602274453,0.022153334319591524,0.38900768508513767,30.0,0.0002221646328429846,0.0002221646328429846,0.7137454022963842,0.043771119446804126
40,20.640212338890706,20.62612782771391,16.21156592707069,2.6083584830031956,-1.7763568394002505e-15,-13.603207444067497,-4.427195212119912,0.012633311474524383,0.39693462826306813,-1.186781832385237,1.5837164606482765,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,15.673673640357123,45.0,0.0002204601738413398,0.0002204601738413398,4.808251931932237,-0.03188066654231237,0.3089210088054339,30.0,0.0002204601738413398,0.0002204601738413398,0.6079924841721852,0.015266343330343565
41,18.907438217518575,18.901429501513093,16.1530842736862,20.16255557308502,0.0,4.009471299398829,-2.7555193878272206,0.007174160000000439,1.2151590808008876,0.7751590808008606,0.44000000000004746,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,13.570473526799402,43.0,0.00021876879154074825,0.00021876879154074825,5.173461869705555,-0.06852221941309315,0.3853508805235227,30.0,0.00021876879154074825,0.00021876879154074825,0.7475443045298259,0.02927797914793094
42,23.57220787359438,23.51047966879198,20.769974030475087,9.520061802436597,0.0,-11.249912228038482,-2.8383181649540745,0.09781252663698897,14.536206860437503,2.4845161461016723,12.051690714335823,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,14.465469093883739,34.0,0.00021709038561605672,0.00021709038561605672,5.970460477997275,-0.004773821846088942,0.3129123008499543,30.0,0.00021709038561605672,0.00021709038561605672,0.5635759770870209,0.031630906369537116
43,25.21515633014882,19.515866981686244,16.42778453468754,0.2001411816377423,0.0,-16.227643353049796,-3.088834846998182,0.0007524000000000645,23.940684430365764,23.873184430365743,0.06750000000000256,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,12.953172151432481,43.0,0.00021542485651181197,0.00021542485651181197,5.520470208899919,-0.1134637504054064,0.34793886517484984,30.0,0.00021542485651181197,0.00021542485651181197,0.6774795800447464,0.01398318608601888
44,-8.178779910766025,-31.85914980227763,-31.742278549354673,-0.5562470835291581,0.0,31.186031465825515,-0.059985304318757926,0.17685655724197114,73.1874803020883,48.662480302088596,24.524999999999704,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,14.664423241334802,34.0,0.00021377210543635568,0.00021377210543635568,6.428784188102274,-0.15793934530195067,0.3564114068945249,30.0,0.00021377210543635568,0.00021377210543635568,0.6921748250722886,-0.044387246513118345
45,-43.19289282552435,-73.94496543662237,-74.62903120846059,-30.28985356257699,0.0,44.339177645883595,-0.6902888968396539,0.006223124999999648,56.132266081127035,55.45455131104932,0.6777147700777052,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,15.868575225005278,37.0,0.00021213203435596428,0.00021213203435596428,5.999764139587815,-0.16878048847946855,0.4769516517718633,30.0,0.00021213203435596425,0.00021213203435596425,0.8189516355593999,-0.04900643384704987
46,-22.201312403427846,-47.074316148253786,-52.71630771175815,-17.268084176192303,0.0,35.44822353556586,-5.641991563501932,1.8973538018496328e-19,49.87284205339207,49.872842053392084,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,15.315040061348363,38.0,0.00021050454598903415,0.00021050454598903415,6.417358542743482,-0.1904918769080388,0.3988700047135353,30.0,0.00021050454598903415,0.00021050454598903415,0.7519091963768005,-0.0604191243648529
47,-21.86904134357479,-54.645158854865116,-54.90368924669,-42.193566497188776,0.0,12.710122749501204,-0.26527364182604174,0.006743250000000576,57.91748444485686,57.250430139249026,0.6670543056078299,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,16.02217977802928,41.0,0.0002088895438003116,0.0002088895438003116,6.510743408668332,-0.14279704523228465,0.5438733597596487,30.0,0.0002088895438003116,0.0002088895438003116,0.8270883788665135,-0.05527708263446887
48,37.555511692577056,36.429572372182506,36.54825183735332,4.4797339432780605,0.0,-32.06851789407524,-0.10761351327971624,0.22629297844985713,13.09511814641084,-10.611028792697478,23.706146939108304,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,15.863344493665194,38.0,0.0002072869319951664,0.0002072869319951664,6.91315906298788,-0.13659840871236825,0.4226572240392367,30.0,0.0002072869319951664,0.0002072869319951664,0.7550389558076859,-0.08115692778180043
49,6.005235293125224,-10.82335324095968,-10.600385219086123,-8.902819346492862,0.0,1.6975658725932552,0.0,0.22296802187253084,69.08802691297936,41.022662680626794,28.06536423235256,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.266241085238573,41.0,0.00020569661551390986,0.00020569661551390986,6.8869053154456905,-0.04882245343178511,0.4448541502157847,30.0,0.0002056966155139099,0.0002056966155139099,0.7533346990744273,-0.06972668468952178
50,54.31479478584221,52.629083274967854,52.650392764967386,10.921930228309737,0.0,-41.72846253665765,0.0,0.021309489999998835,14.956655690940053,12.983495333978267,1.9731603569617864,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,14.57764614952935,45.0,0.00020411850002615653,0.00020411850002615653,6.808142715030247,-0.006543269461911657,0.4150707627336184,30.0,0.0002041185000261565,0.0002041185000261565,0.8191176215807597,-0.11062495112419128
51,-3.2335112311993144,-23.57865871604218,-23.766081847645655,-4.1507740696050845,0.0,19.615307778040567,-0.19350312910204082,0.0060799975000000875,45.51059553408294,45.10559553408298,0.40499999999997627,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,17.134849798111688,42.0,0.0002025524919252285,0.0002025524919252285,8.373060754367284,-0.0988781392751705,0.48773125459750494,30.0,0.0002025524919252285,0.0002025524919252285,0.8566251387198766,-0.1169366846481959
52,-32.15542088451949,-63.00677816104728,-64.72758852129851,-32.691077227393016,0.0,32.03651129390552,-1.7288976352508172,0.008087274999999965,56.47649812448482,55.543998124484865,0.9324999999999548,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,15.258833785389745,43.0,0.00020099849832260343,0.00020099849832260343,7.1666370491648825,-0.05695765092968941,0.4186922391255697,30.0,0.0002009984983226034,0.0002009984983226034,0.8459983328978221,-0.13867870618899664
53,48.30942712779506,43.484921345265434,43.60831916199146,2.3784401102299566,0.0,-41.229879051761536,-0.05611178421541041,0.17950960094014579,0.3901223572995036,-21.964757641571246,22.354879998870725,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,15.926096337182182,42.0,0.00019945642704240473,0.00019945642704240473,7.353970152991159,-0.05551662961287158,0.4551784654458364,30.0,0.00019945642704240473,0.00019945642704240473,0.7909630437692007,-0.14424190695087116
