episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
54,5.8958462791160855,-3.5827468191116747,-3.3557582603993694,-5.395299041224195,0.0,-2.039540780824819,0.0,0.22698855871434417,40.192323849639905,30.787323849642664,9.404999999997248,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,15.441709338294135,45.0,0.00019792618661593412,0.00019792618661593412,7.3230632781982425,-0.1206709037170462,0.42541758020718895,30.0,0.00019792618661593412,0.00019792618661593412,0.8948614041010539,-0.1721405987938245
55,23.46206466001422,22.270718200185474,22.413287349982273,23.26136557190669,-8.881784197001252e-16,0.8480782219244123,0.0,0.14256914979814794,2.4376181415968574,-10.914881858402076,13.352499999998944,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.482300261233716,47.0,0.000196407686276246,0.000196407686276246,7.314673976695284,-0.02349086858980034,0.44206315676371255,30.0,0.000196407686276246,0.000196407686276246,0.9422931412855784,-0.19506945659716923
56,20.125653209517623,12.195386633171497,12.42127442776228,-0.7739672665584154,3.552713678800501e-15,-13.195241694320702,0.0,0.22588779459187813,52.09896074293875,28.16072899686037,23.93823174607838,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,13.707568407058716,30.0,0.0001949008359527637,0.0001949008359527637,7.7340540568033855,0.018345482523242633,0.48255159755547844,30.0,0.0001949008359527637,0.0001949008359527637,0.9264259278774262,-0.20633289515972136
57,-20.381168015346702,-22.56006003342697,-28.375371692832992,6.322550361140206,0.0,34.69792205397319,-6.024388751378712,0.2090770919751238,28.475713557148012,14.761070483133224,13.71464307401482,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,15.926263720490212,43.0,0.00019340554626593685,0.00019340554626593685,7.493814834328585,-0.03370463213121349,0.49702630937099457,30.0,0.00019340554626593685,0.00019340554626593685,1.0264473309119542,-0.22292701403299967
58,-0.6038814997082227,-0.6086435552185894,-0.6133104891007581,8.939652900183145,4.440892098500626e-16,9.5529633892839,-0.13945629530974202,0.13478936142603395,13.777576482020237,0.6900764820196894,13.087500000000553,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,15.674138535623966,46.0,0.0001919217285219398,0.0001919217285219398,7.406074207762013,0.05759781210318855,0.40036596059799195,30.0,0.0001919217285219398,0.0001919217285219398,0.818582421541214,-0.21592947741349539
59,23.842384342811783,15.325829886407078,15.42627068298766,-0.20849821646637032,0.0,-15.634768899454029,-0.12753554451393256,0.22797634109527995,49.370636322888835,29.18313632289152,20.18749999999733,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,16.382600450515746,40.0,0.00019044929470741072,0.00019044929470741072,7.609061276912689,-0.06145515320822596,0.45667647818724316,30.0,0.00019044929470741072,0.00019044929470741072,0.9261391778786977,-0.213225852449735
60,28.874834653581274,28.640206999214122,28.704306526119616,6.553154266735892,0.0,-22.15115225938373,0.0,0.06409952690518958,18.20383788299297,4.843837882992705,13.36000000000029,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,14.80938278304206,36.0,0.00018898815748423097,0.00018898815748423097,7.045805116494496,-0.009757333331637912,0.3448121602336566,30.0,0.00018898815748423097,0.00018898815748423097,0.8147574961185455,-0.2711433579524358
61,34.12741428882509,30.85819587917618,30.90779896265698,11.373147653824532,0.0,-19.53465130883244,-0.17529225993999376,0.2248953434178145,42.60228750396199,18.080980088614982,24.521307415346993,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.330489998278411,46.0,0.00018753823018434463,0.00018753823018434463,7.236058546149212,-0.03276784272621507,0.3855981928606828,30.0,0.00018753823018434463,0.00018753823018434463,0.8955624014139175,-0.2804949591557185
62,14.605298897256944,14.21877020831535,14.435513039419623,8.819821275972535,0.0,-5.615691763447077,-0.013701703720656155,0.23044453482572952,29.377809262648938,6.217143145702806,23.160666116946114,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489989125728608,40.0,0.0001860994268046179,0.0001860994268046179,6.890701103210449,-0.040122537920251486,0.3825923954447111,30.0,0.0001860994268046179,0.0001860994268046179,0.8503035177787145,-0.2889239509900411
63,-5.723928169281862,-5.827732942455339,-6.1885406331865624,6.720329480853979,0.0,12.908870114040546,-0.5905373633784023,0.2297296726443165,17.268893384175342,-3.221874814040369,20.490768198215708,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,15.136093518950723,44.0,0.00018467166200173744,0.00018467166200173744,7.936657260764729,-0.06352960851720789,0.3606658096114794,30.0,0.00018467166200173744,0.00018467166200173744,0.8787022302548091,-0.29110577603181204
64,27.62823869442218,22.44305010723545,22.14397139225663,6.9750618385412055,0.0,-15.168909553715421,-0.5250420036304924,0.2259632886533365,46.89350917216135,22.771009172161712,24.122499999999654,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,5.0,4.0,0.0,1.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,14.806792370478313,30.0,0.00018325485108714856,0.00018325485108714856,7.9233187993367515,0.022687876286605995,0.4205550342798233,30.0,0.00018325485108714856,0.00018325485108714856,1.0082965950171152,-0.30207233826319374
65,4.956391299539973,1.1909406790300232,0.35056899880131454,0.39030596863722533,0.0,0.039736969835919816,-1.0184604129085244,0.17808873268327613,28.277269054307354,19.404769054307113,8.872500000000269,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,13.823399443959081,43.0,0.00018184891002203166,0.00018184891002203166,8.379593438880388,0.007166672675382523,0.4285237371921539,30.0,0.00018184891002203166,0.00018184891002203166,0.9916493783394495,-0.32474653323491415
66,20.333399991684928,20.252340969998766,18.447386269274645,5.018769759573729,-4.440892098500626e-16,-13.428616509700914,-2.0051438632611323,0.20018916253775218,17.29708661066438,2.8470866106629664,14.450000000001385,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,13.064637886153328,36.0,0.00018045375541231749,0.00018045375541231749,7.523854143089718,-0.025233233347535133,0.3885520706574122,30.0,0.00018045375541231749,0.00018045375541231749,1.0021749744812647,-0.36415481368700664
67,-48.99006730502515,-59.15314211036947,-67.29419671314196,-17.997691260216882,0.0,49.29650545292507,-8.365708684758545,0.22465408198538092,44.24957779730581,31.879577797305164,12.370000000000648,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,15.385739188724093,45.0,0.00017906930450374054,0.00017906930450374054,9.789774820539687,0.008696952713248522,0.43327338695526124,30.0,0.00017906930450374052,0.00017906930450374052,1.032985273996989,-0.36488521794478096
68,53.08158161800384,53.08143827503803,53.08670922503343,11.222130506668552,0.0,-41.86457871836489,0.0,0.005270949999999772,0.8552740772396135,-0.11972592276039773,0.9749999999999943,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,14.336893629520498,47.0,0.00017769547517693053,0.00017769547517693053,8.431171579563872,-0.04611328074141689,0.38585068931182226,30.0,0.0001776954751769305,0.0001776954751769305,0.9095129867394766,-0.3319402019182841
69,4.676493134846169,4.366773934863377,2.2878334309491972,1.6738771171385136,0.0,-0.6139563138106809,-2.293155301470069,0.2142147975575124,24.995242132941257,5.565242132942572,19.429999999998685,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,2.0,0.0,1.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,14.476727463982321,44.0,0.0001763321859425413,0.0001763321859425413,8.555213917385448,-0.01862349191849882,0.39757903714974724,30.0,0.0001763321859425413,0.0001763321859425413,1.164831805229187,-0.36254773338635765
70,14.469960940044984,12.691000287278431,7.332416590895817,-1.7696158810675617,0.0,-9.102032471963378,-5.586568865116817,0.22798516873875652,30.908067312237193,13.3377683769308,17.570298935306415,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,13.110644033976964,42.0,0.00017497935593641746,0.00017497935593641746,8.652250460215978,-0.05699748749889079,0.3806029389301936,30.0,0.00017497935593641746,0.00017497935593641746,0.9529118339220682,-0.36185855070749917
71,-17.618498576721322,-17.631035732533956,-19.412131248535065,7.415448964374096,0.0,26.827580212909165,-2.004403551806322,0.223308035807409,25.466133686699166,-1.1196944142324696,26.58582810093165,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.243111813322027,47.0,0.00017363690491479773,0.00017363690491479773,8.221549500810339,-0.07058937599261601,0.43448234498500826,30.0,0.00017363690491479776,0.00017363690491479776,1.1697017927964528,-0.3945379952589671
72,-11.335752329538082,-11.946774437122501,-15.032210231238796,23.65914065664858,8.881784197001252e-16,38.69135088788736,-3.308604786350422,0.22316899223193687,10.033968152388326,7.816790310507373,2.21717784188096,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,14.393095754441761,42.0,0.00017230475324955523,0.00017230475324955523,7.840112385295686,0.011383041739463806,0.38552112181981407,30.0,0.00017230475324955523,0.00017230475324955523,0.9974183221658071,-0.4252474308013916
73,26.821201663035026,26.73371901200433,26.664061705258508,7.949551288199784,0.0,-18.714510417058722,-0.29333435011244013,0.22367704336860242,18.4056958544751,-2.9577466259079372,21.363442480383043,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.074743697517796,38.0,0.0001709828219234744,0.0001709828219234744,8.992029993157638,-0.04172017366478318,0.46227970520655315,30.0,0.0001709828219234744,0.0001709828219234744,1.1136191964149476,-0.3741155823071798
74,1.7143610409057146,1.1092811747509623,-1.9445629232400825,7.224960158946225,0.0,9.16952308218631,-3.273896544710219,0.22005244672099727,11.561312024803101,-7.778687975197052,19.34000000000017,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,14.166759106847975,36.0,0.00016967103252556393,0.00016967103252556393,9.475475880834791,-0.018515151407983568,0.3807963252067566,30.0,0.00016967103252556393,0.00016967103252556393,1.1846946775913239,-0.41112247308095295
75,17.006416487412935,7.132890538483467,7.295267733538081,-2.4558346049108994,0.0,-9.75110233844898,-0.06441507571167726,0.2267922707704188,47.96966725327806,31.42216725327753,16.54750000000059,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.248313406239385,46.0,0.00016836930724640594,0.00016836930724640594,9.24894432399584,-0.03834292446465596,0.35375434160232544,30.0,0.00016836930724640594,0.00016836930724640594,0.966333266099294,-0.4095801472663879
76,-5.811476955719627,-12.808946170329529,-15.458359559703178,-22.164597253637062,0.0,-6.706237693933884,-2.875556599007904,0.2261432096343423,27.467729943448333,26.452729943447995,1.0150000000003345,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.527192539638943,45.0,0.00016707756887354052,0.00016707756887354052,7.622931459214953,-0.029629789462143726,0.4027484988172849,30.0,0.00016707756887354052,0.00016707756887354052,1.0438084125518798,-0.4157840887705485
77,35.61460838205494,35.61132540292911,35.77507192663853,8.620521521319091,0.0,-27.154550405319434,0.0,0.1637465237083554,20.82547287246689,0.5729728724665151,20.25250000000036,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,14.856940746307373,41.0,0.00016579574078688598,0.00016579574078688598,9.090955443498565,-0.0722211938173998,0.3950141191482544,30.0,0.00016579574078688598,0.00016579574078688598,1.2945027669270834,-0.446418700615565
78,44.30567307445199,44.284505548340775,44.328262335466675,12.037219669505003,0.0,-32.29104266596168,-0.0034092167982322508,0.04716600392670936,6.505093607437431,-1.4549063925631582,7.960000000000612,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54577169418335,40.0,0.00016452374695419386,0.00016452374695419386,8.630461299419403,-0.09199616023688577,0.4232375681400299,30.0,0.00016452374695419386,0.00016452374695419386,0.9408965468406677,-0.4632013201713562
79,46.57051176991081,46.56722684500402,46.05699014919375,2.3579563340612815,0.0,-43.69903381513249,-0.5151248285831684,0.004888132773550678,0.13831564597083457,-0.5731426442679732,0.7114582902388256,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,12.153952909552533,46.0,0.00016326151192653943,0.00016326151192653943,8.848929913147636,-0.16865923004629818,0.3950897778073947,30.0,0.00016326151192653943,0.00016326151192653943,1.101834140221278,-0.44200101296106975
80,-14.048956797891151,-14.09459185894134,-14.888585948619099,14.462913714103001,0.0,29.351499662722073,-0.8789159195432461,0.08492182986772216,3.308763565280728,-2.136236434718553,5.444999999999311,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,11.566164035797119,50.0,0.00016200896083384592,0.00016200896083384592,8.823187618255615,-0.09890812158584594,0.3800812845428785,30.0,0.00016200896083384592,0.00016200896083384592,1.1361041525999704,-0.4432977199554443
81,10.231617874947915,10.227811031031397,9.087478419697632,7.462483638512095,-2.7755575615628914e-17,-1.6249947811855336,-1.1510312050695575,0.010698593738554937,0.6886682306089824,-0.6169962655087262,1.3056644961177264,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,12.908117336697048,45.0,0.00016076601938044396,0.00016076601938044396,8.312508837382,-0.1551830597560514,0.36616264035304386,30.0,0.00016076601938044396,0.00016076601938044396,1.046472861369451,-0.4758533815542857
82,36.51487398090103,36.510896215108005,36.51569981760913,-4.1588077805035,0.0,-40.674507598112626,0.0,0.004803602500000349,0.14680468584052164,-0.6306953141594827,0.7775000000000034,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,12.28538995439356,44.0,0.0001595326138406645,0.0001595326138406645,8.103380387479609,-0.1450654115019874,0.4035485863685608,30.0,0.0001595326138406645,0.0001595326138406645,1.144206424554189,-0.46097087661425273
83,-13.476426826448005,-13.512378236471912,-17.182026541858352,4.013811629812656,0.0,21.19583817167099,-3.7338305473375186,0.06418224195202843,4.743279100641999,-1.8960857054444364,6.639364806086433,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,12.499182889627855,43.0,0.00015830867105446586,0.00015830867105446586,9.440909884696783,-0.15817489136349072,0.38781877731283504,30.0,0.00015830867105446586,0.00015830867105446586,1.1667869607607524,-0.4763203918933868
84,10.550389834184898,10.527141008589524,10.54601416001592,9.304569646815072,1.457167719820518e-16,-1.2414445132008416,-0.14936360496064216,0.16823675638681634,8.039184589740657,-1.5247565574665831,9.56394114720722,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.660261332988739,48.0,0.000157094118423094,0.000157094118423094,8.770732079943022,-0.19312243140302598,0.3783746262391408,30.0,0.000157094118423094,0.000157094118423094,1.160768860578537,-0.46312623222668964
85,36.86279433378513,36.76079650858091,35.728569589072066,2.732655255679296,0.0,-32.995914333392754,-1.1580383052195415,0.12581138571315933,10.37620983660534,3.193709836604212,7.182500000001131,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.124204268822304,39.0,0.0001558888839047765,0.0001558888839047765,8.26108161608378,-0.24865002930164337,0.3899284253517787,30.0,0.0001558888839047765,0.0001558888839047765,1.3024016936620078,-0.4434221088886261
86,15.367568760399081,15.320204594420415,15.439208286888656,5.254124305316267,0.0,-10.185083981572394,0.0,0.11900369246857853,11.303830994555824,2.176330994556313,9.12749999999949,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,12.29761720958509,38.0,0.0001546928960104493,0.0001546928960104493,9.161765569134763,-0.24888898079332553,0.37255290200312935,30.0,0.0001546928960104493,0.0001546928960104493,1.1549918552239735,-0.47880499561627704
87,26.448308762106535,26.229507230439367,26.380722792382993,4.60054335658154,0.0,-21.780179435801465,-0.07778469307186242,0.22900025501681825,25.004487313903255,4.677622597721694,20.32686471618159,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.827878186869066,43.0,0.00015350608379951624,0.00015350608379951624,7.920292970746062,-0.2580596821551973,0.32144750555356344,30.0,0.00015350608379951624,0.00015350608379951624,1.0424676676591238,-0.48688167333602905
88,33.616445450838,33.59670050607828,33.299901713252275,13.441876390279324,-1.1102230246251565e-16,-19.858025322972967,-0.30854841782270626,0.011749625000000088,0.32233293663276186,-1.4051670633672546,1.7274999999999956,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,11.890525608527952,41.0,0.00015232837687564123,0.00015232837687564123,9.792671866533233,-0.222412437107414,0.40749291082223255,30.0,0.00015232837687564123,0.00015232837687564123,1.1945739607016246,-0.4632888336976369
89,23.885333760877984,23.59943044761492,22.555855631866116,4.402292403908089,0.0,-18.153563227958042,-1.2473903481004527,0.20381553235002134,21.944532799363913,5.346992736698482,16.59754006266542,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,11.152953979580902,43.0,0.0001511597053825727,0.0001511597053825727,8.78190323363903,-0.259701978076588,0.31863494142889975,30.0,0.0001511597053825727,0.0001511597053825727,1.072043228149414,-0.476582396030426
90,15.2392805533309,10.688832610121075,10.687364677119076,6.02150618848859,0.0,-4.665858488630487,-0.09681711019447903,0.0953491771906569,29.480698246364128,21.331778976939134,8.148919269425,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,3.0,0.0,1.0,10.396811705369215,39.0,0.00015,0.00015,8.684348442615606,-0.2627843853674437,0.3444673446317514,30.0,0.00015,0.00015,1.1184344947338105,-0.5012560347716014
91,22.254963523651895,22.191990807398803,21.916394582501884,9.857891326441221,-2.220446049250313e-16,-12.058503256060654,-0.48911307854996267,0.2135168536562328,0.8344365154978846,2.509436515496928,-1.6749999999990273,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10.90496814250946,50.0,0.00014884919193944152,0.00014884919193944152,8.587829060554505,-0.2793354207277298,0.34296474009752276,30.0,0.00014884919193944152,0.00014884919193944152,1.12855122089386,-0.48212468226750693
92,33.29045366407081,33.288044520910596,33.2921536409143,12.646274637830835,0.0,-20.645879003083476,0.0,0.004109120000000215,0.8908302313645606,0.4908302313645243,0.3999999999999986,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.846812534332276,45.0,0.00014770721294016467,0.00014770721294016467,8.304043398963081,-0.34944925424845324,0.3574406315883001,30.0,0.00014770721294016467,0.00014770721294016467,1.2385817309220633,-0.5131881058216095
93,0.3777831071674882,0.377657225082887,-0.8031467268793869,-1.1133336583995745,0.0,-0.310186931520191,-1.1849871067396975,0.004183154777157338,0.4978028143841584,-0.11219718561584857,0.6099999999999959,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.730961491079892,34.0,0.00014657399526513687,0.00014657399526513687,8.561626237981459,-0.25793155742918744,0.42034694204727807,30.0,0.00014657399526513687,0.00014657399526513687,1.4033615310986838,-0.5111105819543202
94,29.728741410302973,29.723113163869773,29.72581895886999,1.7255579027865973,0.0,-28.0002610560834,0.0,0.0027057950000001383,0.9749968105661111,0.7502163976614595,0.2247804129046729,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.426014226415884,46.0,0.00014544947169700768,0.00014544947169700768,8.396953992221666,-0.3108620096160018,0.3458906347552935,30.0,0.00014544947169700768,0.00014544947169700768,1.3689277072747548,-0.5035867075125376
95,29.074807063081607,29.073105446312436,28.52896916955487,7.882805664383156,0.0,-20.646163505171714,-0.5484973517572485,0.00436107499999981,0.09249342197111332,-0.4125065780288111,0.5049999999999528,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.605779159069062,40.0,0.00014433357553412176,0.00014433357553412176,8.911288106441498,-0.27495291642844677,0.32076790779829023,30.0,0.00014433357553412176,0.00014433357553412176,1.272600201765696,-0.547424719731013
96,12.095488905521051,12.0204836002777,11.99751941896515,2.6969645413309573,0.0,-9.300554877634195,-0.09891460399637708,0.07595042268525,5.587618844448144,-2.738709645861551,8.326328490309685,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.627793486525373,41.0,0.00014322624058656249,0.00014322624058656249,9.489333280702917,-0.374291680008173,0.3586936463912328,30.0,0.00014322624058656249,0.00014322624058656249,1.2183246870835622,-0.5200565457344055
97,15.976471730424237,15.965633564060223,14.843414684089396,5.9896103406543375,-1.7763568394002505e-15,-8.853804343435057,-1.2260603862379469,0.10384150626644906,10.884169496150392,-1.0410651451284902,11.92523464127889,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.22500821352005,40.0,0.00014212740117222579,0.00014212740117222579,8.736495560407638,-0.39970572888851164,0.32886478553215664,30.0,0.00014212740117222579,0.00014212740117222579,1.2439116696516672,-0.5274438937505086
98,8.171869405521647,5.4506704497230825,5.442686796799759,6.102156355134279,1.7763568394002505e-15,0.6594695583345257,-0.2210881912349798,0.21310453831073975,23.54105697067716,16.49605697067807,7.044999999999092,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,9.71132335257023,47.0,0.00014103699211292427,0.00014103699211292427,8.809543487873484,-0.36447090345124405,0.3130585054556529,30.0,0.00014103699211292427,0.00014103699211292427,1.2137635131676991,-0.5669053812821706
99,39.42508126715802,36.32407130332293,36.49403450416357,9.715655412651891,0.0,-26.778379091511678,0.0,0.16996320083807662,22.87172728490357,17.609684732655182,5.262042552248373,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,10.756962439288264,46.0,0.0001399549487305211,0.0001399549487305211,8.98171495354694,-0.3296862387138864,0.3356203570961952,30.0,0.0001399549487305211,0.0001399549487305211,1.2603715042273202,-0.5324116945266724
