phase,h_ae,mid_ae,h_se,mid_se,algorithm,market,seed
auction,0.05037675650764654,0.1423,0.007505333322019367,0.030344999999999702,sac,MSFT,7
clob,0.13773141689516988,0.1583945411630934,0.041192366629499926,0.05064188068654906,sac,MSFT,7
auction,0.043617162152041755,0.14750000000000024,0.00582129091730682,0.031118999999999605,sac,MSFT,811
clob,0.14331656902731482,0.1613489304532468,0.04340578150056783,0.051970966782100975,sac,MSFT,811
auction,0.0392388532677823,0.16370000000000115,0.0032791763577985408,0.03780699999999993,sac,MSFT,99
clob,0.12519747929655453,0.14749544093566969,0.03360710605138043,0.041635409558286283,sac,MSFT,99
auction,0.021373452482700436,0.10169999999999942,0.001004898667541961,0.014670999999999856,sac,PG,123
clob,0.07151694057602755,0.08241951972048371,0.011284498393702724,0.01285929458672008,sac,PG,123
auction,0.021546737734497043,0.10279999999999984,0.001021491895241603,0.014601999999999917,sac,PG,1618
clob,0.07244706737173265,0.083640802573254,0.010292799856390538,0.012082279156682576,sac,PG,1618
auction,0.0271986085110119,0.09710000000000005,0.0023395355879519764,0.014244999999999945,sac,PG,2024
clob,0.08415601110213579,0.09445378125645774,0.01621823110284506,0.017692757065342485,sac,PG,2024
auction,0.022483950742500567,0.1091000000000005,0.0011493017541806313,0.017129000000000106,sac,PG,2718
clob,0.07773341726129161,0.09029086864932793,0.01181686884421483,0.014272774769266574,sac,PG,2718
auction,0.022381501004194046,0.09179999999999974,0.0011220030099315954,0.01302999999999988,sac,PG,314
clob,0.07168184586518594,0.0826971697313618,0.010770535870978776,0.012502473534945456,sac,PG,314
auction,0.022582133415043195,0.08829999999999995,0.0013036732947944458,0.010928999999999904,sac,PG,42
clob,0.07360535682029506,0.08494957886040379,0.011138859968403476,0.013345159459679918,sac,PG,42
auction,0.019704206040177762,0.09919999999999927,0.0007972275021303081,0.013373999999999725,sac,PG,577
clob,0.07193832906877211,0.08218108207088232,0.011047413588634071,0.012500356701662519,sac,PG,577
auction,0.022615117849403284,0.08249999999999953,0.0012578159230422865,0.009924999999999892,sac,PG,7
clob,0.06955263108888281,0.0809124839040285,0.009779770098184077,0.01187929374775124,sac,PG,7
auction,0.02291300838748997,0.09880000000000048,0.0012394760035894037,0.01426999999999997,sac,PG,811
clob,0.08271445695890628,0.09262612627665424,0.015237692422680188,0.01665380980897005,sac,PG,811
auction,0.022849573966532435,0.08730000000000114,0.0010590517444632496,0.011595000000000173,sac,PG,99
clob,0.07102761035123856,0.08232275764042239,0.010114390445520989,0.011935078953858386,sac,PG,99
auction,0.03241536849666257,0.10549999999999823,0.0024402417626336837,0.020852999999999455,td3,CAT,123
clob,0.10617720952493719,0.12730050717624608,0.026122363836181255,0.03130388815818767,td3,CAT,123
auction,0.030948885643461477,0.11469999999999925,0.002009303699235635,0.022210999999999727,td3,CAT,1618
clob,0.10929229125972033,0.12856846441155642,0.026137762661022645,0.031154335769140586,td3,CAT,1618
auction,0.03429249917368104,0.11259999999999874,0.0030858298726743343,0.023721999999999636,td3,CAT,2024
clob,0.1217390218639495,0.1382564115248604,0.03252069173188751,0.03687594812364027,td3,CAT,2024
auction,0.037486349641271725,0.13399999999999987,0.0033177284882012913,0.03165199999999984,td3,CAT,2718
clob,0.12948701104657825,0.1493941622778521,0.036306717066941614,0.04148154535622739,td3,CAT,2718
auction,0.03159950215945092,0.12499999999999797,0.0022747387958733235,0.026703999999999405,td3,CAT,314
clob,0.11444373694555407,0.1331573505708343,0.03035907165899031,0.03488873246444459,td3,CAT,314
auction,0.028504355186225374,0.12129999999999921,0.0018362488957821047,0.023300999999999652,td3,CAT,42
clob,0.10598345639691431,0.12349645987800574,0.024142028917511417,0.028424036352315548,td3,CAT,42
auction,0.03067943316904198,0.1221999999999984,0.002083595599619932,0.027535999999999564,td3,CAT,577
clob,0.10923854296563831,0.1311769482126876,0.026304677352595583,0.03230733258646878,td3,CAT,577
auction,0.03400095199352827,0.12369999999999831,0.0033228316088872657,0.0275289999999996,td3,CAT,7
clob,0.10397953701040782,0.12292219137117004,0.023457911912543337,0.02787703874505105,td3,CAT,7
auction,0.03480946974137273,0.13489999999999877,0.0025678796981705426,0.03238299999999965,td3,CAT,811
clob,0.11646543156483441,0.13345269241947869,0.029133324263710805,0.033324080314746984,td3,CAT,811
auction,0.03346451953326139,0.11419999999999814,0.0023787668119913275,0.02177199999999952,td3,CAT,99
clob,0.10971869660673711,0.1268457739151438,0.025857583774094656,0.03053205335285596,td3,CAT,99
auction,0.027888732330935043,0.1022000000000011,0.002733455502180921,0.017660000000000294,td3,GOOGL,123
clob,0.07745809967323276,0.09644197536374585,0.013075210586842124,0.01726442094122296,td3,GOOGL,123
auction,0.024677520088747826,0.10060000000000013,0.0014001647511944512,0.014798000000000039,td3,GOOGL,1618
clob,0.0753582225567457,0.09391933713176163,0.010367661805242403,0.01474406663218368,td3,GOOGL,1618
auction,0.030174263945796132,0.11190000000000079,0.0027988733221862142,0.020801000000000226,td3,GOOGL,2024
clob,0.0923445378550516,0.10951576211197749,0.018294178831963825,0.02214514783849594,td3,GOOGL,2024
auction,0.02673329720906616,0.1239000000000004,0.001884496241278466,0.024347000000000108,td3,GOOGL,2718
clob,0.08770358053479668,0.10637956127367247,0.014101781172537632,0.019297144655694903,td3,GOOGL,2718
auction,0.023434122321216267,0.0900000000000011,0.0011732641967842213,0.014180000000000303,td3,GOOGL,314
clob,0.07463128817126816,0.09433153437050928,0.00991359805850546,0.014879015905436704,td3,GOOGL,314
auction,0.02398832422316866,0.09200000000000084,0.001401747985394361,0.012800000000000089,td3,GOOGL,42
clob,0.08101127972991451,0.0977328725738675,0.013610487647642557,0.017755625215720612,td3,GOOGL,42
auction,0.028297875061699732,0.09780000000000097,0.0032187664196771737,0.015628000000000107,td3,GOOGL,577
clob,0.0753085198288188,0.09314844637708958,0.010434695696994591,0.014561638991316303,td3,GOOGL,577
auction,0.02379380453143765,0.1024000000000012,0.0014473011279362404,0.015692000000000282,td3,GOOGL,7
clob,0.07415499520939262,0.09258319091876453,0.010169774886124989,0.014441832111298307,td3,GOOGL,7
auction,0.02784874758760017,0.10060000000000098,0.0029448848739994514,0.01785600000000029,td3,GOOGL,811
clob,0.08554664109088136,0.1045023714693491,0.016457011290060688,0.02092505933997594,td3,GOOGL,811
auction,0.02766588653153019,0.1008000000000008,0.0015887551765333132,0.017094000000000074,td3,GOOGL,99
clob,0.07797996653087046,0.0961179759483566,0.0109133629467571,0.015275807648996428,td3,GOOGL,99
auction,0.03321473572982744,0.1476000000000016,0.0033142450487456255,0.028856000000000694,td3,JPM,123
clob,0.11155776403602706,0.128415772124988,0.02352078565909417,0.02767405353605079,td3,JPM,123
auction,0.03275979605689172,0.13910000000000178,0.0022215883717177304,0.025941000000000686,td3,JPM,1618
clob,0.11422253161196473,0.13139634736183053,0.023459787457887807,0.027581177192756493,td3,JPM,1618
auction,0.03560682314092781,0.1405000000000008,0.002738138612276389,0.028709000000000415,td3,JPM,2024
clob,0.12921319640717993,0.14363350864213364,0.032989655431897996,0.035759877540921206,td3,JPM,2024
auction,0.036014854717542136,0.16080000000000208,0.002579838852634565,0.03491800000000081,td3,JPM,2718
clob,0.11436203686629383,0.13718201143579445,0.023008996841747315,0.029171252019809666,td3,JPM,2718
auction,0.03205258258244988,0.14180000000000131,0.00207392416516739,0.026916000000000558,td3,JPM,314
clob,0.10915006618043313,0.12915923569231047,0.021800347542342013,0.02653590620618413,td3,JPM,314
auction,0.03241664620279577,0.14590000000000183,0.0022862627820055023,0.026017000000000675,td3,JPM,42
clob,0.11613961079756076,0.13341079832015168,0.02435767144635002,0.028904056479880095,td3,JPM,42
auction,0.036110260719514266,0.14610000000000137,0.004181445391036873,0.028451000000000524,td3,JPM,577
clob,0.11531872433294615,0.13071168291426052,0.024693775150303073,0.028315196719716718,td3,JPM,577
auction,0.03335605390583266,0.14720000000000108,0.0024591108791860426,0.029820000000000638,td3,JPM,7
clob,0.1116614486782801,0.1323006515780837,0.02206352941930785,0.027482154158690677,td3,JPM,7
auction,0.03522047726850461,0.15460000000000204,0.0028656791341980844,0.031614000000000926,td3,JPM,811
clob,0.12958663539179985,0.1468401027614871,0.03150167977944546,0.035487847558945865,td3,JPM,811
auction,0.03613902708926116,0.153700000000001,0.00286969288245647,0.03034700000000063,td3,JPM,99
clob,0.11403227107025299,0.13348079506581864,0.023029035574609887,0.028419654240697482,td3,JPM,99
auction,0.037207822316340844,0.17359999999999967,0.0032791343795782906,0.04008399999999954,td3,MSFT,123
clob,0.11831554349012696,0.14022856393559857,0.030550978294097413,0.038665869581131336,td3,MSFT,123
auction,0.03637347362209693,0.16910000000000022,0.0031422804967796546,0.03761899999999982,td3,MSFT,1618
clob,0.12796494310175366,0.14894543545697478,0.03369260634243036,0.04166288396611982,td3,MSFT,1618
auction,0.03718883595875679,0.15610000000000024,0.0033680178675194665,0.03529299999999977,td3,MSFT,2024
clob,0.12383086435252783,0.14412289147719393,0.032490135112811645,0.040365979716366705,td3,MSFT,2024
auction,0.04501952136223419,0.16190000000000207,0.005087874961489432,0.035747000000000424,td3,MSFT,2718
clob,0.13580584810476848,0.15897050294742354,0.03824237694683675,0.0484430262642172,td3,MSFT,2718
auction,0.04176736175573168,0.1445000000000007,0.004911176053067677,0.03009699999999972,td3,MSFT,314
clob,0.12140152758805002,0.14314275238275737,0.030769270103196807,0.039485411751399135,td3,MSFT,314
auction,0.041526968780595794,0.1618999999999998,0.004171593698406882,0.03567499999999931,td3,MSFT,42
clob,0.11834470232646081,0.14111722810063917,0.029229624791600742,0.038261680417310776,td3,MSFT,42
auction,0.03621507895149078,0.1699000000000002,0.004440378075773435,0.03949299999999964,td3,MSFT,577
clob,0.11658084583075082,0.13984719211654378,0.030088738486919665,0.038788835422493534,td3,MSFT,577
auction,0.04974233940821596,0.1416000000000005,0.007327646736681408,0.029343999999999922,td3,MSFT,7
clob,0.13782352199372266,0.15858195078416576,0.041440868466489186,0.0508331783181459,td3,MSFT,7
auction,0.04389518824287417,0.14980000000000057,0.006360551695076941,0.03202799999999978,td3,MSFT,811
clob,0.14193305630369443,0.16039179072182957,0.04244753759586141,0.051235687565084904,td3,MSFT,811
auction,0.0405176701188219,0.16280000000000083,0.0037251851284273397,0.03741799999999983,td3,MSFT,99
clob,0.1247181657028448,0.14693687704173422,0.03316815532445713,0.04117854990970419,td3,MSFT,99
auction,0.0213445148225287,0.10289999999999917,0.000992236239926788,0.014798999999999831,td3,PG,123
clob,0.07145194783470869,0.0825115689366689,0.011299112405907577,0.01290146766038288,td3,PG,123
auction,0.020592120501009847,0.10379999999999935,0.0009566469892945331,0.014871999999999825,td3,PG,1618
clob,0.07144165797046194,0.08310981849298801,0.010123542458609098,0.011961039765104788,td3,PG,1618
auction,0.027045127901891237,0.0968999999999998,0.002233161834594425,0.01433699999999988,td3,PG,2024
clob,0.0836688870330079,0.09397797041626112,0.016492613347875645,0.017973568651670716,td3,PG,2024
auction,0.023723185789653264,0.11200000000000099,0.0012766200736019737,0.018160000000000148,td3,PG,2718
clob,0.07776475770759435,0.09086719489625747,0.011853021655500824,0.014444533629564306,td3,PG,2718
auction,0.02294102324869624,0.09169999999999998,0.001144449922385634,0.013178999999999962,td3,PG,314
clob,0.0725704681098151,0.08377362643915126,0.01090643164530341,0.012707291805128721,td3,PG,314
auction,0.024003915199874458,0.09139999999999954,0.0014341766218381785,0.011689999999999813,td3,PG,42
clob,0.07594263200854065,0.08688908239600368,0.011744325008808851,0.013926095299570937,td3,PG,42
auction,0.020007274167640258,0.10009999999999888,0.0008476002103404757,0.0139129999999997,td3,PG,577
clob,0.07366952738687864,0.0836770288431285,0.011636386912001705,0.013071286662239463,td3,PG,577
auction,0.02268905200152331,0.08329999999999924,0.0012905720623024148,0.010100999999999747,td3,PG,7
clob,0.06958113187722112,0.08081990821956535,0.009886764778658675,0.011948552056807513,td3,PG,7
auction,0.022983250892928818,0.09890000000000039,0.0012588232074142508,0.014374999999999883,td3,PG,811
clob,0.08322003387301827,0.09324527014392105,0.01576754851270146,0.0171528557419753,td3,PG,811
auction,0.023014957334622808,0.08790000000000059,0.001076544780177581,0.01150300000000009,td3,PG,99
clob,0.07241190769361709,0.08361559688447075,0.010460838825216878,0.012308687864123074,td3,PG,99
auction,0.04518153059841137,0.1334000000000003,0.0061264052385954105,0.028936000000000232,ddpg,Synthetic,123
clob,0.1828670768609433,0.19353678372820263,0.09039030328828107,0.0923731073766724,ddpg,Synthetic,123
auction,0.05197225160702499,0.14329999999999982,0.009654948643849557,0.036317000000000155,ddpg,Synthetic,1618
clob,0.18147523487929296,0.1958293284652398,0.07837627239184042,0.08430074546658911,ddpg,Synthetic,1618
auction,0.04444999686125093,0.15080000000000052,0.005498508526884502,0.03509800000000026,ddpg,Synthetic,2024
clob,0.18495621581314034,0.1994711048667443,0.08175753360357847,0.08874587487977395,ddpg,Synthetic,2024
auction,0.058869973017514315,0.1595999999999992,0.010566180313731952,0.04259599999999974,ddpg,Synthetic,2718
clob,0.2217821377770077,0.22780501940128578,0.13275957795860754,0.1299686343431129,ddpg,Synthetic,2718
auction,0.046230649835983705,0.14990000000000034,0.00657960952595209,0.03975300000000028,ddpg,Synthetic,314
clob,0.16303905159173027,0.18036326144597123,0.06288298918139329,0.06910642427429071,ddpg,Synthetic,314
auction,0.05006368642710716,0.14389999999999997,0.007985890823358799,0.03127700000000009,ddpg,Synthetic,42
clob,0.19278421514905705,0.2063574349646333,0.09558595156059228,0.0990579384177423,ddpg,Synthetic,42
auction,0.046269625463725594,0.13510000000000086,0.005798570625786946,0.030029000000000357,ddpg,Synthetic,577
clob,0.158446857788672,0.1729992212866601,0.06049805653569882,0.06571096450728196,ddpg,Synthetic,577
auction,0.05364510710482486,0.1403000000000004,0.009696379646904712,0.03402700000000008,ddpg,Synthetic,7
clob,0.19676443121802778,0.20559013748755411,0.10168117094023804,0.10311314980360714,ddpg,Synthetic,7
auction,0.046529384406034296,0.13690000000000008,0.008424782510806882,0.03246699999999992,ddpg,Synthetic,811
clob,0.17635681800998462,0.1887303965454088,0.08721904501809843,0.0890282578573185,ddpg,Synthetic,811
auction,0.041165236878712694,0.11380000000000091,0.00509045953979631,0.02131400000000029,ddpg,Synthetic,99
clob,0.13826433474298522,0.15166002466833325,0.045040528847934,0.04852881905300824,ddpg,Synthetic,99
auction,0.046494863931744644,0.13340000000000043,0.006769120103276294,0.028876000000000287,dqn,Synthetic,123
clob,0.18297860247748482,0.19379600038184713,0.09050778805175018,0.09260575901133818,dqn,Synthetic,123
auction,0.05161413789104621,0.1437999999999998,0.009540666123684842,0.03630600000000016,dqn,Synthetic,1618
clob,0.18252325291883814,0.19678926668045393,0.07870719703363534,0.08462264416408334,dqn,Synthetic,1618
auction,0.04654161160548103,0.14780000000000026,0.006015432031467545,0.03410200000000026,dqn,Synthetic,2024
clob,0.18916775132512398,0.20315006689131457,0.08799153349409546,0.09417833542777305,dqn,Synthetic,2024
auction,0.059229973017513954,0.158399999999999,0.01080153766830566,0.04213999999999962,dqn,Synthetic,2718
clob,0.22236780611476775,0.22832947899902784,0.136445484731934,0.13305791109126683,dqn,Synthetic,2718
auction,0.046020570275996195,0.15239999999999976,0.006685872428398071,0.04064400000000009,dqn,Synthetic,314
clob,0.16035063532481877,0.17847980676630093,0.060751054105657454,0.06746613508443547,dqn,Synthetic,314
auction,0.05046368642710724,0.14229999999999973,0.008104268167578052,0.030449000000000007,dqn,Synthetic,42
clob,0.19350097122167503,0.20669638212763522,0.09620923301149208,0.09950181880005798,dqn,Synthetic,42
auction,0.04673792800153491,0.1349000000000009,0.006531111734934309,0.02992500000000038,dqn,Synthetic,577
clob,0.15854600353745607,0.17311908826856715,0.060896923741311414,0.06603555512945673,dqn,Synthetic,577
auction,0.055074553906366244,0.14070000000000046,0.010385810541104911,0.034593000000000124,dqn,Synthetic,7
clob,0.19724908894586016,0.20623667943565557,0.10179870934720685,0.10335806592165672,dqn,Synthetic,7
auction,0.04739015962072475,0.13799999999999965,0.009491719438400496,0.03354199999999984,dqn,Synthetic,811
clob,0.17614437371219352,0.18819727058296898,0.08907056710041525,0.09079052243348018,dqn,Synthetic,811
auction,0.042837159909435416,0.11460000000000119,0.005213059570325735,0.021696000000000423,dqn,Synthetic,99
clob,0.1384821681732939,0.15215735821165943,0.044508734899258925,0.04825239474125332,dqn,Synthetic,99
auction,0.046059315980651584,0.1346000000000002,0.006600895239055961,0.029058000000000223,sac,Synthetic,123
clob,0.18122097821798985,0.19226849635079865,0.08871078301121596,0.09110977222971005,sac,Synthetic,123
auction,0.05262568390347403,0.14489999999999933,0.009602595320020226,0.03668299999999991,sac,Synthetic,1618
clob,0.18308440552849173,0.1972577538281412,0.07940867403047441,0.08526864937913256,sac,Synthetic,1618
auction,0.04226333019458425,0.14430000000000018,0.0048582773081894464,0.03257100000000026,sac,Synthetic,2024
clob,0.1883417696803094,0.20215214703571047,0.08731938728954773,0.09332820736195789,sac,Synthetic,2024
auction,0.057749973017514035,0.1604999999999995,0.010373498396942252,0.042300999999999964,sac,Synthetic,2718
clob,0.22390400283292666,0.2294274113241907,0.1387925280207363,0.13499954828047994,sac,Synthetic,2718
auction,0.04687390360932917,0.14969999999999967,0.006960082853040601,0.03962700000000007,sac,Synthetic,314
clob,0.16246016046637166,0.17995043147396225,0.06195307215324081,0.06842620135641081,sac,Synthetic,314
auction,0.04990476512885313,0.14309999999999984,0.00788485261764197,0.03082500000000001,sac,Synthetic,42
clob,0.19278189366605164,0.2061733416544981,0.0958362940307648,0.09920000835524258,sac,Synthetic,42
auction,0.046285975013140884,0.13290000000000088,0.0062278771306041,0.02891100000000034,sac,Synthetic,577
clob,0.1596372230397524,0.17367160685044078,0.06191953681162444,0.06679711997275765,sac,Synthetic,577
auction,0.054784202789793374,0.13880000000000078,0.010585180401355873,0.03363800000000027,sac,Synthetic,7
clob,0.19689269625942352,0.20560300500889128,0.10202282129341608,0.10336567946314411,sac,Synthetic,7
auction,0.047142461772676565,0.13870000000000016,0.00797173035949444,0.033348999999999955,sac,Synthetic,811
clob,0.17859583902583032,0.18999585472065111,0.0893802019252627,0.09095338476117704,sac,Synthetic,811
auction,0.04193009354088992,0.11570000000000132,0.004837727881463687,0.02216300000000042,sac,Synthetic,99
clob,0.13876032392638452,0.152385049533913,0.04469876323667079,0.0485096590460029,sac,Synthetic,99
auction,0.04580423663865527,0.12960000000000033,0.006744404269344936,0.027236000000000163,td3,Synthetic,123
clob,0.18220661905977736,0.1926479449621185,0.08950294020629236,0.09157856875324465,td3,Synthetic,123
auction,0.05164891827369195,0.1418999999999998,0.009454504319202304,0.0356810000000001,td3,Synthetic,1618
clob,0.18208613048518285,0.19618506656581147,0.0790906717744809,0.08486637346455485,td3,Synthetic,1618
auction,0.04476427553757527,0.14500000000000055,0.005720361121545773,0.03289400000000023,td3,Synthetic,2024
clob,0.18504397721977625,0.19935390634633868,0.0835694348819295,0.09005724952047064,td3,Synthetic,2024
auction,0.058076639684181044,0.16009999999999974,0.01010956411567929,0.04291699999999983,td3,Synthetic,2718
clob,0.22248144865919964,0.2284185192458668,0.13472127196727857,0.13159788776707151,td3,Synthetic,2718
auction,0.047360570275995675,0.1500000000000001,0.007097988321475492,0.04001400000000026,td3,Synthetic,314
clob,0.16160891839499347,0.1792572824566464,0.061353825632047033,0.06789542080934374,td3,Synthetic,314
auction,0.050078098462186284,0.14240000000000005,0.007865726282739223,0.03059600000000007,td3,Synthetic,42
clob,0.19302398624283498,0.20609747975300954,0.09562339538391282,0.09894718698712504,td3,Synthetic,42
auction,0.04600090609680572,0.1333000000000008,0.006268235324107723,0.02925300000000023,td3,Synthetic,577
clob,0.15969071320746367,0.17388495262141654,0.062096340431163494,0.06700015694165139,td3,Synthetic,577
auction,0.05428420278979321,0.14020000000000063,0.009865611296405594,0.034096000000000286,td3,Synthetic,7
clob,0.1961690884375359,0.20515261028874648,0.10047339509579306,0.10203334326686823,td3,Synthetic,7
auction,0.04750316767705221,0.13910000000000022,0.00934548632343183,0.03382899999999994,td3,Synthetic,811
clob,0.17672441132758604,0.1887481041043994,0.0891364623759714,0.09075812883818538,td3,Synthetic,811
auction,0.04227884990049799,0.11430000000000146,0.005043684689601653,0.021949000000000506,td3,Synthetic,99
clob,0.1388544235871257,0.15241501488438414,0.04473227334348428,0.04852901975788319,td3,Synthetic,99
