run,seed,pnl,objective,opening_inventory,clearing_gap,strategic_price_displacement,final_inventory,auction_quantity
ddpg_paper_actor,941637108,-16.185908528719708,-16.573268810987077,0.06867254201688411,0.01999999999999602,-0.010000000000005116,-6.223827457982503,6.292499999999421
ddpg_paper_actor,1636696007,48.27317995872713,48.27151013535667,0.0001801311801727934,-0.07000000000000739,0.0,-0.40863472325030686,0.4088148544304628
ddpg_paper_actor,1042648672,13.64941217993568,13.639982873595546,0.9860461544198245,-0.23999999999999488,0.0,0.9710461544198071,0.015000000000000568
ddpg_paper_actor,385688959,-19.05235845464899,-19.06677446762586,0.963714781248612,-0.21999999999999886,0.0,1.200667021986995,-0.23695224073839538
ddpg_paper_actor,894371145,31.03734143306289,29.954056467830423,0.06273698679687811,0.020000000000010232,-0.009999999999990905,-10.408097641896257,10.470834628693128
ddpg_paper_actor,1033804152,27.84586820927888,27.84549396685393,0.7194777848014127,0.1700000000000017,0.0,0.19345346338292013,0.5260243214184983
ddpg_paper_actor,175432,34.240103140044084,34.23459870554194,0.25058123745488103,0.28999999999999204,0.0,-0.7419187625438717,0.9924999999987811
ddpg_paper_actor,2088018535,5.564145979002205,5.563083918800845,0.9408926512458891,-0.12999999999999545,0.0,0.3258926512458338,0.6150000000000659
ddpg_paper_actor,934906098,12.189786967799591,11.590562835792705,0.17154313403807464,0.060000000000002274,-0.009999999999990905,-7.74095686596229,7.912500000000346
ddpg_paper_actor,974530509,17.871959002748554,13.08054397527785,0.5446503200923871,0.030000000000001137,-0.010000000000005116,-21.889301102298134,22.433951422390514
ddpg_paper_actor,1808942885,-31.92233521429554,-32.20018101180046,15.951108019239825,0.09000000000000341,-0.01999999999999602,5.27110801923962,10.680000000000188
ddpg_paper_actor,1476250514,16.61327341006654,16.608536100488323,0.70171883810346,0.5600000000000023,0.0,-0.6882811618966267,1.3900000000001071
ddpg_paper_actor,359707709,9.028201995498865,9.027811105799936,0.9032761683575217,-0.09999999999999432,0.0,0.19770930654081598,0.7055668618166897
ddpg_paper_actor,856896044,2.726058792526732,2.7243370931135007,0.4149336589421324,-0.030000000000001137,0.0,0.4149336589421466,0.0
ddpg_paper_actor,477028847,15.458159103839135,15.455323329555927,0.5325198853758053,0.009999999999990905,0.0,0.5325198853758168,0.0
ddpg_paper_actor,2091387315,-35.43168416654889,-36.58585894477388,27.62325266493025,0.07000000000000739,-0.030000000000001137,10.743252664928768,16.880000000001473
ddpg_paper_actor,600114455,8.656547372760498,8.653467557006156,0.5549608773907266,0.12000000000000455,0.0,0.5549608773907195,0.0
ddpg_paper_actor,130407267,16.465135655404083,16.457944412550074,0.848011960647284,-0.2600000000000051,0.0,0.8480119606472813,0.0
ddpg_paper_actor,1707786086,10.530244844319837,10.530057542017271,0.6127253111031052,-0.10000000000000853,0.0,0.13685843144105092,0.4758668796620543
ddpg_paper_actor,1234640717,12.850371843531029,12.850247065324442,0.6695391874367829,-0.11999999999999034,0.0,0.11170416580704212,0.5578350216297479
ddpg_paper_actor,547092092,6.419810817580583,6.419406498264048,0.20107692968973367,-0.21999999999999886,0.0,0.2010769296897299,0.0
ddpg_paper_actor,129130662,22.851405105076832,22.843549992625146,0.9012907227137816,-0.12999999999999545,0.0,0.8862907227137722,0.015000000000007674
ddpg_paper_actor,869874735,34.600849167745764,32.926287270152244,9.769513542398911,0.0,-0.01999999999999602,-12.940486457600878,22.7099999999998
ddpg_paper_actor,2659191,18.497785050340084,18.497415934701806,0.20787617579287598,-0.07000000000000739,0.0,-0.1921238242070884,0.39999999999997726
ddpg_paper_actor,1388619451,3.6786791891850736,3.6737825365697803,0.7402391397559,-0.060000000000002274,0.0,-0.6997608602439414,1.4399999999998272
ddpg_paper_actor,1896247783,17.53470157044327,17.534677742734335,0.04881363430169472,0.0799999999999983,0.0,0.04881363430166985,0.0
ddpg_paper_actor,1565021161,-5.761216707828979,-5.762760543212655,0.5622061547469599,-0.23000000000000398,0.0,0.3929167066537971,0.1692894480931881
ddpg_paper_actor,1254099581,12.295944148276249,10.7285353096606,0.5228800432472411,-0.009999999999990905,-0.01999999999999602,-12.519619956754475,13.042500000001716
ddpg_paper_actor,319884394,23.39931490638446,23.386798397944805,0.6620912979083897,0.21000000000000796,0.0,-1.1187720250191928,1.7808633229275816
ddpg_paper_actor,257706682,10.085046929541932,9.358176256920874,12.510671074003454,0.4399999999999977,-0.010000000000005116,8.525671074003835,3.984999999999573
ddpg_paper_actor,587003630,8.282000160667405,8.273928198436925,0.9354055818800475,-0.15000000000000568,0.0,0.8984409958634028,0.03696458601663944
ddpg_paper_actor,653436395,22.96908122213307,22.96563577989615,0.5869788954401542,0.3100000000000023,0.0,0.5869788954401791,0.0
ddpg_paper_actor,823497974,14.617763287193156,10.95665027751602,0.9040654503151302,0.09999999999999432,-0.010000000000005116,-19.134035145983024,20.038100596298168
ddpg_paper_actor,613839703,-18.628523457588017,-20.20401217559759,0.6175663273937175,-0.03999999999999204,-0.009999999999990905,-12.551847346146202,13.169413673539928
ddpg_paper_actor,740004418,22.724252072455783,22.34906595372976,0.2116273112215339,0.21999999999999886,0.0,-6.12524382148191,6.336871132703436
