run,paths,original,transferred,improvement,improvement_se
late_auction881,512,-0.14806419835025975,0.08521287994587197,0.23327707829613173,0.0772477553179868
transfer853,512,-0.11650809646285376,0.2105813123098392,0.32708940877269294,0.0933788068535201
transfer929,512,-0.219585363771405,0.37780468776519754,0.5973900515366026,0.10446210218385558
transfer_smoke853,2,0.02837300049768138,0.05719683641513991,0.028823835917458525,0.005292277681858712
