run,phase,max_absolute_q,max_loss,all_finite,final_objective,final_objective_se,extra_auction_updates,extra_clob_updates
frozen_stress929,auction,40.415985107421875,2.114537239074707,True,1.3384525801508975,5.525158268953598,20000,60000
frozen_stress929,clob,68.02766418457031,19.93907928466797,True,1.3384525801508975,5.525158268953598,20000,60000
one_step_stress947,auction,64.04335021972656,4.134641170501709,True,-4.294175940256174,4.522390290343743,20000,60000
one_step_stress947,clob,58.05146408081055,4.202853202819824,True,-4.294175940256174,4.522390290343743,20000,60000
