run,phase,q,mc,q_error
cat811_ln,auction,0.8911840020611028,0.46786676130049987,0.423317240760603
cat811_ln,clob,3.0919901216935477,1.6579081575693717,1.434081964124176
cat811_v18,auction,-2.270119597262237,-9.122522741222417,6.852403143960179
cat811_v18,clob,1.9708712588835975,-13.44081158949839,15.411682848381988
