algorithm,seed,before,after,change,change_lo,change_hi
ddpg,628,8.24390534096192,9.342979589115835,1.0990742481539133,0.3728230675150906,1.7755528615395824
ddpg,8841,10.99555689840649,11.283733180948246,0.2881762825417566,0.07300243402449129,0.5296963442311692
td3,628,8.152051579849212,9.792577316466692,1.6405257366174801,0.6972780551840378,2.7871529439295117
td3,8841,11.252561652828842,11.275825642843808,0.023263990014964334,-0.11055737066830214,0.1529593281093399
