phase,h_ae,mid_ae,h_se,mid_se,algorithm,market,seed
clob,0.11571194305499752,0.13230331444449075,0.02869457595850662,0.032799464477574404,sac,CAT,811
auction,0.034106251890915484,0.11379999999999836,0.002542040280401039,0.02148399999999953,sac,CAT,99
clob,0.11021920784488856,0.12703826647615687,0.025967354887353366,0.030594367368820565,sac,CAT,99
auction,0.028297291685113496,0.1028000000000004,0.00241599280498959,0.017696000000000146,sac,GOOGL,123
clob,0.07789394028436986,0.09681757781496973,0.013365347953546491,0.017497518991453596,sac,GOOGL,123
auction,0.025176199039476977,0.10100000000000062,0.0014170017195364159,0.014842000000000093,sac,GOOGL,1618
clob,0.07496562389589773,0.09349972561611733,0.010268073327068557,0.014667254876485757,sac,GOOGL,1618
auction,0.030016315124178194,0.11280000000000097,0.0025306360705416807,0.02071200000000025,sac,GOOGL,2024
clob,0.0946403312022567,0.11209254680983012,0.018715879553225904,0.022813991635002178,sac,GOOGL,2024
auction,0.02575571075137018,0.1234000000000007,0.0017159939273111793,0.024066000000000337,sac,GOOGL,2718
clob,0.08822121522823528,0.10669653460527703,0.014228760343138887,0.019356471632752156,sac,GOOGL,2718
auction,0.023891222076852955,0.09020000000000092,0.001208275107116857,0.014160000000000254,sac,GOOGL,314
clob,0.07506272029928768,0.09466406491061377,0.010014779069499092,0.014975336700873261,sac,GOOGL,314
auction,0.024705159707766596,0.09080000000000123,0.0014546219378840633,0.012560000000000147,sac,GOOGL,42
clob,0.08103694197667359,0.09744151024908479,0.013511190513676174,0.017624571891279972,sac,GOOGL,42
auction,0.02809548547222005,0.09840000000000057,0.0029182298677827706,0.015828000000000154,sac,GOOGL,577
clob,0.07600414929675424,0.093702170069797,0.01077989612887794,0.014892384422517833,sac,GOOGL,577
auction,0.024790780560746354,0.10360000000000123,0.0015460768544348256,0.01596000000000034,sac,GOOGL,7
clob,0.0761682462412836,0.09431957147920614,0.010615568733211981,0.0148569170130107,sac,GOOGL,7
auction,0.026921431720971743,0.10010000000000058,0.0024863388622721107,0.01755100000000008,sac,GOOGL,811
clob,0.08626538557484052,0.10472506281582714,0.016675597877992776,0.020993753355425287,sac,GOOGL,811
auction,0.027717487243840145,0.10260000000000101,0.001640298026181475,0.017846000000000296,sac,GOOGL,99
clob,0.07836901716300947,0.09614960464189495,0.010993389905467383,0.015331633609705938,sac,GOOGL,99
auction,0.03338982195113699,0.14730000000000115,0.0031383810913951475,0.028795000000000615,sac,JPM,123
clob,0.11212879498021701,0.12865727291568677,0.02386474281784276,0.027918524953873942,sac,JPM,123
auction,0.0333085244109647,0.1387000000000013,0.002323609186305176,0.025701000000000595,sac,JPM,1618
clob,0.11473200681320561,0.13149923058519014,0.023662730244359872,0.02765663899922249,sac,JPM,1618
auction,0.03727178397375938,0.13620000000000185,0.0035187662320570645,0.027052000000000753,sac,JPM,2024
clob,0.1271414188586872,0.1416783738266336,0.03119264629081315,0.034086967498242686,sac,JPM,2024
auction,0.03517690800514037,0.15800000000000178,0.002502893507311032,0.03434400000000064,sac,JPM,2718
clob,0.11638134585162381,0.13835946621836348,0.024318119653258963,0.030011950390119613,sac,JPM,2718
auction,0.032118030501322496,0.1405000000000012,0.0021133304421322376,0.026343000000000637,sac,JPM,314
clob,0.10902118408189956,0.12890228453320582,0.02164651898741764,0.026340487719868154,sac,JPM,314
auction,0.032202457057376184,0.14490000000000192,0.0021832188159459707,0.02575300000000074,sac,JPM,42
clob,0.11694711189935057,0.13373168882456887,0.024605287029798795,0.02902721573990624,sac,JPM,42
auction,0.03511324850700857,0.1449000000000012,0.003593034201795205,0.028107000000000465,sac,JPM,577
clob,0.11399235814133746,0.12962678742819608,0.024011933498652382,0.027669233114380107,sac,JPM,577
auction,0.03306324545113694,0.14710000000000018,0.0023796696879458653,0.030103000000000234,sac,JPM,7
clob,0.11215680956125502,0.13287601905227472,0.022191634466578916,0.027722010241109252,sac,JPM,7
auction,0.03523219746735435,0.15210000000000118,0.0028734488137432067,0.030701000000000474,sac,JPM,811
clob,0.12922150459874343,0.1458057594075792,0.031047447311488733,0.03489859958835024,sac,JPM,811
auction,0.03538724009086652,0.15450000000000141,0.002489063740296901,0.030893000000000625,sac,JPM,99
clob,0.11389912482855827,0.13343218387480577,0.022975257036499573,0.028433453194344458,sac,JPM,99
auction,0.03831469797598465,0.17099999999999935,0.003393148494128395,0.03884399999999932,sac,MSFT,123
clob,0.12032493454640435,0.14154883549612804,0.031434506319410735,0.03928800783189603,sac,MSFT,123
auction,0.03689787757785088,0.16720000000000051,0.0032092435598491532,0.036861999999999916,sac,MSFT,1618
clob,0.1278817587255515,0.14869376468906587,0.03368551177354903,0.04157223105764686,sac,MSFT,1618
auction,0.03740322487919904,0.15330000000000052,0.0037321902152809873,0.034102999999999904,sac,MSFT,2024
clob,0.1241263411780376,0.14408790496252302,0.03254041588294761,0.04020216466185028,sac,MSFT,2024
auction,0.04383584166830826,0.15920000000000198,0.0048327959306003615,0.03415400000000034,sac,MSFT,2718
clob,0.13421785329220845,0.1573138290663901,0.03730217185544055,0.04736967090187462,sac,MSFT,2718
auction,0.04252622515081019,0.14480000000000084,0.004883985043234242,0.030091999999999803,sac,MSFT,314
clob,0.12118006323984595,0.142882868704319,0.03074244559039445,0.03949794775690357,sac,MSFT,314
auction,0.04361456221614213,0.15709999999999946,0.004603128622892316,0.03390699999999922,sac,MSFT,42
clob,0.12183477015333725,0.1430100805839103,0.03127718167544251,0.03997920834217097,sac,MSFT,42
auction,0.03662764687981541,0.17080000000000037,0.004384892508922436,0.04040399999999967,sac,MSFT,577
clob,0.11718282644756299,0.14046959595739975,0.030932563515734163,0.03965094130696318,sac,MSFT,577
auction,0.05075009482222605,0.14149999999999988,0.007670424739474058,0.02975899999999965,sac,MSFT,7
clob,0.13863787642733194,0.1589011891903893,0.04166852073255769,0.05103306745633441,sac,MSFT,7
