split,phase,raw_ae,raw_se,mid_ae,mid_se,calibrated_ae,calibrated_se
train,auction,0.03671597089759126,0.0037183271719780464,0.12750000000000003,0.025917968750000023,0.03671597089759126,0.0037183271719780464
train,clob,0.14015124644621435,0.044014227915692386,0.13855071081003706,0.03864321152561775,0.11988861176510501,0.033256942030838114
validation,auction,0.03695970876895659,0.0037791554196399905,0.1323828124999987,0.02769335937499962,0.03695970876895659,0.0037791554196399905
validation,clob,0.1023955049453115,0.01852034902204604,0.12051887687345872,0.024206137355340593,0.09599715258902837,0.016187596633995976
