split,phase,raw_ae,raw_se,mid_ae,mid_se,calibrated_ae,calibrated_se
train,auction,0.03671597089759121,0.0037183271719779987,0.1275,0.02591796875000002,0.03671597089759121,0.0037183271719779987
train,clob,0.13998485581138315,0.04394095885742132,0.13816718246636286,0.0384340544674784,0.11959382403583424,0.03311101014480425
validation,auction,0.03695970876895654,0.003779155419639942,0.13238281249999867,0.027693359374999612,0.03695970876895654,0.003779155419639942
validation,clob,0.10167408738069307,0.018159278478340597,0.12041953034625458,0.02415285066345909,0.09565833564812871,0.01602642207344942
