episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
54,35.87171893260861,35.86939794235295,35.475668681669994,6.087820904778215,0.0,-29.38784777689177,-0.3939551156807539,0.0002258549999999015,0.496715549220454,0.48176656750563523,0.014948981714818784,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,12.435384432474772,39.0,0.00019792618661593412,0.00019792618661593412,6.010851456568791,-0.08943572248283185,1.1768398168186347,30.0,0.00019792618661593412,0.00019792618661593412,2.307944436868032,-0.2852925459543864
55,17.54694822776009,17.546732999802167,17.546281784803508,-0.6895599970891672,0.0,-18.23584178189267,0.0,-0.0004512150000000883,0.10189983532345082,0.14670649539966862,-0.04480666007625335,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,13.4786972510509,39.0,0.000196407686276246,0.000196407686276246,6.892417828241984,-0.12375761466100813,1.2744902397195499,30.0,0.000196407686276246,0.000196407686276246,2.2048616101344427,-0.29998678267002105
56,30.156594175175634,17.239143529527617,17.2775106295287,-8.556279793281083,-8.881784197001252e-16,-25.83379042280979,0.0,0.03836709999999785,40.25123430338286,35.94085508950506,4.310379213877787,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,11.61567735671997,29.0,0.0001949008359527637,0.0001949008359527637,6.05999546215452,-0.15842064217265164,1.23714042827487,30.0,0.0001949008359527637,0.0001949008359527637,2.605089944601059,-0.2927943522731463
57,13.244348528661373,13.238060006829551,12.15422980942435,-12.247356945929806,0.0,-24.40158675535416,-1.0836296373994543,-0.00020055999999999574,0.7655020070480703,0.7930020070480546,-0.027499999999999858,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,13.350649629320417,42.0,0.00019340554626593685,0.00019340554626593685,7.266654088383629,-0.1549475323408842,1.410039526845018,30.0,0.00019340554626593685,0.00019340554626593685,2.650395108262698,-0.31459867060184477
58,4.885232332525338,4.881938355000332,3.9795671501681866,-4.237688241653808,0.0,-8.217255391821999,-0.9022208748305331,-0.0001503300000000769,0.5589318361100339,0.5739318361100434,-0.015000000000007674,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,12.545977258682251,50.0,0.00019192172852193978,0.00019192172852193978,6.5711120510101315,-0.16263705164194106,1.6121936892469724,30.0,0.0001919217285219398,0.0001919217285219398,2.8874692738056185,-0.2807306716839472
59,2.185392219302579,2.1555676301711464,2.1758439551708437,-1.5317936597949553,0.0,-3.707637614965795,0.0,0.020276324999998846,0.4456231873506482,-1.7269797083762373,2.1726028957269183,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,11.247963986745695,41.0,0.00019044929470741072,0.00019044929470741072,6.227333400307632,-0.1570118593406819,1.5869445256888866,30.0,0.00019044929470741072,0.00019044929470741072,2.669189629952113,-0.3271617571512858
60,-3.087222682340274,-3.0885606787695434,-3.0879600787680594,-3.706187942775183,-6.938893903907228e-18,-0.6182278640071237,0.0,0.0006006000000000232,0.40578633507409734,0.3657863350740804,0.03999999999999204,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,13.424098378136044,42.0,0.000188988157484231,0.000188988157484231,7.145358352434068,-0.13695098810075296,1.0346984167893727,30.0,0.00018898815748423097,0.00018898815748423097,2.2750743130842843,-0.3098762075106303
61,-5.2086602197495955,-5.21025501232982,-7.891839320564917,1.6335659377100622,-1.3877787807814457e-17,9.525405258274985,-2.6819342732415805,0.0003499650000000366,0.4343485420312305,0.39934854203121617,0.035000000000003695,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.749414097179066,44.0,0.00018753823018434463,0.00018753823018434463,7.219359820539301,-0.13641019648110325,0.9681283615529537,30.0,0.00018753823018434463,0.00018753823018434463,2.078435775637627,-0.3084139049053192
62,-5.886212828196818,-5.890316427919831,-6.047912787433432,0.3428917448562923,0.0,6.390804532289722,-0.1543720045142436,-0.0032243549999997675,0.3755934532145062,0.6405934532144477,-0.2649999999999473,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.848305270785378,42.0,0.0001860994268046179,0.0001860994268046179,7.216227304367792,-0.17652832734442891,1.4368667955199876,30.0,0.0001860994268046179,0.0001860994268046179,3.3030321478843687,-0.32143467863400776
63,22.27732523176295,22.27657817265224,22.251890860470912,14.637648000843228,0.0,-7.614242859627674,-0.02818521217830039,0.0034978999999997996,0.07413363081278135,-0.2733238208998156,0.3474574517125934,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,4.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.161673717009716,39.0,0.00018467166200173744,0.00018467166200173744,7.279026263799423,-0.1700748436545071,1.359828944504261,30.0,0.00018467166200173744,0.00018467166200173744,2.6881843487421673,-0.3463742583990097
64,-27.703603511623776,-27.72732861994674,-28.5935534893146,32.89959918568917,-2.6645352591003757e-15,61.49315267500378,-0.8888649943715734,0.022640124999999376,0.7376237277165387,-1.5402956963831622,2.2779194240996854,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,11.499467475994214,37.0,0.00018325485108714856,0.00018325485108714856,6.584448511536057,-0.23432738569221997,1.3641347716252008,30.0,0.00018325485108714856,0.00018325485108714856,2.7573551634947457,-0.3086021771033605
65,22.00435118763869,22.00363672254699,21.774717919313737,1.9585771085712138,1.1102230246251565e-16,-19.81614081074253,-0.23444025323716744,0.005521449999999685,0.8035183883257417,0.26729479824710245,0.5362235900786073,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,11.15882864404232,47.0,0.00018184891002203166,0.00018184891002203166,7.220167002779372,-0.25671338451945264,1.4478058810035388,30.0,0.00018184891002203166,0.00018184891002203166,3.5301605820655824,-0.33050188720226287
66,14.897708702251023,14.896572030029748,14.3615255928879,2.9683278591033027,0.0,-11.393197733784596,-0.5382003346430224,0.0031538974999994083,0.5621456986638407,0.3371456986638508,0.22500000000000142,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,10.599008440971375,44.0,0.00018045375541231749,0.00018045375541231749,7.159125739877874,-0.2879026945341717,1.3196626722812652,30.0,0.00018045375541231749,0.00018045375541231749,3.0422679046789805,-0.3121742159128189
67,-51.70872685038831,-51.71176304121611,-52.81208407207981,18.045652163076173,-2.220446049250313e-16,70.857736235156,-1.1067827383627389,0.006461707500000245,0.9135164088116738,0.5510164088116142,0.3625000000000824,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.742720758914947,40.0,0.00017906930450374052,0.00017906930450374052,6.884705853462219,-0.270652574300766,1.2880143433809281,30.0,0.00017906930450374052,0.00017906930450374052,3.2935937960942585,-0.29905523359775543
68,-53.765905513040956,-53.76906981678414,-53.761587066783704,-12.630345449588438,0.0,41.13124161719529,0.0,0.007482749999999572,0.037478556570391675,-0.5625214434296062,0.5999999999999872,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.508715874109512,39.0,0.0001776954751769305,0.0001776954751769305,6.825790765957954,-0.20284760296344756,1.2398913634320101,30.0,0.0001776954751769305,0.0001776954751769305,3.1362910012404126,-0.36396881739298503
69,7.976722205142287,7.976478300446513,7.949648214534542,1.4570408928546479,-4.163336342344337e-17,-6.4926073216799,-0.03171091591030972,0.004880830000000005,0.3202245321980115,-0.1561744843991359,0.47639901659716205,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.2127249551856,46.0,0.0001763321859425413,0.0001763321859425413,6.617630538733109,-0.33574315452057385,1.2889856316149235,30.0,0.0001763321859425413,0.0001763321859425413,3.4546457608540853,-0.3352685471375783
70,15.103836883599012,15.103714751682016,15.110151326680226,1.4349023522957762,-1.7763568394002505e-15,-13.675248974384449,0.0,0.006436575000000198,0.74959243730396,0.11051331005628584,0.6390791272476883,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,11.331523094421778,39.0,0.00017497935593641746,0.00017497935593641746,7.35735989228273,-0.2163676223472545,1.1575825770696004,30.0,0.00017497935593641746,0.00017497935593641746,3.1811384836832683,-0.3405575633049011
71,-5.345965327852143,-5.345966490759726,-5.5526472219574154,-17.781741399285583,3.469446951953614e-18,-12.229094177328161,-0.20693130619915223,0.0002505750000000214,0.03578381928132046,0.010783819281307228,0.02500000000000213,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,9.601523452334934,36.0,0.00017363690491479776,0.00017363690491479776,7.107554117838542,-0.3278647687079178,0.8373025265832742,30.0,0.00017363690491479776,0.00017363690491479776,3.156420025229454,-0.3608913163344065
72,-17.44328375475148,-17.443292593962674,-17.490061573957796,25.213291874618438,0.0,42.70335344857625,-0.04875637999424498,0.001987399999999888,0.18719750581647077,-0.02973081094385041,0.21692831676032828,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.777176892757415,40.0,0.00017230475324955523,0.00017230475324955523,7.055695986747741,-0.3514875203371048,1.2964550455411274,30.0,0.00017230475324955523,0.00017230475324955523,3.3584087550640107,-0.36606343189875284
73,-16.381184228278638,-16.382731099301242,-16.503423694574895,4.48633267935833,0.0,20.98975637393321,-0.12049269527219764,-0.0001999000000000313,0.3783028124238399,0.3933028124238387,-0.015000000000000568,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.06984960115873,39.0,0.0001709828219234744,0.0001709828219234744,7.207142884914692,-0.37093293145298956,0.9133090220391751,30.0,0.0001709828219234744,0.0001709828219234744,2.765117710828781,-0.31937678654988605
74,5.860531146221227,5.860524834355977,5.849014641411907,-2.6933274668617964,0.0,-8.542342108273706,-0.01223599044283219,0.0007257974999993408,0.04584586073929131,-0.025123425821794013,0.07096928656108,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,9.565475736345563,35.0,0.00016967103252556393,0.00016967103252556393,7.309541034698486,-0.4042545241468093,0.970801850159963,30.0,0.00016967103252556393,0.00016967103252556393,2.9438514173030854,-0.3424742341041565
75,-12.471773827326018,-12.476127892123332,-13.140799521054388,-1.9829449955567278,-3.469446951953614e-18,11.157854525497658,-0.6681709289333639,0.0034992999999998013,0.9398533774492535,0.6598533774493154,0.2799999999999443,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,10.47813466015984,34.0,0.00016836930724640594,0.00016836930724640594,7.494864660150864,-0.3700958963702707,1.0423640203972657,30.0,0.00016836930724640594,0.00016836930724640594,3.027683542172114,-0.35506954888502756
76,-13.688236557149503,-13.771142567708234,-14.51127742177737,10.89911864469468,5.551115123125783e-17,25.41039606647204,-0.7699303740635344,0.029795520000001748,0.3192336337978361,-2.8793403855524082,3.1985740193502776,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,9.55436871601985,39.0,0.00016707756887354052,0.00016707756887354052,6.630215161885971,-0.2714741125702858,1.1218876644968987,30.0,0.00016707756887354052,0.00016707756887354052,3.125643801689148,-0.36124979456265766
77,10.646061187308952,10.645757994237366,10.652165034236596,-7.852893781093027,0.0,-18.505058815329622,0.0,0.006407039999999863,0.465875598612314,-0.17412440138767327,0.6399999999999864,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.284165301412907,53.0,0.00016579574078688596,0.00016579574078688596,7.204022254583971,-0.39834654847016704,1.006226205577453,30.0,0.00016579574078688598,0.00016579574078688598,3.3305366675059003,-0.3381214916706085
78,12.236437992513006,12.232246108946256,12.232246108943656,0.5434934622691688,0.0,-11.688752646674486,0.0,-8.673617379884035e-19,0.6474475705993115,0.6474475705993399,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,2.0,0.0,2.0,10.635884335700501,47.0,0.00016452374695419386,0.00016452374695419386,7.362378353768206,-0.4101933265725772,0.924982433517774,30.0,0.00016452374695419386,0.00016452374695419386,3.1688626607259116,-0.3121512611707052
79,9.426509560645805,9.417089495602713,8.783914028879579,-3.9425563444948932,0.0,-12.726470373374468,-0.6334507142221355,0.00027524750000003416,0.9979244332278512,0.9705701954568718,0.027354237770984172,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,11.625360893166583,46.0,0.00016326151192653943,0.00016326151192653943,8.409856702970421,-0.3574599009817061,1.112180217107137,30.0,0.00016326151192653943,0.00016326151192653943,3.0150962591171266,-0.3593598335981369
80,0.24588930851822066,0.2413214049553576,-1.1598829349798803,13.358350923562382,0.0,14.518233858542263,-1.4037965399350583,0.002592199999999945,0.9033626756126552,0.6758626756126622,0.22749999999997783,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,9.427917557793695,37.0,0.00016200896083384592,0.00016200896083384592,7.095642360481056,-0.3636220229996575,1.0857923458019891,30.0,0.00016200896083384592,0.00016200896083384592,3.1793668429056803,-0.334741872549057
81,-13.005423355880092,-13.006428471340195,-13.448488041020237,24.506587197186114,-5.551115123125783e-17,37.95507523820635,-0.44827269467970154,0.006213124999999643,0.2420599330520048,-0.3170355595360408,0.559095492588042,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.907265822092691,45.0,0.00016076601938044396,0.00016076601938044396,8.094432163238526,-0.41560515567012457,1.205874688923359,30.0,0.00016076601938044396,0.00016076601938044396,3.1757017850875853,-0.4219800591468811
82,-0.05066865846674773,-0.19832137769413666,-0.3553866038656881,0.8471554080247975,-8.881784197001252e-16,1.2025420118904864,-0.19147451616984767,0.034409289999995006,0.36026742356519037,-3.8425605945435515,4.20282801810874,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.09587970532869,38.0,0.0001595326138406645,0.0001595326138406645,7.356428949456466,-0.48713909795409754,0.9487396411597728,30.0,0.0001595326138406645,0.0001595326138406645,3.358862896760305,-0.36618291834990185
83,-13.53212322014486,-13.542145777292934,-13.576172899245755,0.4218633185640083,0.0,13.998036217809771,-0.039946036956422404,0.005918915000000616,0.5186602180271223,1.001127222088936,-0.4824670040618245,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.60862643068487,44.0,0.00015830867105446586,0.00015830867105446586,6.863152027130127,-0.47003385492346506,1.2057723717143138,30.0,0.00015830867105446586,0.00015830867105446586,3.6167178293069204,-0.3598870565493902
84,9.393481833667465,9.377883814572728,8.715271616900608,4.13097122653946,0.0,-4.584300390361148,-0.6516187176745802,-0.010993479999998718,0.3889202974870045,1.2489202974864853,-0.8599999999994914,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.39279842376709,46.0,0.000157094118423094,0.000157094118423094,8.381315101747928,-0.4596698569214862,1.050516892472903,30.0,0.000157094118423094,0.000157094118423094,3.0997624437014264,-0.3389659211039543
85,-23.632482684576097,-23.63454092113115,-23.988269828133095,6.051625463808402,0.0,30.039895291941498,-0.3507404470005895,-0.002988460000000184,0.16867792045188423,0.45367792045189503,-0.28500000000000014,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,12.064721303827623,34.0,0.0001558888839047765,0.0001558888839047765,9.243750130428987,-0.4940119455842411,1.0144791573286056,30.0,0.0001558888839047765,0.0001558888839047765,2.9924230376879373,-0.3635022093852361
86,34.51954511106286,34.51144831873278,33.95860073787922,-9.514861648146416,0.0,-43.47346238602565,-0.5528475808567919,0.0,0.8998217784695015,0.8998217784695104,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.406945637294225,35.0,0.0001546928960104493,0.0001546928960104493,6.861024965558733,-0.45647068234050975,0.872509487469991,30.0,0.0001546928960104493,0.0001546928960104493,3.35086034933726,-0.3757811705271403
87,30.711004537040935,30.710714672216948,30.713963047215323,7.858307775264096,9.71445146547012e-17,-22.855655271951232,0.0,0.003248375000000279,0.5277541699894499,0.17025416998938603,0.35750000000004434,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.104908813129772,44.0,0.00015350608379951624,0.00015350608379951624,7.54913819919933,-0.5048354525457729,0.8051942522327106,30.0,0.00015350608379951624,0.00015350608379951624,2.631504547595978,-0.4093223333358765
88,27.690180543487717,27.68778009429953,27.687930559297936,-4.438361599168491,0.0,-32.126292158466406,0.0,0.0001504650000000057,0.5146293297007247,0.4899437914890503,0.024685538211665522,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.274053592430917,38.0,0.00015232837687564123,0.00015232837687564123,7.35421629955894,-0.46015540549629613,1.0794998327891032,30.0,0.00015232837687564123,0.00015232837687564123,3.0633535891771317,-0.40505488713582355
89,8.185034390918155,8.184301431626709,7.198423885462991,-5.919397849332688,0.0,-13.117821734795676,-0.9870805461601151,0.001203000000000046,0.39073220928534624,0.2707322092853821,0.12000000000000455,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,8.922594100236893,40.0,0.0001511597053825727,0.0001511597053825727,7.152142202854156,-0.46606310456991196,0.903698789079984,30.0,0.0001511597053825727,0.0001511597053825727,3.1791575233141582,-0.3560883402824402
90,3.8156733369323628,3.8114646083437878,2.9540616260274826,10.421801561961768,-6.938893903907228e-18,7.467739935934285,-0.8578036223181016,0.00040063999999999145,0.6834471646631073,0.6487471455486489,0.03470001911444376,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,9.091655254364014,35.0,0.00015,0.00015,6.681367690222604,-0.5245141386985779,1.14413311034441,30.0,0.00015,0.00015,3.544049032529195,-0.4055892844994863
91,-5.625320874973054,-5.632879681923347,-5.840102776088628,-10.115454005244878,0.0,-4.275351229156255,-0.20702270916319776,-0.00020038500000024544,0.9069139951882761,0.8694139951883031,0.03749999999997655,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.514231595126065,44.0,0.00014884919193944152,0.00014884919193944152,7.824214024977251,-0.49563955989750946,0.8929011628031731,30.0,0.00014884919193944152,0.00014884919193944152,3.0084435244401297,-0.37330447137355804
92,7.376355634620181,7.370492236522447,5.191513877378671,8.024239712661931,-6.938893903907228e-18,2.8327258352832563,-2.1793781191435926,0.0003997599999999192,0.8051449920860847,0.7657282871707024,0.03941670491535921,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077445225837904,39.0,0.00014770721294016467,0.00014770721294016467,7.95453831477043,-0.5573897636250446,1.1972452156245708,30.0,0.00014770721294016467,0.00014770721294016467,4.328274269898732,-0.34646995464960734
93,-1.811027888147888,-1.8139604322861196,-1.8139604322859288,-18.17640083259955,0.0,-16.362440400313627,0.0,0.0,0.5415296980066415,0.5415296980066362,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.844434022903442,40.0,0.00014657399526513687,0.00014657399526513687,7.816671776771545,-0.5338135093450547,0.6636148398121198,30.0,0.00014657399526513687,0.00014657399526513687,3.196518063545227,-0.45151530106862386
94,5.064262498036376,5.0586130055172704,5.036714126927859,-10.889256724772821,0.0,-15.92597085170068,-0.014392878588751046,-0.00750600000000064,0.22663106103370012,0.7516310610336565,-0.5249999999999488,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,11.336073850330553,38.0,0.00014544947169700768,0.00014544947169700768,8.378244745103936,-0.4900972498090644,0.6885767266154289,30.0,0.00014544947169700768,0.00014544947169700768,2.982224800189336,-0.43964045743147534
95,-32.28363205292687,-32.287108778700144,-32.31957393143787,2.1063423934581094,3.469446951953614e-18,34.42591632489598,-0.028903117734500938,-0.0035620350000001586,0.24213766613722498,0.589637666137274,-0.3475000000000108,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.755416766456936,46.0,0.00014433357553412176,0.00014433357553412176,8.2754618084949,-0.5448423779529074,0.96600927511851,30.0,0.00014433357553412176,0.00014433357553412176,3.723791601260503,-0.3995582312345505
96,-3.5071924202112568,-3.5111199655569587,-3.554954760679738,66.58123592789072,2.220446049250313e-16,70.13619068857048,-0.050863435121129896,0.007028640000000267,0.093298687914114,-0.6267013120858955,0.7200000000000273,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.948150375154283,45.0,0.00014322624058656249,0.00014322624058656249,7.936347224977282,-0.6153204117132269,0.5384639203548431,30.0,0.00014322624058656249,0.00014322624058656249,2.4489996413389843,-0.4398386696974436
97,25.03392594822336,25.027767339617572,24.159423993097946,-1.2563109765697025,0.0,-25.41573496966764,-0.8689455665193009,0.0006022199999999872,0.8297680297889798,0.7847680297889887,0.045000000000001705,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,9.69568228110289,39.0,0.00014212740117222579,0.00014212740117222579,7.97621321066832,-0.6145512493033158,0.9723249038060506,30.0,0.00014212740117222579,0.00014212740117222579,3.677845952908198,-0.43370217084884644
98,-3.4706549524089496,-3.507209130096026,-3.4661193725958714,3.689333772024028,0.0,7.155453144619899,0.0,0.04108975750000318,0.9305853134334399,-1.911914686566229,2.84249999999966,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38796216249466,40.0,0.00014103699211292427,0.00014103699211292427,7.892288476228714,-0.5776241779327392,0.7488898361722628,30.0,0.00014103699211292427,0.00014103699211292427,3.16542964776357,-0.43640321493148804
