setting,policy,env_seed,pnl,objective,auction_qty
synthetic,twap,965465730,1.1500000000050932,1.1500000000050932,0.0
synthetic,twap,1953490749,9.563260402142987,4.299592540894603,0.6274484109998474
synthetic,twap,1812834367,-10.561618908315722,-10.751463401414487,0.0
synthetic,twap,2057237114,15.849999999993088,15.849999999993088,0.0
synthetic,twap,905308394,-5.777452755983177,-5.777762790175203,0.9274212406036979
synthetic,twap,1107442890,25.499999999996362,25.499999999996362,0.0
synthetic,twap,1848589572,17.44796629677876,13.008770596200396,0.020337032287589832
synthetic,twap,1221086428,-15.200000000000728,-15.200000000000728,0.0
synthetic,twap,268333670,-48.900000000001455,-50.900000000001455,0.0
synthetic,twap,1136859353,17.049999999997453,16.549999999997453,0.0
synthetic,twap,1610430699,-35.79999999999745,-35.79999999999745,0.0
synthetic,twap,425407835,6.699999999998909,6.699999999998909,0.0
synthetic,twap,449245545,9.349999999998545,9.349999999998545,0.0
synthetic,twap,629899046,48.18910256409799,47.88330046021904,0.21794871794881487
synthetic,twap,1064960827,9.491952054795547,8.530086554701686,1.6130136986301125
synthetic,twap,1822710255,21.954674234162667,21.954674234162667,1.4786044570160204
synthetic,twap,622236922,-1.749999999998181,-1.749999999998181,0.0
synthetic,twap,722474854,-3.649999999999636,-3.649999999999636,0.0
synthetic,twap,522928946,49.100000000004,41.100000000004,0.0
synthetic,twap,323197707,53.350000000004,53.350000000004,0.0
synthetic,twap,1476032906,1.6499999999978172,-2.850000000002183,0.0
synthetic,twap,451288657,25.39999999999418,23.39999999999418,0.0
synthetic,twap,32568404,4.299999999999272,4.299999999999272,0.0
synthetic,twap,2111651868,5.350000000002183,5.350000000002183,0.0
synthetic,twap,1658564002,18.799999999995634,18.799999999995634,0.0
synthetic,twap,1894646862,-17.06732426029157,-17.067474325288924,0.9826757397067495
synthetic,twap,865924799,-18.94999999999709,-18.94999999999709,0.0
synthetic,twap,177424292,6.548227419414616,6.5475990110264,0.0
synthetic,twap,1709491107,-5.334178907125533,-5.596967144907669,0.5887849752079429
synthetic,twap,195690708,20.350000000000364,15.850000000000364,0.0
synthetic,twap,1499924103,31.399999999995998,31.399999999995998,0.0
synthetic,twap,1109817981,-8.850000000002183,-8.850000000002183,0.0
