setting,policy,env_seed,pnl,objective,auction_qty
historical,twap,2118141694,19.100000000000364,19.100000000000364,0.0
historical,twap,1424006637,0.1499999999996362,-12.350000000000364,0.0
historical,twap,1913317175,13.639643937467554,13.369011481087655,0.0
historical,twap,1768363633,0.5,0.5,0.0
historical,twap,448345066,1.1999999999989086,1.1999999999989086,0.0
historical,twap,1377524954,19.55853134795143,19.214601527401594,0.0
historical,twap,2027493763,-34.099999999998545,-34.099999999998545,0.0
historical,twap,790017967,15.449999999998909,15.449999999998909,0.0
historical,twap,1534695219,1.249999999994543,1.249999999994543,0.0
historical,twap,447527585,19.399999999997817,19.399999999997817,0.0
historical,twap,1361042713,1.5,1.5,0.0
historical,twap,1198686432,17.05000000000109,17.05000000000109,0.0
historical,twap,562256782,2.2000000000025466,2.2000000000025466,0.0
historical,twap,1430263864,21.749999999994543,21.749999999994543,0.0
historical,twap,1988024584,2.7000000000007276,2.7000000000007276,0.0
historical,twap,1699470363,20.19999999999709,20.19999999999709,0.0
historical,twap,1963472178,0.011284890462775365,-3.8370914322567256,0.0
historical,twap,1523897475,21.378006626939168,21.37780674741083,1.9800060244904116
historical,twap,1503589113,-32.14999999999782,-32.14999999999782,0.0
historical,twap,813073339,0.1499999999996362,-0.3500000000003638,0.0
historical,twap,1835625797,2.2999999999992724,2.2999999999992724,0.0
historical,twap,1065368540,-33.04999999999927,-33.04999999999927,0.0
historical,twap,130511148,17.149999999999636,17.149999999999636,0.0
historical,twap,908960744,19.776637987344657,19.765739084848043,0.6804005440458873
historical,twap,586518796,-25.577624156278034,-25.58244306907885,5.901827572090576
historical,twap,941591196,19.049999999997453,14.549999999997453,0.0
historical,twap,250590938,1.1499999999978172,0.6499999999978172,0.0
historical,twap,1530857305,19.898316564327615,19.898253587535415,0.9887770955451602
historical,twap,547603789,-33.49999999999636,-33.49999999999636,0.0
historical,twap,706167879,17.899999999999636,17.399999999999636,0.0
historical,twap,689568189,15.750000000001819,15.750000000001819,0.0
historical,twap,944504604,1.1699072028277442,-0.006597137429595001,2.466048018836744
historical,twap,779133594,17.15299342905928,16.711069886731575,0.0
historical,twap,298020478,19.450000000000728,19.450000000000728,0.0
historical,twap,685957300,-0.049999999997453415,-0.5404432455579304,0.0
historical,twap,764154057,-0.4514791024121223,-8.570244844007384,0.0
historical,twap,1040771040,-32.79999999999927,-33.29999999999927,0.0
historical,twap,425742929,-32.82176954623719,-33.851943099630496,0.0
historical,twap,410048416,14.94999999999527,14.94999999999527,0.0
historical,twap,701012576,0.15000000000509317,-1.8499999999949068,0.0
historical,twap,1847524681,1.6999999999989086,1.6999999999989086,0.0
historical,twap,2065104215,16.899999999999636,16.899999999999636,0.0
historical,twap,266999249,-35.29999999999745,-37.29999999999745,0.0
historical,twap,2037878581,0.4499999999970896,0.4499999999970896,0.0
historical,twap,1507450548,16.43477475063446,16.43046028869023,3.7576774027875435
historical,twap,1929806079,19.150531459399645,14.682362533621198,0.0
historical,twap,776648021,0.5999999999949068,0.5999999999949068,0.0
historical,twap,190165316,1.4499999999952706,1.4499999999952706,0.0
historical,twap,1762991532,-31.614311731716953,-31.614311731716953,4.464220670704947
historical,twap,353781601,20.149999999999636,20.149999999999636,4.0
historical,twap,1550581390,1.0088426332204108,1.0086967311902597,0.7313116458903121
historical,twap,1318414678,25.216348012238086,25.206451694324944,6.859313697090718
historical,twap,910482997,-31.599999999998545,-33.599999999998545,0.0
historical,twap,1013315373,25.745643911559455,25.74563844419475,3.865921087016979
historical,twap,203193518,-33.25000000000182,-33.25000000000182,0.0
historical,twap,2105103849,15.400000000001455,15.400000000001455,0.0
historical,twap,1967277198,-34.24152583247269,-34.586404784980736,0.0
historical,twap,627372269,-33.90296046641379,-34.46392266695745,0.0
historical,twap,1743826027,-32.85000000000218,-34.85000000000218,0.0
historical,twap,580403189,-34.599999999998545,-34.599999999998545,0.0
historical,twap,1991749064,-33.74999999999818,-33.74999999999818,0.0
historical,twap,832243325,-33.50000000000182,-33.50000000000182,0.0
historical,twap,1658647594,17.899999999999636,17.899999999999636,0.0
historical,twap,1418124226,20.850000000002183,20.850000000002183,0.0
historical,twap,1005943129,14.749999999998181,6.749999999998181,0.0
historical,twap,1279405884,-0.3999999999978172,-18.399999999997817,0.0
historical,twap,1042636236,-32.30000000000109,-32.30000000000109,0.0
historical,twap,1127525548,19.899999999999636,19.899999999999636,0.0
historical,twap,1749228258,-32.99999999999818,-32.99999999999818,0.0
historical,twap,761791963,17.150000000001455,17.150000000001455,0.0
historical,twap,1535699227,17.649999999999636,17.649999999999636,0.0
historical,twap,382047915,1.8499999999985448,1.8499999999985448,0.0
historical,twap,1397923752,-32.70000000000073,-32.70000000000073,0.0
historical,twap,1547442723,-33.46350095905291,-33.49995613811591,0.0
historical,twap,2046243638,16.75000000000182,16.75000000000182,0.0
historical,twap,1538882168,20.00000000000182,20.00000000000182,0.0
historical,twap,1308515861,-0.3500000000003638,-0.3500000000003638,0.0
historical,twap,1653866202,18.149999999997817,18.149999999997817,0.0
historical,twap,315460509,18.350000000000364,18.350000000000364,0.0
historical,twap,69600642,0.6061115815045923,-11.290200553481844,0.0
historical,twap,1413601158,-34.64999999999782,-35.14999999999782,0.0
