episode,pnl,objective,training_return,replay_return,potential_adjustment,loss_clob,grad_norm_clob,loss_auction,grad_norm_auction,setting,policy,clob_shaping,auction_shaping
22,29.493867073223377,29.466403257833647,29.677224008588915,29.67722400858893,0.0,0.0012143020934857,0.0169621476620111,0.00136586104054,0.024002008462468,synthetic,dqn,,
23,-37.11409492539606,-37.20916900150204,-37.55429384869445,-37.554293848694456,0.0,0.0011575552917848,0.014821736950479,0.001234557340817,0.0239530353126331,synthetic,dqn,,
24,-7.736177204470007,-7.73842390797393,-5.862685795793226,-5.862685795793224,-6.938893903907228e-18,0.001140082838722,0.0163770184825948,0.0013054966022117,0.0228990983361235,synthetic,dqn,,
25,18.85589818360204,18.55982514286808,15.440316747652547,15.440316747652538,0.0,0.0011711646485896,0.0180903843521505,0.0014521148315487,0.0244593872115589,synthetic,dqn,,
26,-41.64129082083964,-41.86187733482163,-43.663612702156215,-43.66361270215621,0.0,0.0012912411682869,0.0179919858258983,0.0015835253065093,0.027103706030175,synthetic,dqn,,
27,6.436010920949048,6.083056302816552,5.886179460239893,5.886179460239886,0.0,0.0012410959237188,0.0194143551601363,0.0015098368256496,0.0227682615200487,synthetic,dqn,,
28,-5.688416765894729,-5.770298571477643,-7.299522538260481,-7.299522538260483,0.0,0.0012842581076356,0.0206886927137942,0.0018014195240819,0.0265696330640751,synthetic,dqn,,
29,-26.429612685396208,-26.527932117359057,-27.496775462097983,-27.496775462097983,0.0,0.00143526338439,0.021259362053504,0.0018219599598803,0.0263157883802285,synthetic,dqn,,
30,15.351146390946084,15.318772519745314,19.266845268975857,19.266845268975857,-2.7755575615628914e-17,0.0012945165221865,0.0174014716624067,0.0016947409760457,0.0272597215998058,synthetic,dqn,,
31,9.711393413890615,9.456454686967025,14.921914686966394,14.921914686966396,0.0,0.001397366812987,0.0175658754897532,0.0019311617630032,0.0403586329104235,synthetic,dqn,,
32,35.72890113883986,35.54240760440062,34.532397604401794,34.5323976044018,0.0,0.0014309912854198,0.0184910932852738,0.001642247975374,0.025551419884253,synthetic,dqn,,
33,-48.51432376121702,-48.528233077579245,-48.28927304704625,-48.28927304704623,0.0,0.0016377075884711,0.0176646567047818,0.0017399202691964,0.0266460913520019,synthetic,dqn,,
34,23.84412629252074,23.815583893131382,23.53691389313373,23.53691389313374,0.0,0.0016820500523964,0.0205692599217096,0.0018334781992822,0.027000958744723,synthetic,dqn,,
35,16.780842441731146,16.529268028741807,19.383917318837646,19.38391731883765,0.0,0.0016964771562283,0.0236593681825872,0.001608269499579,0.0370886430789071,synthetic,dqn,,
36,-24.419690815742435,-24.661940210041863,-25.17081301939242,-25.17081301939242,0.0,0.0018141220823642,0.019186478046536,0.00160126310612,0.0354137579695536,synthetic,dqn,,
37,40.51859960694092,40.129249569551725,44.88350044026248,44.883500440262495,0.0,0.0018128706375136,0.0208844988008162,0.0015155076308963,0.0254989474868545,synthetic,dqn,,
38,31.68996936013427,31.677839111816475,35.75981493184406,35.75981493184406,0.0,0.0017718025263967,0.0205105520458287,0.0014089013991626,0.025668596705565,synthetic,dqn,,
39,7.371883587149931,7.194596985351206,6.580982680831683,6.580982680831675,0.0,0.001848594668283,0.0214312118031594,0.0014579410736377,0.0292115674640696,synthetic,dqn,,
40,-19.961691886372503,-20.346854130307808,-17.494012126242133,-17.494012126242136,0.0,0.0019592615770153,0.019708094293678,0.0014866523381967,0.0268729090547332,synthetic,dqn,,
41,-15.338445829938792,-15.675942429511789,-12.25730093679219,-12.25730093679219,0.0,0.0020191056057228,0.0238945369725115,0.001316461546454,0.0255977634627085,synthetic,dqn,,
42,43.99374748188311,43.81816971182675,43.8727372336897,43.87273723368969,0.0,0.0021392429404734,0.0229512422357673,0.0013126264160606,0.024824897901943,synthetic,dqn,,
43,-4.555184437491334,-4.576897937601981,-4.727862571167666,-4.72786257116767,0.0,0.0020044604599526,0.0204796383434252,0.0011760347025791,0.0242594550363719,synthetic,dqn,,
44,8.903458115228204,8.878780073718836,11.84568303374252,11.845683033742525,-6.938893903907228e-18,0.0021039520562182,0.0216591816195952,0.0011993555593877,0.0255658151581883,synthetic,dqn,,
45,8.557686732474394,8.188138806860763,8.639393210732244,8.63939321073225,0.0,0.0022564077995436,0.0262431960476383,0.0012500016600824,0.0276666944488309,synthetic,dqn,,
46,-13.180820528186814,-13.249268525454124,-12.750668525450848,-12.750668525450848,0.0,0.0021703545569575,0.0215261285459356,0.0012203071673866,0.0260968501321398,synthetic,dqn,,
47,16.35709449158712,15.907107040578008,18.51947239180259,18.519472391802605,0.0,0.0023308920972883,0.0223757389154451,0.0010963269406392,0.0267617718961376,synthetic,dqn,,
48,15.844841254861604,15.676306488725258,13.683250251171875,13.68325025117187,0.0,0.00211879819384,0.0238083836068458,0.0010355502286424,0.0211134414331844,synthetic,dqn,,
49,13.011493317877104,12.624127903337415,12.26466790333703,12.264667903337031,0.0,0.0020700090689176,0.0238287911354883,0.0009937629869315,0.0257754131363561,synthetic,dqn,,
50,20.688758587993657,20.50921066784627,20.327193249812428,20.327193249812428,0.0,0.0019556459446903,0.0207339346065725,0.000953477558841,0.0200801955249447,synthetic,dqn,,
51,-15.704823219633184,-15.763845791833957,-17.930712428399467,-17.930712428399467,0.0,0.0021349701306058,0.0243544835830107,0.0010153307185436,0.0225797608279838,synthetic,dqn,,
52,54.29566714066423,54.21178474380591,60.57214057788067,60.5721405778807,0.0,0.0021951072204329,0.0229019895951087,0.0009689835849432,0.0241875298177966,synthetic,dqn,,
53,13.94878818047655,13.612407015732982,13.303992450425032,13.303992450425037,0.0,0.0021880872690104,0.0238693536384336,0.0009197893400246,0.0215017161546991,synthetic,dqn,,
54,-2.2717516292796063,-88.75839046042837,-87.50158600972334,-87.50158600972333,0.0,0.0021363124303491,0.0201514669165793,0.0009570716848919,0.0238801682941042,synthetic,dqn,,
55,22.02566217365493,21.66573729190429,21.065437291905948,21.065437291905926,0.0,0.0029105532060687,0.0234399754036631,0.0009732023575522,0.0213818831655841,synthetic,dqn,,
56,46.71532817306142,-198.9697586006669,-187.35580651588333,-187.35580651588333,0.0,0.0033152575957618,0.0275027937436055,0.0008717144217091,0.0204099310347093,synthetic,dqn,,
57,24.610907262357795,24.515001133045367,40.69130963943321,40.69130963943323,-2.7755575615628914e-17,0.0133227841491645,0.045815737777683,0.0008976091003905,0.0238611791641093,synthetic,dqn,,
58,0.8271165645022833,-153.77601577163497,-152.250158922828,-152.25015892282812,0.0,0.0107654533492257,0.0426955898220722,0.0009842267228612,0.0236044887166756,synthetic,dqn,,
59,26.902771667332487,26.787153653297427,40.94846865330032,40.94846865330032,0.0,0.0134370696240924,0.0474723214700595,0.0009300160297873,0.0231721380797143,synthetic,dqn,,
60,-14.064122451783264,-14.077203888837587,-9.218997956388778,-9.21899795638878,0.0,0.0115177224690018,0.0416083341745072,0.0008577864321593,0.0244524170859501,synthetic,dqn,,
61,27.69762213061476,27.658870214618773,25.243384253385017,25.243384253385017,0.0,0.011679734213418,0.0420256524461589,0.0008500929039795,0.019047365989536,synthetic,dqn,,
62,0.0803090038196394,-0.0788147279827167,4.6449352720230745,4.644935272023073,0.0,0.0089756776561852,0.038813694231752,0.0008761254318345,0.0286001468507143,synthetic,dqn,,
63,32.864079401147684,32.86243415405466,48.151204154054795,48.151204154054795,0.0,0.0083171098266501,0.0351453387505702,0.0009333268904951,0.0298040544327635,synthetic,dqn,,
64,28.20322891431315,28.08888014540263,33.58950014540286,33.58950014540285,0.0,0.0100166396741234,0.0407112053568091,0.0009042408536725,0.0268790727624526,synthetic,dqn,,
65,20.22419468004882,20.143828053939483,31.31229950165896,31.31229950165896,0.0,0.0128741516683991,0.0497715663030205,0.0008909139164293,0.02416951674968,synthetic,dqn,,
66,23.609893040829046,23.37685342540967,25.59807927511932,25.59807927511934,0.0,0.0092168746927548,0.0396393213599716,0.0008819253103306,0.0235478634802767,synthetic,dqn,,
67,23.990015445334578,23.721661726029332,28.421341389733396,28.421341389733392,0.0,0.0106385467629997,0.0479722477354203,0.0008616137224285,0.0226090548989864,synthetic,dqn,,
68,36.66985106593965,36.49958217610699,46.55473639424733,46.55473639424732,0.0,0.0091085056936006,0.0388781283076645,0.0008724284237429,0.0322803923716911,synthetic,dqn,,
69,21.589144892697732,21.532378371646445,28.10092224810998,28.10092224810999,0.0,0.0082513262997107,0.0402319958214374,0.0008421807343928,0.0212641118022684,synthetic,dqn,,
70,37.027089581775726,37.02521574451178,55.39247095675442,55.39247095675441,0.0,0.0080008566433767,0.0415643360976078,0.0008614490350457,0.0217021271013296,synthetic,dqn,,
71,36.25357681912319,35.97418947255914,54.66367947255817,54.66367947255818,0.0,0.0108462680955343,0.0445970915080536,0.0009008244311329,0.0192812689615843,synthetic,dqn,,
72,57.86107909546081,57.37413970341439,55.83681499268005,55.836814992680054,0.0,0.0166755832291932,0.0619008055008533,0.0009089681843761,0.0245964312925934,synthetic,dqn,,
73,42.50390060758,42.41551968460724,57.69670747480321,57.69670747480322,0.0,0.0096986570200454,0.047659552568016,0.0008373618542324,0.0183125784477362,synthetic,dqn,,
74,43.530205441158614,43.52882576398322,48.9094987408435,48.90949874084352,0.0,0.0086758748717749,0.0449622421597058,0.0009038641739887,0.0244991636405197,synthetic,dqn,,
75,30.91685231871015,30.81279016522052,30.14622682105832,30.1462268210583,0.0,0.006943702972494,0.0392370264107982,0.0009268490337909,0.0323452174018781,synthetic,dqn,,
76,55.31306681435162,55.31016705074691,62.47564262049679,62.47564262049682,0.0,0.0070461526031916,0.0424340251957376,0.0008852011591303,0.0249182968400418,synthetic,dqn,,
77,20.917064961134745,20.82065895927525,20.409431552581054,20.40943155258108,0.0,0.0076223572515705,0.0429461000581519,0.0009157124396341,0.026858457399962,synthetic,dqn,,
78,-20.60905848449984,-20.781159526935117,-19.262957489702146,-19.262957489702146,0.0,0.0074175939398507,0.0435635087887446,0.0010095574476648,0.0312688908396432,synthetic,dqn,,
79,21.820485160944372,21.816656815653705,33.707176929373695,33.70717692937371,0.0,0.0076951820743628,0.0449430169967504,0.0010755180802124,0.03674627496646,synthetic,dqn,,
80,26.840689043442033,26.839982009715776,48.768017619260974,48.76801761926095,0.0,0.0075361728955264,0.042339862107414,0.0010117478332876,0.0252255222831781,synthetic,dqn,,
81,32.91561868410645,32.772142123061684,52.981492123062615,52.98149212306261,0.0,0.0085928565293381,0.0466129441717357,0.0009012638430039,0.0235758759439564,synthetic,dqn,,
82,39.37927054563333,39.3780712030853,60.446288656298115,60.446288656298115,0.0,0.0066682975148728,0.0403606769615325,0.0010641311572936,0.0279033782963569,synthetic,dqn,,
83,30.356924044666812,30.316731128714355,29.000564765659547,29.00056476565953,0.0,0.0095749138697126,0.0516483585627095,0.0012031854913892,0.0336335116209319,synthetic,dqn,,
84,14.169816064442784,14.161798614468754,26.99801954393127,26.99801954393128,-1.3877787807814457e-17,0.0078769486818957,0.0470180372365667,0.0012928545273518,0.0320592202389469,synthetic,dqn,,
85,40.10640889369097,39.79963575257007,55.47181722190163,55.47181722190164,0.0,0.0089828330617878,0.0564117163960491,0.0013204299791071,0.0352126374625815,synthetic,dqn,,
86,-6.466607539576217,-6.470557097995977,8.856864054743713,8.856864054743712,0.0,0.006384802411612,0.0448696926288621,0.0012871758327282,0.0327947466777494,synthetic,dqn,,
87,57.929393590576,57.63339690416701,58.69624927614447,58.69624927614445,0.0,0.0050461546717477,0.0425236632249185,0.0013171584152867,0.0328444511128159,synthetic,dqn,,
88,39.13989632683806,38.7901754600754,38.150175460075545,38.15017546007552,0.0,0.0067138431301813,0.0436046219297817,0.0012836849088601,0.0272152217534872,synthetic,dqn,,
89,-41.466885216108494,-41.66390360177907,-23.689304907345473,-23.68930490734549,0.0,0.0080079174507409,0.0506127466261386,0.0012876637181482,0.0383205322118905,synthetic,dqn,,
90,33.09904523757723,33.06627344051198,72.97941632614636,72.97941632614639,0.0,0.0069491812841303,0.0499283052368523,0.0012343728807396,0.032375539223162,synthetic,dqn,,
91,6.914116724760606,6.765342445412553,19.552569200121873,19.55256920012187,0.0,0.0075091802360917,0.048187643289566,0.0013871835119341,0.0300331766573855,synthetic,dqn,,
92,-34.1330641586228,-34.15207601054074,-34.18629808378083,-34.18629808378082,0.0,0.0074214199389182,0.048738048641362,0.0013653200943596,0.04746700450778,synthetic,dqn,,
93,64.70836158552265,64.70235416740218,87.84878416740312,87.84878416740304,0.0,0.0062923461516639,0.0543162096883096,0.0013786954984355,0.0432308342737647,synthetic,dqn,,
94,38.01390306151261,38.01218666294075,43.72398948741508,43.7239894874151,3.2526065174565133e-19,0.0083901670156741,0.057380949661358,0.0012684009808044,0.0286353249819232,synthetic,dqn,,
95,50.199848118340014,50.16633907313745,68.16782907313637,68.1678290731363,0.0,0.0087195439466639,0.0498476823170979,0.0013135863678494,0.0291521644864517,synthetic,dqn,,
96,53.166210135041545,53.10106129895511,69.49948599936128,69.49948599936128,-1.3877787807814457e-17,0.0080174180513978,0.0519160058207904,0.001274316009725,0.0359657206214391,synthetic,dqn,,
97,39.284192973580865,39.283925066340224,53.80933506633833,53.809335066338335,0.0,0.0067274917711097,0.0498777011600442,0.0012879161737286,0.0299830632642484,synthetic,dqn,,
98,36.923525967000025,36.89414467179186,51.58148467178979,51.58148467178977,0.0,0.0061242640917891,0.0487244093203789,0.0012719048267731,0.0269240446818562,synthetic,dqn,,
99,56.32394520693924,56.30240621484317,86.624041876847,86.62404187684702,0.0,0.0070278576541958,0.0513341936053006,0.0012291014695969,0.0302298192221384,synthetic,dqn,,
100,60.00052339755712,59.98581344998307,79.05028664628327,79.05028664628334,0.0,0.0068661559577265,0.0519113444327695,0.0011654243437358,0.0293455491415583,synthetic,dqn,,
101,-14.347314225311491,-14.648649970870608,-4.427779663937541,-4.427779663937542,0.0,0.0082765590930835,0.0608677841627445,0.0012207344429603,0.0326210928077881,synthetic,dqn,,
102,-11.109342313376692,-11.109414674386326,11.668136345527945,11.668136345527945,0.0,0.0067038479395057,0.0587516990936782,0.0012173460989008,0.0228971254008893,synthetic,dqn,,
103,-4.439565899690933,-4.536183217091608,11.452817687707253,11.45281768770725,0.0,0.0078633654459069,0.0572207015256087,0.001117818599316,0.0247154088619236,synthetic,dqn,,
104,41.30619186347904,41.298786724881616,54.63937041587947,54.63937041587946,0.0,0.0076128939266449,0.0571082464020167,0.0012455869806357,0.0286011984930015,synthetic,dqn,,
105,59.11885619546047,58.74601663982059,68.85125383664032,68.85125383664031,0.0,0.0053672025506212,0.0520279586407137,0.0013211967172817,0.0295786223947428,synthetic,dqn,,
106,59.1271790686842,58.80329378329688,67.96553378329583,67.96553378329584,0.0,0.0072470838455735,0.0594118932715138,0.0012277327097343,0.0252203095990877,synthetic,dqn,,
107,49.363089371061506,49.20681739496641,72.2126700781888,72.2126700781888,0.0,0.0089087204525842,0.0677947500565399,0.0012141135700333,0.0309186809552976,synthetic,dqn,,
108,-4.361762499040196,-4.458777372417295,-4.310793988082266,-4.310793988082265,0.0,0.0055019311223398,0.0528897657880888,0.0012070887896697,0.0269649346502354,synthetic,dqn,,
109,3.552957927792522,3.549809672857545,4.31405724472117,4.3140572447211705,0.0,0.0052544027712428,0.0561982763888822,0.001270365234142,0.0305997296952857,synthetic,dqn,,
110,54.714955572066174,54.5270830274548,64.70073302745648,64.70073302745655,0.0,0.0058125990547869,0.0600595858315346,0.0013410253539824,0.0342532874156649,synthetic,dqn,,
111,43.53034688214939,43.400843959351946,46.379243959352486,46.37924395935251,0.0,0.0056921449157765,0.0514265098335111,0.0012805368706512,0.0348270523648422,synthetic,dqn,,
112,18.598723063840225,18.58617803231158,59.66013397358514,59.66013397358512,0.0,0.0052035038376093,0.0507764012419751,0.0013500163689828,0.0321364735897917,synthetic,dqn,,
113,11.18332569254926,10.820086929641304,14.505204514929158,14.505204514929162,0.0,0.0075118996494685,0.063192188448037,0.001316905227633,0.0329051963411844,synthetic,dqn,,
114,52.17926077161246,52.14031916768159,78.54092261983155,78.54092261983153,0.0,0.0068350221227967,0.0563000096008181,0.0013941392938319,0.0321919358908557,synthetic,dqn,,
115,-11.973936398453224,-11.974207635607868,13.489021227920444,13.489021227920444,0.0,0.0068380678311695,0.060700419157542,0.0014403521557911,0.0344431435402769,synthetic,dqn,,
116,60.86796587441677,60.56588791823588,84.99413426776213,84.99413426776206,0.0,0.0077083991993575,0.0643123666156236,0.0014029691318193,0.0382926763536838,synthetic,dqn,,
117,2.3615988664238103,2.2285234673745844,40.544009405231854,40.54400940523183,0.0,0.0071331632340193,0.0644714599475264,0.0014502317465555,0.035091188055678,synthetic,dqn,,
118,26.227218481639284,26.214435940741215,58.38613859324418,58.38613859324422,0.0,0.0068767828648381,0.0633416948955,0.0014436147489155,0.0315600882212703,synthetic,dqn,,
119,57.22867916797077,57.03633453554069,77.29522502029306,77.29522502029305,0.0,0.0046513529386187,0.0540524396887967,0.0015579642181714,0.0344377334158007,synthetic,dqn,,
120,42.238900323713096,41.89320423459401,59.32294567164153,59.32294567164153,0.0,0.0068676698642472,0.0649307549248139,0.0015315979925127,0.0296855738673072,synthetic,dqn,,
121,75.56099803888137,75.20682127701964,131.45324627701683,131.45324627701683,0.0,0.0057905719495465,0.0577747587230987,0.0015765102669739,0.0337736583673037,synthetic,dqn,,
122,57.66425466480687,57.65949057745457,76.21579606342502,76.21579606342503,0.0,0.0059624834699972,0.0573429245452739,0.0014561797635486,0.0356322557737047,synthetic,dqn,,
123,52.90931228213158,52.49486856712798,60.29414954845321,60.29414954845322,0.0,0.0073372728005051,0.0637233332296212,0.0015232121133102,0.0360391619615256,synthetic,dqn,,
124,-10.455110477148992,-10.472866798112475,31.6924328843669,31.692432884366895,0.0,0.0061043128210048,0.060325047517052,0.0015374707962529,0.0368465364982302,synthetic,dqn,,
125,46.76070365160304,46.75426086774649,52.38764097155426,52.38764097155425,0.0,0.0063488716594492,0.0684419838226821,0.0015881415143107,0.0351720912955128,synthetic,dqn,,
126,45.595645979223264,45.56768535325211,71.06510541018962,71.06510541018966,0.0,0.0067851727506247,0.0678924138925663,0.0015938753450217,0.0415412521777817,synthetic,dqn,,
127,36.120408500491976,36.07834991430161,51.87041269415995,51.87041269415997,0.0,0.0062326128604145,0.0808082743968865,0.0015402230335614,0.0353697729655183,synthetic,dqn,,
128,-5.8334227355684565,-5.978821608897799,-4.089130710789065,-4.089130710789064,0.0,0.005460910134442,0.0675251298748395,0.0017096384858282,0.0368067071988032,synthetic,dqn,,
129,44.644849927148606,44.415132589741674,63.28069758973863,63.28069758973863,0.0,0.0078683083272716,0.0710450559854507,0.0017700766419203,0.0392259730455967,synthetic,dqn,,
130,53.44905762457747,53.29538228689848,50.580338557864906,50.58033855786494,0.0,0.006668514960135,0.0709671765340097,0.0018006146822769,0.0288114055561331,synthetic,dqn,,
131,17.383909438382034,17.383697897382113,29.778078304870995,29.77807830487099,0.0,0.0046135117526637,0.0636512903956236,0.0017883608099789,0.0367743839294864,synthetic,dqn,,
132,31.002732940796346,30.827877849122796,30.438792774755175,30.43879277475522,0.0,0.0049690149425626,0.0651575524026333,0.0018604952761401,0.0361714528228801,synthetic,dqn,,
133,40.53785958997141,40.31104849587352,37.20655881119031,37.20655881119036,0.0,0.0060747155424905,0.0644225259777158,0.0018862967576401,0.0355577826356658,synthetic,dqn,,
134,58.82966237420442,58.825622015637904,75.81517733655389,75.81517733655387,0.0,0.0063817295162672,0.0708290097702826,0.0018349157897039,0.0365031657453912,synthetic,dqn,,
135,18.19670706627221,18.15852835651977,69.96928163767919,69.9692816376792,0.0,0.0062960860951404,0.0685181327164173,0.0018151203067435,0.037487692414568,synthetic,dqn,,
136,54.23497284921941,54.212542629146675,82.08629262914464,82.0862926291446,0.0,0.0062510625085499,0.0653027082842431,0.0019239659483831,0.0486257812724663,synthetic,dqn,,
137,-86.60311396877151,-86.8367817915362,-67.74949087336282,-67.74949087336287,0.0,0.0053169709241196,0.0645126709331796,0.0020412853023467,0.0490016700126803,synthetic,dqn,,
138,64.94354987675615,64.93112450396605,94.9492758953966,94.9492758953967,0.0,0.0068256690511075,0.0687741171298683,0.0020675516570918,0.0396141773447967,synthetic,dqn,,
139,22.102689167137218,22.072671816811056,67.00714873356614,67.00714873356607,0.0,0.0060432935510214,0.0648667119607767,0.0022314065897192,0.0484815156087279,synthetic,dqn,,
140,56.65581728822872,56.54240966562563,78.46469033512538,78.46469033512544,0.0,0.0063901291963395,0.0658127135584052,0.0021194530239042,0.0418593415703911,synthetic,dqn,,
141,67.48024040847667,67.35009796500376,81.00501435810824,81.00501435810813,0.0,0.0057923712884075,0.0718666770936627,0.0021516212280123,0.0436068125642263,synthetic,dqn,,
142,45.389493030014634,45.38921441630272,76.69813711128877,76.6981371112887,0.0,0.0068613966237511,0.0735956948105391,0.0020458987564779,0.036531535263818,synthetic,dqn,,
143,33.94327244876513,33.88078994432961,54.41151448791017,54.41151448791017,0.0,0.0066474827849683,0.0720488928963203,0.0019545278538806,0.03638593859684,synthetic,dqn,,
144,-3.17118045632742,-3.171181763887584,42.09178678994043,42.09178678994044,0.0,0.0055763744843519,0.0601384605507592,0.0019593313873673,0.0353657805289213,synthetic,dqn,,
145,51.045685452428,51.0456852582672,76.2175834905829,76.2175834905829,0.0,0.0054951482679604,0.0718898230754747,0.0023269773541519,0.0456550255990945,synthetic,dqn,,
146,47.55609542529855,47.49958834072214,46.637126518379326,46.63712651837932,0.0,0.0068546256614507,0.0720737336177221,0.0022439404811638,0.048680165854211,synthetic,dqn,,
147,61.9696283740479,61.9549581432341,75.3267604362693,75.32676043626937,0.0,0.0071367587262232,0.0759295914854322,0.0023371188704354,0.0428148241570362,synthetic,dqn,,
148,39.863769845633215,39.81692239752879,92.80551446265204,92.80551446265216,0.0,0.0079419335055475,0.0858959590643644,0.0024958463484206,0.0402190071315719,synthetic,dqn,,
149,41.71606713585243,-130.57380797638896,-108.1358065069664,-108.13580650696636,0.0,0.0079763729086456,0.0892530105387171,0.0022996571944811,0.0603594158847744,synthetic,dqn,,
150,7.621050884711803,7.584771634479159,10.597116135262302,10.597116135262317,0.0,0.0067178181792333,0.0847976911865489,0.0022912996086793,0.0482624775658433,synthetic,dqn,,
151,9.49952959525217,9.472265548672087,41.41061622118495,41.41061622118493,0.0,0.0075878255000268,0.0841016398719799,0.002392519010195,0.0372213679724014,synthetic,dqn,,
152,40.37180351907555,40.33681635500267,41.76669169689605,41.76669169689607,-1.3877787807814457e-17,0.007267994728069,0.0773129613150524,0.0023037591510309,0.041588759336334,synthetic,dqn,,
153,44.5612022015368,44.428298839067416,54.30510604337392,54.305106043373854,0.0,0.0080709061294328,0.0805498969042673,0.0022147330321156,0.0434049572795629,synthetic,dqn,,
154,62.97935538177626,62.934480036543526,79.84420973013628,79.84420973013634,0.0,0.0068250806167876,0.0746420861946211,0.0021660784080338,0.0394292370631144,synthetic,dqn,,
155,39.09242308840366,38.797209167861766,58.60359916786356,58.60359916786353,0.0,0.0087463290032431,0.0851733251002387,0.0023008635034784,0.0459358749481347,synthetic,dqn,,
156,52.296108574033134,52.24567713126317,69.08463154959728,69.08463154959729,0.0,0.0069252559635788,0.0728147991249958,0.0021344216925521,0.0437029529219636,synthetic,dqn,,
157,60.43849895049425,60.43732400723197,89.21923490369028,89.2192349036902,0.0,0.0061761431720559,0.0774326395582069,0.0022224537455118,0.0398098313464568,synthetic,dqn,,
158,5.867925816850402,5.8270532661331265,13.511105291695024,13.511105291695028,0.0,0.0070450950018449,0.0756460406294424,0.0022877435459612,0.0417570963931771,synthetic,dqn,,
159,11.042245494141753,10.998246340166691,14.768839645089754,14.76883964508976,0.0,0.0066500613000243,0.0768542004749179,0.0022226449129028,0.0573645929017892,synthetic,dqn,,
160,40.13062335911418,39.89725370058038,44.30505370057878,44.30505370057881,0.0,0.0058391637155889,0.0712235258478257,0.0022160751395858,0.0471719441792139,synthetic,dqn,,
161,44.258829315178446,43.92990380307483,52.370410841038534,52.37041084103851,0.0,0.0069052337266102,0.0745816180180456,0.0023171248523375,0.0476292105248341,synthetic,dqn,,
162,-5.98191210774894,-5.988494244977319,78.0574560413554,78.0574560413554,0.0,0.0072720279751268,0.0713816473949445,0.0022220373010406,0.035051466538929,synthetic,dqn,,
