episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,learning_rate_clob,grad_norm_clob,td_abs_mean_clob,td_abs_max_clob,n_grad_steps_clob,loss_auction,learning_rate_auction,grad_norm_auction,td_abs_mean_auction,td_abs_max_auction,n_grad_steps_auction
10,28.311876076229964,27.891422280832167,27.891412335761153,14.516715383706412,0.0,-13.37469695205474,0.0,-9.94507065882469e-06,11.171740860716227,6.484240860716049,4.68750000000016,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
11,36.64574960701924,13.609818490246965,13.615227670245812,4.649234208367936,0.0,-8.965993461877881,0.0,0.005409179999999885,48.53574858565326,47.99576139282747,0.5399871928257992,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
12,27.322041680596158,27.30052593514265,27.30052593514309,-1.0007402349531593,0.0,-28.30126617009624,0.0,0.0,1.4668246471035502,1.466824647103572,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
13,10.719242987644975,10.689675525918322,10.689604988024973,0.8508426655923249,0.0,-9.838762322432652,0.0,-7.053789521090277e-05,0.5079808309691884,-1.7195191690310896,2.2275000000002763,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
14,44.63861653103959,-8.685225888993699,-8.84348480604243,-53.84323801300029,0.0,-44.999753206957855,0.0,-0.1582589170528102,54.13980609766926,73.02317606077764,-18.88336996310842,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
15,17.450276782559232,-1.6534630851430627,-1.6494574851451542,-13.135867066892343,0.0,-11.48640958174719,0.0,0.004005599999999915,44.05782523496482,43.707825234964844,0.3499999999999659,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
16,-6.665520560081859,-6.667441255830329,-7.582786243092357,14.233156848333213,0.0,21.815943091425563,-0.9153449872630404,0.0,0.43825742988217087,0.4382574298821691,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
17,-34.81111128005614,-34.811793847038494,-35.501538289070325,-17.067518502533122,0.0,18.434019786537206,-0.6927405150497634,0.002996073016844773,0.231505928337441,0.26125982897399846,-0.02975390063652949,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
18,-3.5580263870597264,-3.737015781842706,-4.212108674232983,29.577534229281845,5.551115123125783e-17,33.789642903514824,-0.4643550507088605,-0.010737841679906157,0.2500569086454192,-4.230713826093416,4.4807707347388375,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
19,41.30142884668879,41.30087771909425,41.30217862909458,10.016412624942447,-5.551115123125783e-17,-31.28576600415212,0.0,0.0013009100000002036,0.2997610688636314,0.23476106886362924,0.06499999999998707,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
20,-140.0,-240.0,-240.0,-177.16697874944893,0.0,62.83302125055106,0.0,0.0,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
21,16.423648955938916,-65.2873732586415,-65.22455389937814,-75.86748930752327,0.0,-10.642935408145132,0.0,0.06281935926317325,100.0,90.39414926563578,9.605850734364232,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
22,12.382303983755264,-92.78004083787152,-92.79809066062357,-91.52279907329404,0.0,1.275291587329526,0.0,-0.01804982275192844,100.0,102.54869322503666,-2.5486932250366587,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
23,22.565,-77.435,-77.4347254675,-52.76041203125543,0.0,24.674313436244596,0.0,0.0002745324999997503,100.0,100.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
24,12.278148926898211,12.275297531262805,12.113383336901734,-0.6194941624319459,0.0,-12.732877499333677,-0.1619141943616853,0.0,0.5339846098351302,0.5339846098350947,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
25,7.798134060269149,7.095608578808463,7.179570489216544,8.21603087431924,0.0,1.0364603851026941,0.0,0.08396191040816728,0.13354880889184528,-8.381679315391912,8.515228124283745,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
26,52.335241435677744,17.544662708245525,17.371279738856092,-16.311409237123513,0.0,-33.6826889759796,0.0,-0.173382969391223,49.55056015110818,58.98353899812406,-9.432978847015878,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
27,-1.5500083473639825,-3.773358077382364,-3.7705622773803644,8.834535775469382,0.0,12.605098052849739,0.0,0.0027958000000002955,15.190901146538366,14.910901146538333,0.28000000000002956,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
28,0.41619267458190734,0.40861324312320896,0.26895687507356847,4.693377986672329,0.0,4.424421111598761,-0.13965636804886117,0.0,0.8705993027046333,0.8705993027046599,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
29,25.643348532841628,25.398473590629635,25.561048755130937,9.525335634582497,0.0,-16.03571312054845,0.0,0.16257516450409695,8.131515967371584,-4.9484840326305175,13.080000000002087,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
30,27.81241744146064,27.529307729619525,27.51661204740364,4.6448715770424265,0.0,-22.871740470361203,0.0,-0.01269568221638257,0.7550999471933437,-5.320805501435988,6.075905448629321,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
31,27.41034594316625,27.40315767332255,27.403157673320575,9.114665885046131,0.0,-18.28849178827445,0.0,0.0,0.8478366495793637,0.8478366495793532,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,3.7445354804297675,3.7390791942987947,3.734829618325178,6.875602798553393,4.440892098500626e-15,3.1407731802282135,-0.0031995759735252705,-0.0010500000000000392,0.5986667808269885,0.7386667808269749,-0.13999999999997215,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,10.165371000766754,0.00011723529260225414,12.193463365236918,1.8022387400269508,31.384021759033203,48.0,0.2893698774278164,0.00011723529260225412,2.1533675750096637,0.2700825562079748,6.188076496124268,30.0
33,8.358840858832496,8.35495102318641,8.325172274751447,12.91044715573062,0.0,4.5852748809791715,-0.02915493593363294,-0.0006238125000003192,0.5002237300003429,0.6236854692939678,-0.1234617392936365,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.507736775933243,0.00011633585713753009,11.474939660328191,1.7212310447925474,30.425697326660156,41.0,0.29525555471579235,0.00011633585713753009,1.81651082833608,0.25431441416343054,5.438109874725342,30.0
34,-20.013372304021875,-30.707815402989716,-31.11254673717054,-9.08855254418362,0.0,22.02399419298693,-0.40473133418096197,0.0,32.70235939342578,32.702359393425795,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79122618039449,0.00011544332219002444,12.383950180477566,1.6397886594136557,29.95826530456543,45.0,0.2536131816605727,0.00011544332219002443,1.5276279191176096,0.2340425208210945,5.319738864898682,30.0
35,32.491326352455594,32.48497952094243,32.484979520942275,3.8510823357417223,0.0,-28.633897185200553,0.0,-2.710505431213761e-20,0.796670039173236,0.7966700391732102,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,7.478300410647725,0.00011455763481859824,12.340144545532937,1.5651197378025499,29.18235969543457,43.0,0.20453153178095818,0.00011455763481859824,1.7499954620997111,0.2251104901234309,5.107639312744141,30.0
36,23.348327391228523,22.945037975609388,22.86630007156526,8.722029198050869,3.552713678800501e-15,-14.144270873514397,-0.09125835404307736,0.012520449999999931,7.537583183554744,6.35050718934429,1.1870759942104765,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.01435825559828,0.00011367874248827983,14.182183490859138,1.5875410503811307,29.063457489013672,36.0,0.24683008914192517,0.00011367874248827983,1.6616453965504965,0.23168101658423743,5.021203994750977,30.0
37,14.511651121533243,14.182823866599271,13.643759250743924,6.397074400876723,0.0,-7.246684849867204,-0.5550694158543195,0.01600479999999909,7.174346126054402,5.7343461260545805,1.4399999999998272,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.893341514197263,0.00011280659306714875,14.067918647419322,1.5503337600014426,29.313213348388672,44.0,0.2056042578071356,0.00011280659306714875,1.6010608772436778,0.2234127496679624,4.803764343261719,30.0
38,-27.845275747898356,-29.943389683708695,-32.08937599782176,3.758098050355632,0.0,35.847474048177396,-2.151815839114988,0.00582952500000022,14.99817430024224,14.484867744685626,0.5133065555566191,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.723502255774833,0.00011194113482324334,14.239703552142993,1.5469715434151727,28.461034774780273,37.0,0.18733911464611688,0.00011194113482324333,2.0014129519462585,0.21671951164801914,4.868525505065918,30.0
39,23.258621878355275,22.230436509696233,22.215987616233253,6.6740353794313565,0.0,-15.541952236801894,-0.014448893463367085,0.0,10.139947577078686,10.139947577078704,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.964632487878567,0.00011108231642149228,15.554803883157126,1.4877812600717313,28.608434677124023,41.0,0.2050867276887099,0.0001110823164214923,1.9850810329119364,0.22339301804701486,4.676804065704346,30.0
40,18.584332339070475,18.56966364573078,18.56289609573188,4.959688651664385,1.7763568394002505e-15,-13.603207444067497,0.0,-0.006767549999999615,0.537481915598292,1.211143812257331,-0.6736618966590419,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.010793171988594,0.0001102300869206699,15.311987453036839,1.5000195768144395,28.252925872802734,45.0,0.17128726119796436,0.0001102300869206699,1.5735156337420146,0.20463391095399858,4.819149971008301,30.0
41,18.970548818969444,18.970529333488773,18.88174178437844,22.89121308377729,-1.3877787807814457e-17,4.009471299398829,-0.0929858691098957,0.004198320000000656,0.32335763863436284,-0.044142361365679506,0.3675000000000388,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,6.070272140724715,0.00010938439577037412,16.078296295432157,1.435832935710286,27.758188247680664,43.0,0.19802990158398945,0.00010938439577037412,2.2593402286370594,0.22363812377055486,4.759474754333496,30.0
42,21.29338739327526,21.28854615849105,21.139419477165365,9.889507249126874,-3.552713678800501e-15,-11.249912228038482,-0.14912668132565443,0.0,0.6957898234529978,0.6957898234529907,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,6.497676449663499,0.00010854519280802836,18.801755652708167,1.431323584388284,28.510353088378906,34.0,0.15941623337566851,0.00010854519280802836,1.6042529702186585,0.19851930936177573,3.047231912612915,30.0
43,17.459994367039485,17.441899885322346,16.93388703242918,0.7062436793793935,0.0,-16.227643353049796,-0.5023202553955173,-0.005692597500000168,0.7763717166522355,1.345157303706144,-0.5687855870539049,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.272379187650459,0.00010771242825590599,17.917862581652265,1.3965462002643318,26.609928131103516,43.0,0.17715556994080545,0.00010771242825590599,1.7893490572770436,0.19836751818656922,4.487210273742676,30.0
44,-9.213991991205432,-38.459378017821294,-38.62243439188149,-7.436402926055969,0.0,31.186031465825515,-0.16305637405892526,0.0,54.079003343826386,54.079003343826386,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,6.464320638600518,0.00010688605271817784,20.182372570037842,1.4462666195981644,28.174083709716797,34.0,0.17376126398642858,0.00010688605271817784,1.9041749258836111,0.20520899693171182,2.888686180114746,30.0
45,-42.24758920342282,-48.19661705177092,-48.38735532567601,-4.048177679792408,0.0,44.339177645883595,-0.20348451390555056,0.012746239999997465,25.666889019176978,24.390629037292385,1.276259981884597,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.36738522632702,0.00010606601717798214,19.840476371146536,1.4904498022955817,27.965574264526367,37.0,0.1702393800020218,0.00010606601717798212,1.9385484675566356,0.20265576541423796,4.5687971115112305,30.0
46,-26.890046046471674,-27.239428483360633,-27.231875568359495,8.216347967206348,-4.440892098500626e-16,35.44822353556586,0.0,0.0075529149999989595,5.500858117811134,5.910858117811327,-0.41000000000018133,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.397424283780549,0.00010525227299451708,19.677195799978154,1.418113438706649,27.590198516845703,38.0,0.15024358183145523,0.00010525227299451708,1.9134653409322102,0.19712931315104168,4.456895351409912,30.0
47,-2.6759118057628366,-3.0704572692578447,-3.3182485072664973,9.391874242234714,0.0,12.710122749501204,-0.2745685580078643,0.026777319999999147,8.448045663883718,6.281285405830626,2.1667602580530874,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.7815451331254915,0.0001044447719001558,22.13350663534025,1.4632099110905716,26.864479064941406,41.0,0.16945307403802873,0.0001044447719001558,1.7133518795172373,0.20649903068939846,4.41616153717041,30.0
48,40.35494344019878,39.765064314497835,39.767873734497016,7.699355840421756,0.0,-32.06851789407524,0.0,0.0028094199999998326,7.9803588828969225,7.680358882896976,0.2999999999999652,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.575767680218346,0.0001036434659975832,21.79875105305722,1.4190698454254551,28.182838439941406,38.0,0.14837407693266869,0.0001036434659975832,1.7100562274456024,0.1944533844788869,4.13327169418335,30.0
49,7.166032946699037,-0.5719120337700376,-0.5697142337697327,1.127851638823522,0.0,1.6975658725932552,0.0,0.0021978000000003437,27.981765509320937,27.817161933721913,0.16460357559901798,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.014293897442702,0.00010284830775695493,21.51060364886028,1.404019800628104,26.60651397705078,41.0,0.14925169497728347,0.00010284830775695495,1.7358323693275453,0.1935344561934471,4.145786762237549,30.0
50,48.59245214054291,48.58426152956796,48.58426152956511,6.855798992907453,0.0,-41.72846253665765,0.0,4.472333961502706e-19,0.9050199431476642,0.9050199431476891,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,6.15048857000139,0.00010205925001307827,22.53678012424045,1.3912628597683376,26.478145599365234,45.0,0.13112709869941075,0.00010205925001307825,1.924277844031652,0.18437829713026682,4.345804214477539,30.0
51,-16.226020355303962,-16.23883111284215,-16.55750828426235,3.0577994937782345,2.42861286636753e-17,19.615307778040567,-0.3123221614186775,-0.006355009999999874,0.3468461705633388,1.1318461705632767,-0.7849999999999575,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,6.905455748240153,0.00010127624596261425,25.726785954974947,1.4152303834756215,27.40280532836914,42.0,0.1435394197702408,0.00010127624596261425,2.091098197301229,0.18860521217187246,4.266020774841309,30.0
52,-19.013605621542943,-19.015133283697836,-20.745316657779316,11.291194636126193,0.0,32.03651129390552,-1.734661774084799,0.004478399999999753,0.9758531891761493,0.39085318917616974,0.5849999999999795,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,5.686757869498674,0.00010049924916130171,22.75487706827563,1.3553902215735858,25.994232177734375,43.0,0.13397056149939696,0.0001004992491613017,2.1411768396695456,0.18846601843833924,4.0362138748168945,30.0
53,43.19595509015485,43.18942597225187,43.189425972248856,1.959546920487355,0.0,-41.229879051761536,0.0,0.0,0.8080295726630311,0.8080295726630453,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,6.395739742687771,9.972821352120236e-05,25.82268862497239,1.4018108731224423,26.403995513916016,42.0,0.13264060368140537,9.972821352120236e-05,1.8148982147375743,0.17857134739557903,4.121089935302734,30.0
54,8.064072523535055,8.061404626717191,8.061404626716085,6.021863845891265,0.0,-2.039540780824819,0.0,-4.336808689942018e-19,0.5165168746385973,0.5165168746385831,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,5.872722374068366,9.896309330796706e-05,25.054269642300078,1.3502318329281278,25.992395401000977,45.0,0.1316340862462918,9.896309330796706e-05,2.040089319149653,0.18304798950751622,3.7065200805664062,30.0
