Datetime,AAPL,AMZN,CAT,GOOGL,JNJ,JPM,MSFT,NEE,PG,XOM
2025-12-31 14:30:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2025-12-31 14:31:00+00:00,100.07316759991738,99.99203162440034,99.8942228016648,100.12673740168596,99.91295450389602,99.863996727803,100.00818368573796,100.0,99.76741549821753,99.99172967088758
2025-12-31 14:32:00+00:00,99.93414581042077,99.81074286807392,100.0111026897192,100.10433176054327,99.86942437660564,99.66900295243803,100.0410123501022,100.02484672245566,99.69450639093563,100.00826402069967
2025-12-31 14:33:00+00:00,99.85365363465328,99.85806043562906,100.00520736257563,100.17666662466831,99.84524999162457,99.87375957150982,99.94868760166602,100.06212154607095,99.66326417103235,99.91954250381406
2025-12-31 14:34:00+00:00,99.76218576062259,99.96572875885948,100.18035255749768,100.36356913073048,99.86459097545709,99.75060115720235,99.95073508845738,100.0,99.62160787782798,99.80154995177848
2025-12-31 14:35:00+00:00,99.76766802699821,100.0238525736211,100.20029294589709,100.10112816407648,99.87184476679909,99.67978060569284,99.93945199610866,99.96893448703274,99.73963757329844,99.73126792535483
2025-12-31 14:36:00+00:00,99.78047486922395,99.92702991248056,100.20116083965969,100.0339210077108,100.043522748052,99.80294841638501,99.83789164211508,99.96582509177692,99.7917079398039,99.82636093911574
2025-12-31 14:37:00+00:00,99.85730475706637,99.8624092111006,100.17340940739685,100.10913715524346,99.94196966926401,99.79062975603884,99.71991382522565,99.9937812094884,99.7812938665028,99.86769996785233
2025-12-31 14:38:00+00:00,99.86096704499144,99.86671200254148,100.22543011280185,100.18914893041388,100.03143555556147,99.65207066720251,99.81942669242785,100.03727482361529,99.75699083074218,99.78509761133213
2025-12-31 14:39:00+00:00,99.82803995020181,99.86671200254148,100.15607270028528,100.09793433467212,100.0,99.55046755940465,99.79275301129266,100.0869777483902,99.7778931365642,99.80154995177848
2025-12-31 14:40:00+00:00,99.72559637790792,99.80644007663304,100.19170926490351,100.1411340516617,100.00242039019346,99.55354017720266,99.73530441401209,100.11182447084586,99.86114215792735,99.84289528892782
2025-12-31 14:41:00+00:00,99.66339331074178,99.84518490704262,100.05896385550585,100.19714815451843,100.03385594575491,99.57509548371226,99.74966812868912,100.09939636968623,99.88890948867218,99.888372636427
2025-12-31 14:42:00+00:00,99.72193408998285,99.90545683295106,100.0329482107682,100.15233687223306,99.94680307041254,99.53199426707776,99.70555011054863,100.09939636968623,99.75699083074218,99.86769996785233
2025-12-31 14:43:00+00:00,99.69083813915577,99.96572875885948,100.00347157505043,100.23875584033706,99.93712888887708,99.48734264696722,99.69734764052819,99.98757189884037,99.68756720679298,99.81064668296088
2025-12-31 14:44:00+00:00,99.65791104436616,99.9516510763285,100.0641606340112,100.28355735556005,99.95163647156107,99.46579673684232,99.70042200142898,100.0418725574539,99.72922349999736,99.86769996785233
2025-12-31 14:45:00+00:00,99.65044131686048,99.85379705907161,99.94104672856443,100.14593944636188,99.956477251948,99.55046755940465,99.62245470624231,100.07454964723057,99.82295015970718,99.85116561804024
2025-12-31 14:46:00+00:00,99.67436900900498,99.89684468092207,99.86820715692714,100.24835686267501,100.06770451227145,99.5058159392941,99.66143835383565,100.0807589578786,99.802122013105,99.7880751821491
2025-12-31 14:47:00+00:00,99.68077801287384,99.80644007663304,99.958383435676,100.33156246724981,100.02418176421945,99.45347807649615,99.59988852154486,100.0807589578786,99.81982487829943,99.76434293339173
2025-12-31 14:48:00+00:00,99.69720248097676,99.83226996357276,99.95664764815079,100.47558756938156,100.03912472196875,99.47656499371242,99.56911360539945,100.05591223542294,99.88197030452955,99.7850156019664
2025-12-31 14:49:00+00:00,99.76218576062259,99.83011528327872,99.958383435676,100.52038908460455,100.19343935527888,99.4842700291692,99.63066343769025,100.01241862129604,99.88197030452955,99.76848125215433
2025-12-31 14:50:00+00:00,99.784137157149,99.80213728519217,100.13526441812328,100.44678450236768,100.09188627649091,99.52428923162098,99.72402132166337,99.98757189884037,99.81997319673911,99.90077497588925
2025-12-31 14:52:00+00:00,99.82437766227676,99.9377441916257,100.23063747537748,100.63881471618919,100.13057562339438,99.55997670072449,99.9035489708436,100.04969344491133,99.82642504886563,99.86769996785233
2025-12-31 14:53:00+00:00,99.85365363465328,99.86886668283553,100.15520480652268,100.52042815285414,100.0628711111229,99.76599243534653,99.8553297176929,100.05591223542294,99.84031401132518,99.92557965481375
2025-12-31 14:54:00+00:00,99.90120755011918,100.02044975535182,100.20462183063985,100.5748013892279,100.11364765051691,99.76907444952926,99.831736658886,100.01241862129604,99.82989993802408,99.94212031303859
2025-12-31 14:55:00+00:00,99.89498835995377,99.98944994953581,100.25665312011512,100.46919014351036,100.05319692958746,99.85836829336566,99.79685424630289,100.05591223542294,99.83683912216672,99.82636093911574
