algo,seed,arm,objective,pnl,penalty,openI,closeI,short,auc,auccash,initial_test,as_score
sac,42,headline,3.861070320340973,4.604745713475658,0.7436753931346841,6.856626433332065,5.18939364181268,44.0,0.7016450569468394,0.07201440326970396,2.040297790045875,-1.7290490843505832
sac,42,cashflow,1.34530031770333,1.348909016417474,0.0036086987141437433,0.5215020193044366,0.5215020193044364,0.0,7.135069868513229e-18,0.0,2.040297790045875,-1.7290490843505832
sac,7,headline,3.6977011494154617,4.324668587713945,0.6269674382984849,5.079790009243213,5.315121446122362,35.0,0.981803674774207,0.6127150803143006,0.6756349050941942,-1.2226663993279123
sac,7,cashflow,-0.0472569475755342,1.1370712870103068,1.1843282345858412,2.307227073940289,8.866704876218536,81.0,-1.4320411056740634,-0.49180837818397655,0.6756349050941942,-1.2226663993279123
sac,99,headline,8.386240085436622,9.194159304146956,0.8079192187103321,4.183704350948433,5.7883096422049025,32.0,0.18865276583084176,0.1342410569385718,6.28720331411658,5.59211629802852
sac,99,cashflow,2.6406198305732804,2.6588513096228623,0.01823147904958087,0.46568509804134295,0.8239060304067443,39.0,-0.04142683474508401,-0.02612668492979993,6.28720331411658,5.59211629802852
sac,123,headline,5.093620492956987,6.074614288648942,0.9809937956919561,4.975812390458065,4.464688669417124,29.0,0.20315022244432326,-0.12041549335352224,3.653088601418155,3.821722331132446
sac,123,cashflow,1.8164558191534008,1.8217086700933027,0.005252850939901994,0.5684723635365956,0.5684723635365975,0.0,-0.004909999999999984,-0.004909999999999999,3.653088601418155,3.821722331132446
sac,2024,headline,3.6415695268473574,4.188297193640644,0.5467276667932862,5.789053718500555,5.915089666377768,42.0,0.9749076716655679,0.7369830276296573,-0.2543489267335805,-2.37672884628564
sac,2024,cashflow,-1.7474994779752495,-1.6573905472262418,0.09010893074900744,0.5398179565100021,1.939071712701609,26.0,-0.19970379286509052,-0.11326176561686685,-0.2543489267335805,-2.37672884628564
sac,314,headline,7.305299256601326,7.601963545599124,0.29666428899779945,2.0750865465554593,3.4732369462919674,28.0,0.41933627449650734,0.4666318668578983,5.088440659653202,2.226787834773797
sac,314,cashflow,-0.7949481112791327,0.44805056840700686,1.24299867968614,0.5352410477896535,6.939569002828284,69.0,-2.789207661871468,-1.5499255901033495,5.088440659653202,2.226787834773797
sac,577,headline,3.767921886416985,4.201850909947204,0.4339290235302204,3.3603854601292995,4.444299453120363,32.0,0.5021811398868629,0.396279276781979,1.0421064797303357,0.9988444834958614
sac,577,cashflow,-2.247865414926582,-2.0722406888973954,0.17562472602918675,0.4707210683455611,1.9099755739111564,1.0,-0.41892635651209226,-0.24632466865055064,1.0421064797303357,0.9988444834958614
sac,811,headline,0.6218303894203102,2.0008458459403933,1.379015456520082,6.082698493683101,7.573037516270581,36.0,0.6288108796428464,0.34010851551690174,-1.1575386244413093,-2.742795168677068
sac,811,cashflow,-3.4869662212074917,-3.483681938633472,0.003284282574019534,0.4949679552440341,0.4949679552440336,0.0,9.980354049387527e-18,0.0,-1.1575386244413093,-2.742795168677068
sac,1618,headline,4.742179005580703,4.814789975033146,0.07261096945244375,0.7807908132659425,1.492107377675411,21.0,-0.13582912637075514,-0.09053214755525842,2.570035562357509,2.583783287653946
sac,1618,cashflow,-0.817509790120162,-0.5715531527924723,0.2459566373276894,0.49599620520507104,2.1809359840270885,55.0,-0.8631674102858474,-0.6205790798134125,2.570035562357509,2.583783287653946
sac,2718,headline,-1.915893551504708,-1.1868677694842775,0.7290257820204298,4.518352468285408,4.888242867983703,34.0,0.3620724930861505,0.07966965333896113,-3.6294317435323493,-5.9426175002824815
sac,2718,cashflow,-11.109490949933948,-6.476455092103017,4.63303585783093,0.5509226043519722,18.88060749020931,73.0,-6.431856620111088,-1.8027071638486922,-3.6294317435323493,-5.9426175002824815
