policy,env_seed,pnl,objective,inventory,auction_qty,inventory_at_auction_open,clob_qty,cancels
auction_noop,506181398,27.329501137093757,17.144623390455465,31.913755257942135,0.0,31.913755257942128,68.08624474205787,0
auction_noop,1379662330,20.470909429603125,20.469234094176294,0.4093086154518968,0.0,0.40930861545187724,99.59069138454812,0
auction_noop,780275482,-48.59015799491317,-60.166281044191976,34.02370210497206,0.0,34.02370210497206,65.97629789502794,0
auction_noop,710170320,26.468763723134543,25.36476688856189,10.50712536602022,0.0,10.507125366020247,89.49287463397975,0
auction_noop,1122857777,7.8072657346147025,-1.8982808911034255,31.153726303153732,0.0,31.153726303153746,68.84627369684625,0
auction_noop,1715343208,27.170630806480403,27.160237211679185,1.01948981364297,0.0,1.0194898136429913,98.98051018635701,0
auction_noop,586742412,12.271896853793805,12.26878008910457,0.5582799198641122,0.0,0.5582799198641055,99.4417200801359,0
auction_noop,767790832,-1.3899652476284245,-9.111705942037453,27.78802025047669,0.0,27.788020250476706,72.2119797495233,0
auction_noop,1839109665,16.626196141667606,8.152574765889277,29.109485354053117,0.0,29.109485354053135,70.89051464594687,0
auction_noop,1562422053,27.16928260406712,27.167334859879393,0.44133254896127383,0.0,0.4413325489612987,99.5586674510387,0
auction_noop,1048033611,38.76775857986286,34.707519430713155,20.15003510952202,0.0,20.150035109522022,79.84996489047798,0
auction_noop,1706059249,19.33773842242954,19.336912803255412,0.2873358964913981,0.0,0.2873358964913848,99.71266410350862,0
auction_noop,2026767019,29.234157928081913,-0.6933490356306038,54.706038938779436,0.0,54.70603893877945,45.29396106122055,0
auction_noop,976395108,9.812744943412326,9.806630488325121,0.7819498121494224,0.0,0.7819498121494064,99.2180501878506,0
auction_noop,1285297914,-9.158211888034202,-9.183400925512375,1.587105462096729,0.0,1.58710546209673,98.41289453790327,0
auction_noop,1241639688,29.160579400035203,26.155831669326744,17.33420817547908,0.0,17.334208175479077,82.66579182452092,0
auction_noop,1741168760,-6.481922775928979,-12.846747955842396,25.228605153502674,0.0,25.22860515350267,74.77139484649733,0
auction_noop,1810049311,30.73400882669739,26.435295662221407,20.73333828517729,0.0,20.733338285177283,79.26666171482272,0
auction_noop,437584705,-10.604833163884905,-16.16835912740952,23.587127768180284,0.0,23.587127768180295,76.4128722318197,0
auction_noop,1630870654,42.3785928053112,42.37192620035268,0.8164928020818785,0.0,0.8164928020818536,99.18350719791815,0
auction_noop,2133469465,31.535375760417082,31.488753815231696,2.159211550204957,0.0,2.159211550204958,97.84078844979504,0
auction_noop,1040859873,30.633552048420825,30.633448138856497,0.10193604089202246,0.0,0.10193604089199937,99.898063959108,0
auction_noop,1714581627,-5.45296383508321,-5.454128144975977,0.3412198547515892,0.0,0.34121985475157146,99.65878014524843,0
