market,policy,seed,n_episodes,objective_bps,pnl_bps,auction_edge_bps,auction_fees_bps,auction_cash_bps,auction_risk_relief_bps,auction_value_bps,open_abs_inventory_pct,close_abs_inventory_pct,short_probability_pct,gap_dqn_bps,gap_as_bps,gap_twap_bps,gap_initial_bps
MSFT,sac,7,100,-0.6185095821851074,0.5181483336220627,0.6726614345334958,0.07168000000000001,0.600981434533496,0.4215963567047034,1.0225777912381995,6.972816933119387,6.9500244099353665,22.0,-1.4776529385239967,1.7220772944149174,7.087193758758152,1.994946985297047
MSFT,dqn,42,100,-1.6927242771490782,1.5214865618995328,-0.1899324764143358,0.034039999999999994,-0.2239724764143358,0.7579269111265791,0.5339544347122432,15.589992568648794,14.059496980769985,11.0,0.0,3.096763366482298,6.797606735131463,55.51441288283023
MSFT,as,42,100,-4.789487643631376,2.0873918741819035,0.002342604385389357,0.0,0.002342604385389357,0.018323602226404435,0.020666206611793796,19.584458013339948,19.540638822916872,0.0,-3.096763366482298,0.0,3.700843368649168,
MSFT,twap,42,100,-8.490331012280542,-2.5189358055792583,0.008251747738419716,0.0,0.008251747738419716,0.03790550720235282,0.04615725494077254,23.416714541833986,23.335307560788042,0.0,-6.797606735131463,-3.700843368649168,0.0,
MSFT,ddpg,42,100,-1.7270123971688482,-0.6616225963039324,0.3251168557655233,0.0,0.3251168557655233,1.2139583228936184,1.5390751786591421,7.638306370688873,5.905010266096664,48.0,-0.03428812001976947,3.062475246462528,6.763318615111695,1.0803111379066703
MSFT,td3,42,100,-0.809297433388139,0.1137884719522117,-0.4559423516537735,0.0,-0.4559423516537735,2.2776485627822423,1.8217062111284688,10.19488411087229,5.0146213912565845,15.0,0.8834268437609397,3.9801902102432365,7.681033578892405,2.2882117273104314
MSFT,sac,42,100,0.9961163691466937,1.9853194610954,0.36456905596051087,0.07300999999999999,0.2915590559605108,1.7911666750445847,2.0827257310050955,10.804936579534042,6.503106474639821,17.0,2.6888406462957715,5.785604012778069,9.486447381427238,3.913466729081175
MSFT,dqn,99,100,-4.673948246824776,-3.319323537167271,0.05572412298235283,0.06555,-0.00982587701764716,0.6978145376827911,0.6879886606651436,10.258850496000205,8.161617790023776,8.0,0.0,4.0356499788038676,9.019534259321565,58.19151960809494
MSFT,as,99,100,-8.709598225628644,-2.3735203829936107,0.0014167041215968831,0.0,0.0014167041215968831,0.00449673063388587,0.005913434755482755,18.708472036399044,18.6927160548812,0.0,-4.0356499788038676,0.0,4.983884280517697,
MSFT,twap,99,100,-13.693482506146346,-8.00485565821029,0.0018958572205361604,0.0,0.0018958572205361604,0.006258152789197328,0.008154010009733488,22.81383706106469,22.790990676789324,0.0,-9.019534259321565,-4.983884280517697,0.0,
MSFT,ddpg,99,100,-5.173195740270253,-1.5837286493132479,0.25309453718889585,0.003859999999999996,0.24923453718889582,2.8843296223847505,3.133564159573646,21.124400556418205,15.14619534887717,12.0,-0.49924749344547736,3.53640248535839,8.52028676587609,0.8970230909752714
MSFT,td3,99,100,-3.5022922147313817,-1.643119761495745,0.19963220881020188,0.1167,0.08293220881020186,0.9892576108933682,1.07218981970357,10.61213562769627,9.420697405461558,16.0,1.1716560320933938,5.207306010897262,10.19119029141496,3.1961929110825276
MSFT,sac,99,100,-3.596871439113934,-2.2224801072919096,-0.09638538730917448,0.05845000000000001,-0.15483538730917443,2.5906251140207726,2.435789726711597,13.781802612148955,9.110888418324542,29.0,1.0770768077108424,5.11272678651471,10.09661106703241,3.2096756125912775
MSFT,dqn,123,100,-2.6734470499033423,-1.8244813909005684,0.37998734307347604,0.031139999999999987,0.34884734307347615,0.19535441854576388,0.5442017616192402,6.397075734156092,6.636342412494328,11.0,0.0,3.555854515375665,11.952348723894225,10.115802191854103
MSFT,as,123,100,-6.229301565279005,-2.841369990546482,-0.0005899354806768171,0.0,-0.0005899354806768171,0.0012504098035471859,0.0006604743228703689,11.18819201288253,11.181076036164493,0.0,-3.555854515375665,0.0,8.396494208518561,
MSFT,twap,123,100,-14.625795773797568,-8.74083833684741,-0.0006155146660971883,0.0,-0.0006155146660971883,0.003695747481764519,0.00308023281566733,22.888130028954194,22.878585849696528,0.0,-11.952348723894225,-8.396494208518561,0.0,
MSFT,ddpg,123,100,-3.122431724294633,-1.8739410210914014,0.014744750942373638,0.006399999999999993,0.008344750942373622,1.2035083152312351,1.2118530661736087,10.3815450126935,7.278432520725761,2.0,-0.44898467439129186,3.1068698409843734,11.503364049502935,3.5220304159074254
MSFT,td3,123,100,-3.0179837456981478,-1.3994440558911696,-0.21594763711202117,0.003449999999999998,-0.21939763711202118,2.2556917626735387,2.036294125561517,13.346278184905314,9.45389973548191,13.0,-0.34453669579480606,3.2113178195808585,11.60781202809942,3.718435104338525
MSFT,sac,123,100,-2.992341133028984,-2.2172209860237824,0.31228219589842177,0.009300000000000001,0.3029821958984218,2.000380928588436,2.3033631244868586,10.05542236870484,5.434641420788089,32.0,-0.31889408312564227,3.236960432250023,11.633454640768583,3.935649323707415
