policy,env_seed,pnl,objective,inventory,auction_qty,inventory_at_auction_open,clob_qty,cancels
auction_noop,176266017,-29.663218558267545,-49.23999623077424,44.24565252373016,0.0,44.245652523730136,55.754347476269864,0
auction_noop,2084833182,13.698182351385185,4.7011527465273915,29.99504893287856,0.0,29.995048932878532,70.00495106712147,0
auction_noop,1325506757,18.290572445939688,18.28702283178398,0.595786384177059,0.0,0.5957863841770603,99.40421361582294,0
auction_noop,972599418,-19.887015461266856,-38.789148844524235,43.47658379318386,0.0,43.47658379318385,56.52341620681615,0
auction_noop,224132955,21.567029548263235,21.56159175463638,0.7374139696845017,0.0,0.7374139696844964,99.2625860303155,0
auction_noop,1923245000,33.41450053319568,14.08745501267179,43.962535778232684,0.0,43.96253577823268,56.03746422176732,0
auction_noop,2024532515,1.9648433572838258,1.9619027831254723,0.5422706112591333,0.0,0.5422706112591413,99.45772938874086,0
auction_noop,1857570429,23.431419932840072,5.7211807135509645,42.08353504553664,0.0,42.083535045536635,57.916464954463365,0
auction_noop,1290956183,5.5364805504777905,-1.1717308451791784,25.90021504863805,0.0,25.900215048638046,74.09978495136195,0
auction_noop,1342706747,15.496426361054546,14.38727565887937,10.53162239246725,0.0,10.531622392467227,89.46837760753277,0
auction_noop,1229143134,-27.49793034636059,-39.46357804455586,34.59139733834884,0.0,34.591397338348855,65.40860266165114,0
auction_noop,227557600,19.49000774261367,19.44036968456027,2.227960009816127,0.0,2.227960009816101,97.7720399901839,0
auction_noop,276488112,11.61613290445166,11.610824501202766,0.7285878978473015,0.0,0.7285878978472908,99.27141210215271,0
auction_noop,553701396,14.636142253630169,5.935499050993899,29.496852717936314,0.0,29.49685271793632,70.50314728206368,0
auction_noop,263614829,28.013702439304325,11.174191206971638,41.035973526081584,0.0,41.035973526081584,58.964026473918416,0
auction_noop,1331567148,14.508062012509981,11.703756810500543,16.746059841077354,0.0,16.74605984107734,83.25394015892266,0
auction_noop,2044724560,29.22108287289666,2.2633667584656045,51.92082059678088,0.0,51.920820596780906,48.079179403219094,0
auction_noop,1368287966,22.511080746215157,20.068400819043813,15.629075235506882,0.0,15.629075235506889,84.37092476449311,0
auction_noop,58857292,17.9873371128906,14.75730880352379,17.972279514204118,0.0,17.972279514204132,82.02772048579587,0
auction_noop,228668546,-26.236726715764235,-32.04562069045621,24.101647194106828,0.0,24.101647194106803,75.8983528058932,0
auction_noop,610984058,1.1452519979047793,0.582316395495683,7.502903454057611,0.0,7.502903454057616,92.49709654594238,0
auction_noop,1023153393,-18.816558794795128,-19.26842702436936,6.722114470717017,0.0,6.722114470717031,93.27788552928297,0
auction_noop,1744303710,19.639944119426218,17.510932345720626,14.591133519043646,0.0,14.591133519043666,85.40886648095633,0
auction_noop,763596723,15.65993043225717,15.657068686453568,0.5349528767659741,0.0,0.534952876765999,99.465047123234,0
